Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.9957,3.0,4.0,2.0,3.0,0.0,3.0,9.0,12.0,TBD,no,"[['20250606_051600', 1], ['20250606_061602', 2], ['20250624_081602', 33]]"
Alder Flycatcher,0.8785,0.0,0.0,3.0,0.0,4.0,3.0,5.0,9.0,TBD,no,"[['20250601_081802', 1], ['20250603_204200', 16], ['20250604_081702', 7]]"
American Bittern,0.5134,,,,,,,,,NA,no,NA
American Crow,0.9158,0.0,0.0,0.0,0.0,8.0,25.0,27.0,213.0,TBD,no,"[['20250515_053300', 1], ['20250515_063302', 2], ['20250515_083302', 47], ['20250516_073202', 27], ['20250517_053000', 16], ['20250517_063002', 1], ['20250517_073002', 5], ['20250517_083002', 12], ['20250518_052900', 8], ['20250519_052800', 18], ['20250519_062802', 19], ['20250523_062502', 1], ['20250524_052400', 2], ['20250524_082402', 1], ['20250525_072302', 10], ['20250526_052200', 25], ['20250526_062202', 1], ['20250527_082202', 9], ['20250530_062002', 1], ['20250604_051700', 1], ['20250605_051700', 2], ['20250607_081602', 3], ['20250609_051500', 1], ['20250612_081502', 3], ['20250613_061502', 2], ['20250613_071502', 8], ['20250614_081502', 2], ['20250616_205000', 22], ['20250617_081502', 1], ['20250618_081502', 1], ['20250619_081502', 2], ['20250623_081602', 12], ['20250626_071702', 2], ['20250626_081702', 3], ['20250629_051800', 2]]"
American Goldfinch,0.9676,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,TBD,no,"[['20250524_062402', 1], ['20250622_071602', 8], ['20250624_081602', 1]]"
American Kestrel,0.3246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250617_061502', 1]]"
American Redstart,0.9965,0.0,0.0,0.0,0.0,0.0,0.0,88.0,571.0,TBD,no,"[['20250516_063202', 2], ['20250521_062702', 3], ['20250522_052600', 5], ['20250522_062602', 1], ['20250522_072602', 7], ['20250522_082602', 6], ['20250523_062502', 9], ['20250523_072502', 26], ['20250523_082502', 24], ['20250524_052400', 1], ['20250524_072402', 7], ['20250524_082402', 17], ['20250525_062302', 10], ['20250525_072302', 29], ['20250525_082302', 72], ['20250526_062202', 15], ['20250526_082202', 4], ['20250529_082002', 1], ['20250530_062002', 22], ['20250531_061902', 1], ['20250602_081802', 393], ['20250611_071502', 1], ['20250612_051500', 1], ['20250619_061502', 1], ['20250623_205100', 1]]"
American Robin,0.9608,0.0,0.0,0.0,0.0,0.0,0.0,109.0,238.0,TBD,no,"[['20250516_053200', 1], ['20250519_052800', 3], ['20250519_062802', 2], ['20250519_072802', 1], ['20250521_052700', 2], ['20250521_062702', 9], ['20250521_072702', 3], ['20250523_052500', 34], ['20250523_062502', 30], ['20250523_072502', 5], ['20250523_082502', 2], ['20250524_062402', 48], ['20250524_072402', 45], ['20250524_082402', 2], ['20250525_082302', 6], ['20250527_072202', 1], ['20250530_052000', 2], ['20250531_051900', 1], ['20250601_204000', 2], ['20250604_204300', 28], ['20250605_071702', 2], ['20250606_204400', 1], ['20250607_081602', 2], ['20250609_061502', 2], ['20250610_071502', 1], ['20250610_081502', 1], ['20250610_204700', 1], ['20250611_051500', 1], ['20250611_061502', 7], ['20250611_071502', 1], ['20250611_081502', 2], ['20250612_071502', 55], ['20250612_081502', 2], ['20250612_204800', 1], ['20250613_051500', 2], ['20250613_081502', 22], ['20250615_081502', 2], ['20250616_081502', 2], ['20250616_205000', 1], ['20250617_205000', 1], ['20250618_061502', 1], ['20250619_081502', 1], ['20250621_061502', 3], ['20250622_061602', 1], ['20250622_081602', 3], ['20250627_071702', 2]]"
American Woodcock,0.7347,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250517_053000', 1]]"
Bald Eagle,0.4812,,,,,,,,,NA,no,NA
