Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.8239,0.0,0.0,1.0,2.0,1.0,2.0,4.0,13.0,TBD,no,"[['20250528_061702', 1], ['20250531_061502', 1], ['20250604_081302', 18], ['20250605_204400', 1], ['20250609_204700', 1], ['20250622_081202', 1]]"
American Bittern,0.7286,,,,,,,,,NA,no,NA
American Crow,0.9848,0.0,0.0,0.0,0.0,5.0,15.0,21.0,143.0,TBD,no,"[['20250515_072902', 1], ['20250515_082902', 6], ['20250516_072802', 16], ['20250516_082802', 72], ['20250517_052700', 2], ['20250517_062702', 3], ['20250518_082602', 11], ['20250519_082502', 20], ['20250521_062302', 1], ['20250522_072202', 2], ['20250523_062102', 7], ['20250523_072102', 1], ['20250524_062002', 1], ['20250525_062002', 5], ['20250525_082002', 2], ['20250526_051900', 1], ['20250526_061902', 2], ['20250527_061802', 3], ['20250527_071802', 2], ['20250529_081702', 2], ['20250531_061502', 17], ['20250602_051400', 2], ['20250607_051200', 1], ['20250608_051200', 2], ['20250617_071102', 1], ['20250619_051100', 1]]"
American Goldfinch,0.9969,0.0,0.0,0.0,0.0,0.0,16.0,38.0,376.0,TBD,no,"[['20250515_062902', 1], ['20250515_072902', 1], ['20250515_082902', 4], ['20250516_062802', 19], ['20250516_072802', 1], ['20250516_082802', 3], ['20250517_052700', 1], ['20250517_062702', 1], ['20250518_072602', 2], ['20250519_072502', 1], ['20250520_082402', 1], ['20250521_062302', 2], ['20250521_072302', 3], ['20250521_082302', 25], ['20250522_082202', 1], ['20250524_052000', 37], ['20250524_062002', 10], ['20250524_072002', 18], ['20250524_082002', 23], ['20250525_052000', 55], ['20250525_062002', 5], ['20250525_072002', 6], ['20250526_051900', 4], ['20250526_061902', 9], ['20250526_071902', 1], ['20250527_051800', 3], ['20250527_061802', 1], ['20250527_081802', 2], ['20250528_061702', 2], ['20250528_071702', 1], ['20250528_081702', 1], ['20250529_081702', 2], ['20250530_051600', 1], ['20250530_061602', 2], ['20250531_061502', 6], ['20250601_051500', 2], ['20250601_204100', 1], ['20250602_061402', 1], ['20250602_081402', 1], ['20250604_061302', 14], ['20250604_081302', 2], ['20250605_061302', 1], ['20250608_051200', 14], ['20250609_061202', 1], ['20250609_081202', 1], ['20250611_071102', 1], ['20250611_081102', 12], ['20250614_071102', 1], ['20250615_081102', 1], ['20250616_071102', 5], ['20250617_061102', 2], ['20250617_081102', 7], ['20250618_061102', 1], ['20250618_071102', 1], ['20250618_081102', 1], ['20250619_061102', 20], ['20250619_071102', 4], ['20250620_061102', 11], ['20250621_051200', 3], ['20250621_061202', 1], ['20250621_071202', 28], ['20250622_051200', 1], ['20250622_071202', 1], ['20250622_081202', 1], ['20250622_205200', 1], ['20250623_081202', 1], ['20250624_061202', 1], ['20250624_071202', 27], ['20250625_081302', 2], ['20250626_081302', 1], ['20250627_051400', 1], ['20250627_081510', 1]]"
American Redstart,0.4794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TBD,no,"[['20250614_061102', 4]]"
American Robin,0.9915,0.0,0.0,0.0,0.0,0.0,0.0,59.0,330.0,TBD,no,"[['20250520_082402', 1], ['20250522_062202', 1], ['20250522_082202', 15], ['20250523_072102', 22], ['20250524_072002', 174], ['20250524_082002', 1], ['20250525_052000', 1], ['20250525_072002', 3], ['20250526_061902', 1], ['20250526_081902', 9], ['20250527_071802', 4], ['20250528_051700', 5], ['20250528_071702', 4], ['20250601_051500', 1], ['20250602_051400', 2], ['20250605_081302', 2], ['20250605_204400', 29], ['20250606_051300', 1], ['20250606_061302', 2], ['20250607_061202', 2], ['20250607_204600', 1], ['20250608_051200', 2], ['20250609_051200', 13], ['20250610_204800', 18], ['20250611_204800', 3], ['20250613_204900', 1], ['20250614_205000', 2], ['20250617_071102', 2], ['20250618_051100', 1], ['20250618_061102', 3], ['20250619_205100', 1], ['20250620_051100', 59], ['20250622_205200', 1], ['20250623_071202', 2]]"
American Woodcock,0.4597,,,,,,,,,NA,no,NA
Bald Eagle,0.9990,2.0,5.0,0.0,5.0,16.0,0.0,0.0,0.0,TBD,no,"[['20250515_062902', 2], ['20250515_072902', 1], ['20250523_052100', 2], ['20250526_051900', 2], ['20250526_061902', 3], ['20250526_071902', 1], ['20250611_061102', 12], ['20250618_051100', 1], ['20250626_051300', 2], ['20250626_071302', 1], ['20250626_081302', 1]]"
Baltimore Oriole,0.9866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,TBD,no,"[['20250515_062902', 1], ['20250515_072902', 26], ['20250515_082902', 1], ['20250516_052800', 5], ['20250516_062802', 4], ['20250516_082802', 1], ['20250517_062702', 2], ['20250517_082702', 1], ['20250518_072602', 1], ['20250519_052500', 1], ['20250519_072502', 1], ['20250521_052300', 2], ['20250521_062302', 3], ['20250521_072302', 10], ['20250521_082302', 20], ['20250522_052200', 1], ['20250522_062202', 1], ['20250523_062102', 3], ['20250523_072102', 3], ['20250524_052000', 1], ['20250524_082002', 1], ['20250526_051900', 2], ['20250526_061902', 2], ['20250526_081902', 1], ['20250527_051800', 10], ['20250527_061802', 2], ['20250527_071802', 2], ['20250527_081802', 1], ['20250528_051700', 7], ['20250528_061702', 8], ['20250528_071702', 5], ['20250528_081702', 6], ['20250529_051700', 66], ['20250529_061702', 9], ['20250529_071702', 2], ['20250529_081702', 3], ['20250530_051600', 14], ['20250530_061602', 1], ['20250530_071602', 4], ['20250530_081602', 6], ['20250531_051500', 10], ['20250531_061502', 5], ['20250601_051500', 1], ['20250601_061502', 19], ['20250601_071502', 2], ['20250601_081502', 5], ['20250602_051400', 3], ['20250602_061402', 5], ['20250603_061402', 38], ['20250603_071402', 2], ['20250603_081402', 13], ['20250604_051300', 29], ['20250604_061302', 15], ['20250604_071302', 19], ['20250604_081302', 6], ['20250605_051300', 21], ['20250605_061302', 61], ['20250605_071302', 24], ['20250605_081302', 2], ['20250606_051300', 2], ['20250606_061302', 19], ['20250606_071302', 10], ['20250606_081302', 5], ['20250607_051200', 17], ['20250607_061202', 32], ['20250607_071202', 10], ['20250607_081202', 1], ['20250608_051200', 11], ['20250608_061202', 2], ['20250608_071202', 1], ['20250608_081202', 6], ['20250609_051200', 5], ['20250609_061202', 1], ['20250609_081202', 1], ['20250610_051100', 18], ['20250610_061102', 3], ['20250610_071102', 3], ['20250611_061102', 6], ['20250611_204800', 1], ['20250612_051100', 11], ['20250612_081102', 2], ['20250613_051100', 2], ['20250614_081102', 1], ['20250616_051100', 1], ['20250616_071102', 1], ['20250617_051100', 14], ['20250617_061102', 1], ['20250617_071102', 1], ['20250617_081102', 1], ['20250618_051100', 3], ['20250619_051100', 2], ['20250619_061102', 1], ['20250622_061202', 1], ['20250625_061302', 3], ['20250626_051300', 3], ['20250627_061402', 1], ['20250627_071402', 1]]"
Bank Swallow,0.9989,4.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,TBD,no,"[['20250516_082802', 3], ['20250519_072502', 2], ['20250522_082202', 1], ['20250524_072002', 6], ['20250524_082002', 8], ['20250604_071302', 2]]"
