Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.4922,,,,,,,,,NA,no,NA
Alder Flycatcher,0.8312,1.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,TBD,no,"[['20250518_062602', 1], ['20250525_072002', 1], ['20250531_051500', 1], ['20250531_071502', 1], ['20250601_081502', 2], ['20250603_051400', 1], ['20250603_061402', 1], ['20250610_081202', 1], ['20250618_061102', 1], ['20250621_081202', 1], ['20250630_071502', 1]]"
American Bittern,0.5543,,,,,,,,,NA,no,NA
American Crow,0.9566,0.0,0.0,0.0,0.0,9.0,11.0,13.0,125.0,TBD,no,"[['20250516_062802', 10], ['20250516_072802', 2], ['20250517_062702', 5], ['20250518_052600', 12], ['20250518_082602', 11], ['20250522_072202', 14], ['20250522_082202', 2], ['20250523_072102', 1], ['20250523_082102', 6], ['20250524_062002', 5], ['20250525_052000', 2], ['20250525_062002', 2], ['20250526_051900', 1], ['20250526_061902', 3], ['20250529_071702', 1], ['20250531_081502', 4], ['20250605_081302', 1], ['20250608_061202', 4], ['20250608_071202', 5], ['20250610_071202', 15], ['20250611_071102', 1], ['20250612_061102', 3], ['20250616_061102', 23], ['20250616_081102', 2], ['20250617_061102', 1], ['20250620_051100', 1], ['20250624_061302', 1], ['20250624_081302', 6], ['20250626_081302', 1], ['20250627_061402', 1], ['20250628_051400', 3], ['20250628_081402', 7], ['20250629_051500', 1], ['20250629_081502', 1]]"
American Goldfinch,0.9681,0.0,0.0,0.0,0.0,0.0,20.0,52.0,276.0,TBD,no,"[['20250515_052900', 3], ['20250515_062902', 8], ['20250515_072902', 2], ['20250515_082902', 1], ['20250517_062702', 1], ['20250518_052600', 9], ['20250518_062602', 10], ['20250518_082602', 5], ['20250519_062502', 1], ['20250522_052200', 43], ['20250522_062202', 16], ['20250522_072202', 1], ['20250522_082202', 8], ['20250523_052100', 2], ['20250523_062102', 2], ['20250523_072102', 3], ['20250524_052000', 2], ['20250524_062002', 3], ['20250524_072002', 1], ['20250525_052000', 9], ['20250525_062002', 3], ['20250526_061902', 1], ['20250526_071902', 1], ['20250527_051800', 6], ['20250527_061802', 7], ['20250527_071802', 2], ['20250527_081802', 2], ['20250528_051700', 7], ['20250529_061702', 3], ['20250529_071702', 1], ['20250530_051600', 2], ['20250530_061602', 1], ['20250531_061502', 4], ['20250531_071502', 6], ['20250531_081502', 5], ['20250601_061502', 2], ['20250601_071502', 5], ['20250601_081502', 4], ['20250602_051400', 5], ['20250602_061402', 5], ['20250602_071402', 11], ['20250602_081402', 1], ['20250602_214202', 1], ['20250603_061402', 1], ['20250603_071402', 1], ['20250604_061302', 1], ['20250604_071302', 2], ['20250605_061302', 7], ['20250605_071302', 1], ['20250605_081302', 1], ['20250605_204400', 1], ['20250606_061302', 1], ['20250607_051200', 1], ['20250607_061202', 5], ['20250608_061202', 3], ['20250608_081202', 1], ['20250610_061202', 4], ['20250610_071202', 1], ['20250611_061102', 2], ['20250611_071102', 3], ['20250611_081102', 6], ['20250612_061102', 1], ['20250612_081102', 1], ['20250616_061102', 12], ['20250616_081102', 1], ['20250617_051100', 1], ['20250617_061102', 3], ['20250618_071102', 9], ['20250618_081102', 1], ['20250618_205100', 1], ['20250619_061102', 4], ['20250619_071102', 2], ['20250619_081102', 3], ['20250620_061102', 1], ['20250620_071102', 1], ['20250621_071202', 1], ['20250622_071202', 1], ['20250623_071202', 1], ['20250623_081202', 4], ['20250624_061302', 4], ['20250624_081302', 1], ['20250625_051300', 1], ['20250625_071302', 1], ['20250627_061402', 8], ['20250627_071402', 2], ['20250628_051400', 1], ['20250628_071402', 5], ['20250628_081402', 6], ['20250629_061502', 2], ['20250629_071502', 2], ['20250629_081502', 5], ['20250630_071502', 1], ['20250630_081502', 4]]"
American Kestrel,0.8572,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,TBD,no,"[['20250604_071302', 1], ['20250616_061102', 1], ['20250621_081202', 1], ['20250623_081202', 1], ['20250630_081502', 1]]"
American Redstart,0.6682,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,TBD,no,"[['20250607_061202', 1], ['20250618_051100', 2], ['20250622_071202', 2]]"
American Robin,0.8954,0.0,0.0,0.0,0.0,0.0,0.0,43.0,62.0,TBD,no,"[['20250518_052600', 2], ['20250531_071502', 1], ['20250601_071502', 1], ['20250601_204100', 6], ['20250603_204300', 2], ['20250606_061302', 1], ['20250606_204500', 3], ['20250607_051200', 1], ['20250607_061202', 3], ['20250607_071202', 1], ['20250607_081202', 3], ['20250611_204800', 2], ['20250619_071102', 1], ['20250620_051100', 4], ['20250622_051200', 1], ['20250622_205200', 1], ['20250623_205200', 2], ['20250624_061302', 5], ['20250624_205200', 2], ['20250628_205200', 3], ['20250629_061502', 1], ['20250629_205200', 23], ['20250630_205200', 36]]"
American Woodcock,0.9907,4.0,3.0,1.0,5.0,3.0,0.0,5.0,8.0,TBD,no,"[['20250525_062002', 1], ['20250601_071502', 1], ['20250601_214102', 1], ['20250603_204300', 15], ['20250604_214402', 3], ['20250605_214402', 1], ['20250617_215102', 5], ['20250618_205100', 1], ['20250618_215102', 1]]"
Baltimore Oriole,0.6766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,TBD,no,"[['20250515_052900', 1], ['20250518_062602', 1], ['20250531_061502', 1], ['20250605_051300', 1], ['20250605_071302', 1], ['20250609_071202', 7], ['20250617_071102', 2], ['20250624_061302', 1], ['20250629_061502', 1]]"
