Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.5157,,,,,,,,,NA,no,NA
Alder Flycatcher,0.9973,9.0,13.0,6.0,10.0,9.0,19.0,24.0,207.0,TBD,no,"[['20250515_082502', 1], ['20250526_071502', 25], ['20250526_081502', 6], ['20250527_061402', 2], ['20250527_071402', 4], ['20250527_081402', 58], ['20250528_061302', 9], ['20250528_071302', 16], ['20250530_061202', 1], ['20250601_071102', 148], ['20250601_081102', 18], ['20250601_202600', 1], ['20250603_061002', 1], ['20250608_203100', 1], ['20250616_060802', 1], ['20250616_070802', 2], ['20250617_060802', 1], ['20250617_080802', 1], ['20250622_070902', 1]]"
American Bittern,0.6106,,,,,,,,,NA,no,NA
American Crow,0.9936,0.0,0.0,0.0,0.0,10.0,33.0,55.0,430.0,TBD,no,"[['20250515_062502', 1], ['20250515_072502', 3], ['20250516_052400', 3], ['20250516_062402', 8], ['20250518_052200', 1], ['20250518_062202', 1], ['20250518_072202', 1], ['20250518_082202', 4], ['20250521_071902', 2], ['20250522_051800', 3], ['20250523_061702', 2], ['20250524_051600', 13], ['20250524_061602', 1], ['20250524_071602', 1], ['20250524_081602', 1], ['20250525_051600', 14], ['20250525_061602', 6], ['20250525_071602', 5], ['20250526_051500', 1], ['20250526_061502', 2], ['20250526_071502', 6], ['20250527_051400', 4], ['20250527_061402', 2], ['20250528_061302', 1], ['20250529_061302', 1], ['20250529_071302', 1], ['20250529_081302', 5], ['20250530_051200', 1], ['20250530_071202', 2], ['20250531_051200', 3], ['20250531_061202', 4], ['20250601_051100', 6], ['20250601_061102', 13], ['20250601_071102', 1], ['20250602_051100', 4], ['20250602_061102', 5], ['20250604_051000', 12], ['20250604_061002', 35], ['20250604_071002', 7], ['20250605_050900', 29], ['20250605_060902', 161], ['20250605_070902', 12], ['20250605_080902', 1], ['20250606_060902', 4], ['20250607_050900', 7], ['20250607_060902', 4], ['20250607_070902', 5], ['20250607_080902', 2], ['20250608_060802', 1], ['20250608_070802', 1], ['20250609_070802', 1], ['20250610_050800', 1], ['20250610_060802', 2], ['20250611_050800', 10], ['20250611_060802', 1], ['20250611_070802', 1], ['20250611_213302', 1], ['20250612_050800', 1], ['20250612_080802', 1], ['20250614_050800', 7], ['20250614_060802', 8], ['20250614_080802', 14], ['20250615_050800', 1], ['20250615_060802', 10], ['20250615_070802', 2], ['20250615_080802', 3], ['20250616_050800', 2], ['20250616_060802', 2], ['20250618_050800', 1], ['20250618_060802', 2], ['20250619_050800', 5], ['20250619_060802', 8], ['20250619_070802', 1], ['20250624_070902', 1], ['20250625_050900', 1], ['20250626_071002', 4], ['20250628_051100', 7], ['20250628_061102', 10], ['20250628_081102', 1], ['20250629_051100', 4], ['20250629_081102', 1], ['20250629_203700', 1]]"
American Goldfinch,0.9987,0.0,0.0,0.0,0.0,0.0,116.0,371.0,2227.0,TBD,no,"[['20250515_052500', 32], ['20250515_062502', 55], ['20250515_072502', 70], ['20250515_082502', 28], ['20250516_052400', 9], ['20250516_062402', 41], ['20250516_072402', 1], ['20250516_082402', 3], ['20250517_052300', 7], ['20250517_062302', 6], ['20250517_072302', 3], ['20250517_082302', 4], ['20250518_052200', 40], ['20250518_062202', 9], ['20250518_072202', 15], ['20250518_082202', 59], ['20250519_052100', 36], ['20250519_062102', 73], ['20250519_072102', 11], ['20250519_082102', 1], ['20250520_062002', 1], ['20250520_072002', 3], ['20250521_051900', 14], ['20250521_061902', 56], ['20250521_071902', 130], ['20250521_081902', 108], ['20250522_051800', 38], ['20250522_061802', 180], ['20250522_071802', 155], ['20250522_081802', 206], ['20250523_051700', 38], ['20250523_061702', 85], ['20250523_071702', 56], ['20250523_081702', 79], ['20250524_051600', 10], ['20250524_071602', 8], ['20250524_081602', 6], ['20250525_051600', 2], ['20250525_061602', 5], ['20250525_071602', 6], ['20250525_081602', 45], ['20250526_051500', 18], ['20250526_061502', 5], ['20250526_071502', 17], ['20250526_081502', 6], ['20250527_051400', 6], ['20250527_061402', 15], ['20250527_071402', 25], ['20250527_081402', 31], ['20250528_051300', 5], ['20250528_061302', 37], ['20250528_071302', 32], ['20250528_081302', 36], ['20250529_051300', 19], ['20250529_061302', 11], ['20250529_071302', 9], ['20250529_081302', 28], ['20250530_051200', 8], ['20250530_061202', 2], ['20250530_081202', 5], ['20250531_051200', 4], ['20250531_071202', 6], ['20250531_081202', 2], ['20250601_051100', 2], ['20250601_071102', 4], ['20250601_081102', 1], ['20250602_051100', 4], ['20250602_061102', 6], ['20250602_081102', 6], ['20250603_051000', 3], ['20250603_071002', 5], ['20250603_081002', 1], ['20250604_051000', 1], ['20250604_061002', 2], ['20250604_071002', 2], ['20250604_081002', 5], ['20250605_050900', 2], ['20250605_060902', 10], ['20250605_070902', 3], ['20250605_080902', 3], ['20250606_050900', 2], ['20250606_060902', 1], ['20250606_070902', 1], ['20250606_080902', 13], ['20250607_050900', 4], ['20250607_060902', 10], ['20250607_070902', 5], ['20250607_080902', 3], ['20250608_050800', 9], ['20250608_060802', 7], ['20250608_070802', 8], ['20250608_080802', 19], ['20250609_050800', 5], ['20250609_060802', 1], ['20250609_070802', 74], ['20250609_080802', 14], ['20250610_070802', 2], ['20250610_080802', 2], ['20250611_060802', 9], ['20250611_070802', 2], ['20250611_080802', 5], ['20250612_050800', 3], ['20250612_060802', 2], ['20250612_070802', 18], ['20250612_080802', 5], ['20250613_050800', 6], ['20250613_060802', 2], ['20250614_050800', 1], ['20250614_060802', 12], ['20250614_070802', 2], ['20250614_080802', 17], ['20250615_050800', 4], ['20250615_060802', 5], ['20250615_070802', 7], ['20250615_080802', 3], ['20250616_050800', 1], ['20250616_060802', 1], ['20250616_070802', 3], ['20250616_080802', 11], ['20250616_203500', 1], ['20250617_060802', 1], ['20250617_080802', 3], ['20250618_050800', 5], ['20250618_070802', 14], ['20250618_080802', 6], ['20250619_070802', 11], ['20250619_080802', 8], ['20250620_060802', 1], ['20250620_070802', 5], ['20250620_080802', 9], ['20250620_203700', 3], ['20250621_050800', 1], ['20250621_060802', 4], ['20250621_070802', 1], ['20250621_080802', 2], ['20250621_203700', 1], ['20250622_060902', 4], ['20250622_070902', 1], ['20250622_080902', 1], ['20250623_050900', 1], ['20250623_060902', 1], ['20250623_070902', 2], ['20250623_080902', 3], ['20250623_203700', 1], ['20250624_050900', 1], ['20250624_060902', 3], ['20250624_070902', 9], ['20250624_080902', 6], ['20250625_050900', 6], ['20250625_060902', 15], ['20250625_070902', 20], ['20250625_080902', 6], ['20250625_203700', 1], ['20250626_051000', 6], ['20250626_061002', 1], ['20250626_071002', 2], ['20250626_081002', 22], ['20250627_061002', 3], ['20250627_081002', 2], ['20250627_203700', 1], ['20250628_051100', 8], ['20250628_061102', 6], ['20250628_071102', 18], ['20250628_081102', 27], ['20250629_051100', 3], ['20250629_061102', 7], ['20250629_071102', 5], ['20250629_081102', 4], ['20250629_203700', 6], ['20250630_051200', 1], ['20250630_071202', 14], ['20250630_081226', 1]]"
American Redstart,0.8819,0.0,0.0,0.0,0.0,0.0,0.0,27.0,63.0,TBD,no,"[['20250516_052400', 1], ['20250518_062202', 1], ['20250518_072202', 1], ['20250518_082202', 2], ['20250519_072102', 2], ['20250519_082102', 1], ['20250521_061902', 2], ['20250521_081902', 1], ['20250524_051600', 2], ['20250525_051600', 1], ['20250526_081502', 2], ['20250528_071302', 1], ['20250531_071202', 2], ['20250603_071002', 1], ['20250604_061002', 2], ['20250604_071002', 1], ['20250606_060902', 1], ['20250606_070902', 1], ['20250607_060902', 2], ['20250608_070802', 1], ['20250614_050800', 1], ['20250614_060802', 2], ['20250614_070802', 3], ['20250615_060802', 3], ['20250616_070802', 1], ['20250618_050800', 1], ['20250629_051100', 17], ['20250629_061102', 23], ['20250629_071102', 2], ['20250629_081102', 6], ['20250630_071202', 1], ['20250630_081226', 2]]"
American Robin,0.8497,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.0,TBD,no,"[['20250516_062402', 5], ['20250516_072402', 1], ['20250601_202600', 2], ['20250604_202900', 2], ['20250605_203000', 1], ['20250606_203000', 1], ['20250607_203100', 1], ['20250608_070802', 1], ['20250610_203300', 4], ['20250611_050800', 2], ['20250612_070802', 1], ['20250614_050800', 2], ['20250614_070802', 22], ['20250614_080802', 1], ['20250615_070802', 1], ['20250615_080802', 4], ['20250616_080802', 1], ['20250616_203500', 1], ['20250617_203600', 2], ['20250619_060802', 1], ['20250619_203600', 1], ['20250620_060802', 1], ['20250620_203700', 1], ['20250629_203700', 2], ['20250629_213702', 5]]"
American Woodcock,0.5198,,,,,,,,,NA,no,NA
Bald Eagle,0.2568,,,,,,,,,NA,no,NA
Baltimore Oriole,0.9930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287.0,TBD,no,"[['20250515_052500', 2], ['20250515_062502', 18], ['20250515_072502', 9], ['20250516_052400', 1], ['20250516_062402', 2], ['20250517_062302', 3], ['20250518_062202', 2], ['20250519_052100', 8], ['20250519_062102', 1], ['20250519_082102', 1], ['20250521_051900', 3], ['20250521_071902', 1], ['20250522_061802', 1], ['20250522_071802', 2], ['20250523_051700', 5], ['20250523_071702', 2], ['20250524_051600', 26], ['20250524_061602', 134], ['20250524_071602', 42], ['20250524_081602', 41], ['20250525_051600', 8], ['20250525_061602', 11], ['20250525_071602', 11], ['20250525_081602', 11], ['20250526_051500', 7], ['20250526_061502', 35], ['20250526_071502', 9], ['20250526_081502', 2], ['20250527_051400', 9], ['20250527_061402', 13], ['20250527_071402', 11], ['20250527_081402', 1], ['20250528_051300', 5], ['20250528_061302', 17], ['20250528_071302', 44], ['20250528_081302', 12], ['20250529_051300', 11], ['20250529_061302', 8], ['20250529_071302', 17], ['20250529_081302', 28], ['20250530_061202', 40], ['20250530_071202', 2], ['20250530_081202', 7], ['20250531_051200', 43], ['20250531_061202', 27], ['20250531_071202', 14], ['20250531_081202', 14], ['20250601_051100', 18], ['20250601_061102', 25], ['20250601_071102', 52], ['20250601_081102', 6], ['20250602_051100', 4], ['20250602_061102', 4], ['20250602_071102', 11], ['20250602_081102', 1], ['20250603_051000', 28], ['20250603_061002', 2], ['20250603_071002', 9], ['20250603_081002', 7], ['20250604_051000', 14], ['20250604_061002', 5], ['20250604_071002', 60], ['20250605_050900', 2], ['20250605_060902', 31], ['20250605_070902', 4], ['20250606_050900', 18], ['20250606_060902', 7], ['20250606_070902', 5], ['20250606_080902', 14], ['20250607_050900', 2], ['20250607_060902', 6], ['20250607_070902', 13], ['20250608_050800', 2], ['20250608_080802', 3], ['20250609_060802', 1], ['20250610_060802', 1], ['20250610_080802', 1], ['20250611_050800', 4], ['20250611_060802', 28], ['20250611_080802', 1], ['20250612_050800', 11], ['20250612_060802', 12], ['20250612_070802', 1], ['20250612_080802', 3], ['20250614_050800', 17], ['20250614_060802', 17], ['20250614_070802', 3], ['20250614_080802', 7], ['20250615_050800', 6], ['20250615_060802', 11], ['20250615_070802', 9], ['20250615_080802', 7], ['20250616_050800', 8], ['20250616_060802', 25], ['20250616_070802', 4], ['20250616_080802', 2], ['20250617_060802', 1], ['20250617_070802', 4], ['20250617_203600', 3], ['20250618_050800', 1], ['20250618_060802', 3], ['20250618_070802', 1], ['20250618_080802', 5], ['20250618_203600', 1], ['20250619_050800', 1], ['20250619_070802', 1], ['20250620_080802', 5], ['20250621_203700', 1], ['20250625_050900', 3], ['20250625_070902', 1], ['20250628_051100', 1], ['20250628_061102', 1], ['20250629_081102', 1]]"
