Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.7120,,,,,,,,,NA,no,NA
Alder Flycatcher,0.7819,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,TBD,no,"[['20250518_082602', 1], ['20250522_082202', 4], ['20250605_061302', 3], ['20250625_051300', 1]]"
American Bittern,0.3192,,,,,,,,,NA,no,NA
American Crow,0.9934,0.0,0.0,0.0,0.0,20.0,41.0,62.0,688.0,TBD,no,"[['20250515_052900', 106], ['20250515_062902', 21], ['20250515_082902', 6], ['20250516_052800', 14], ['20250518_052600', 2], ['20250518_062602', 1], ['20250519_062502', 7], ['20250521_062302', 13], ['20250521_082302', 1], ['20250522_082202', 12], ['20250523_072102', 44], ['20250523_082102', 12], ['20250524_052000', 10], ['20250524_062002', 43], ['20250524_072002', 11], ['20250524_082002', 2], ['20250525_052000', 5], ['20250525_062002', 4], ['20250525_072002', 24], ['20250526_051900', 8], ['20250526_061902', 35], ['20250526_071902', 48], ['20250526_081902', 9], ['20250528_071702', 20], ['20250529_051700', 1], ['20250529_071702', 1], ['20250529_081702', 40], ['20250530_071602', 2], ['20250530_081602', 2], ['20250531_051500', 18], ['20250531_061502', 12], ['20250531_071502', 1], ['20250601_061502', 4], ['20250601_081502', 4], ['20250602_051400', 12], ['20250602_061402', 1], ['20250602_071402', 3], ['20250602_081402', 5], ['20250603_061402', 6], ['20250603_071402', 2], ['20250604_061302', 8], ['20250604_071302', 5], ['20250604_081302', 2], ['20250605_071302', 1], ['20250606_204500', 1], ['20250607_061202', 7], ['20250608_051200', 2], ['20250608_061202', 6], ['20250608_071202', 1], ['20250608_081202', 4], ['20250609_071202', 1], ['20250610_081202', 1], ['20250611_061102', 8], ['20250611_081102', 1], ['20250612_081102', 2], ['20250614_071102', 2], ['20250614_081102', 12], ['20250615_061102', 1], ['20250615_071102', 1], ['20250615_081102', 4], ['20250616_061102', 15], ['20250616_071102', 5], ['20250616_081102', 13], ['20250617_081102', 4], ['20250618_051100', 2], ['20250618_061102', 1], ['20250618_071102', 32], ['20250618_081102', 10], ['20250619_205100', 2], ['20250621_081202', 2], ['20250623_061202', 13], ['20250624_061302', 2], ['20250624_071302', 3], ['20250624_081302', 1], ['20250624_205200', 1], ['20250625_071302', 45], ['20250626_081302', 9], ['20250627_205200', 2], ['20250629_061502', 1], ['20250629_205200', 5], ['20250630_071502', 1]]"
American Goldfinch,0.9240,0.0,0.0,0.0,0.0,0.0,4.0,11.0,51.0,TBD,no,"[['20250515_082902', 1], ['20250516_072802', 6], ['20250516_082802', 5], ['20250517_062702', 3], ['20250518_052600', 1], ['20250521_082302', 1], ['20250522_062202', 1], ['20250523_052100', 1], ['20250523_082102', 1], ['20250526_051900', 1], ['20250526_071902', 2], ['20250526_081902', 16], ['20250527_081802', 1], ['20250529_071702', 1], ['20250530_051600', 1], ['20250530_061602', 1], ['20250531_051500', 1], ['20250531_081502', 2], ['20250602_061402', 1], ['20250604_071302', 3], ['20250605_071302', 1], ['20250605_081302', 1], ['20250612_081102', 1], ['20250615_051100', 1], ['20250619_081102', 1], ['20250622_081202', 1], ['20250624_061302', 1], ['20250624_071302', 2], ['20250627_081402', 1], ['20250629_071502', 2], ['20250629_081502', 2], ['20250630_081502', 2]]"
American Kestrel,0.9992,0.0,4.0,4.0,4.0,1.0,8.0,10.0,102.0,TBD,no,"[['20250515_052900', 3], ['20250517_062702', 5], ['20250518_082602', 5], ['20250519_082502', 3], ['20250521_072302', 2], ['20250523_082102', 7], ['20250525_062002', 2], ['20250526_051900', 4], ['20250526_071902', 3], ['20250527_071802', 1], ['20250530_061602', 1], ['20250530_081602', 2], ['20250531_061502', 1], ['20250531_081502', 1], ['20250601_081502', 3], ['20250602_051400', 8], ['20250602_071402', 5], ['20250602_081402', 6], ['20250603_061402', 7], ['20250603_081402', 6], ['20250609_051200', 5], ['20250609_061202', 4], ['20250610_071202', 2], ['20250611_061102', 1], ['20250611_081102', 4], ['20250613_051100', 4], ['20250614_051100', 1], ['20250614_061102', 24], ['20250614_071102', 3], ['20250614_081102', 1], ['20250619_071102', 2], ['20250623_081202', 1], ['20250627_071402', 1], ['20250630_081502', 5]]"
American Redstart,0.9919,0.0,0.0,0.0,0.0,0.0,0.0,75.0,361.0,TBD,no,"[['20250516_052800', 2], ['20250516_062802', 43], ['20250516_072802', 7], ['20250518_052600', 1], ['20250518_062602', 3], ['20250518_072602', 24], ['20250518_082602', 21], ['20250519_062502', 1], ['20250519_072502', 62], ['20250519_082502', 6], ['20250521_072302', 20], ['20250521_082302', 28], ['20250522_062202', 36], ['20250522_072202', 82], ['20250522_082202', 12], ['20250523_072102', 2], ['20250524_062002', 1], ['20250524_072002', 9], ['20250524_082002', 1], ['20250529_081702', 1], ['20250530_081602', 18], ['20250606_061302', 3], ['20250621_061202', 19], ['20250622_061202', 21], ['20250622_071202', 13]]"
American Robin,0.9811,0.0,0.0,0.0,0.0,0.0,0.0,341.0,729.0,TBD,no,"[['20250515_052900', 5], ['20250515_062902', 7], ['20250515_072902', 4], ['20250515_082902', 9], ['20250516_052800', 6], ['20250516_062802', 1], ['20250516_072802', 1], ['20250519_052500', 1], ['20250523_052100', 2], ['20250523_072102', 1], ['20250523_082102', 2], ['20250524_052000', 8], ['20250524_062002', 8], ['20250524_072002', 1], ['20250524_082002', 7], ['20250525_052000', 7], ['20250525_072002', 1], ['20250525_082002', 6], ['20250526_051900', 5], ['20250526_061902', 1], ['20250526_071902', 2], ['20250526_081902', 5], ['20250527_081802', 14], ['20250528_071702', 1], ['20250529_051700', 6], ['20250529_061702', 9], ['20250529_071702', 4], ['20250529_081702', 14], ['20250530_051600', 3], ['20250530_081602', 5], ['20250531_051500', 11], ['20250531_061502', 9], ['20250531_071502', 2], ['20250531_081502', 8], ['20250601_051500', 4], ['20250601_081502', 4], ['20250601_204100', 2], ['20250602_051400', 3], ['20250602_061402', 8], ['20250602_071402', 9], ['20250602_081402', 13], ['20250603_051400', 3], ['20250603_061402', 16], ['20250603_071402', 29], ['20250603_081402', 21], ['20250604_051300', 8], ['20250604_061302', 6], ['20250604_071302', 3], ['20250604_081302', 20], ['20250604_204400', 12], ['20250605_051300', 3], ['20250605_061302', 3], ['20250605_071302', 8], ['20250605_081302', 39], ['20250605_204400', 3], ['20250606_204500', 1], ['20250607_051200', 1], ['20250607_061202', 4], ['20250607_071202', 1], ['20250607_204600', 7], ['20250608_051200', 37], ['20250608_061202', 48], ['20250608_071202', 8], ['20250608_204600', 3], ['20250609_061202', 8], ['20250609_081202', 1], ['20250610_071202', 5], ['20250610_081202', 1], ['20250611_051100', 16], ['20250611_061102', 7], ['20250611_071102', 3], ['20250611_081102', 6], ['20250612_081102', 14], ['20250613_051100', 2], ['20250613_061102', 15], ['20250613_071102', 6], ['20250613_081102', 16], ['20250613_204900', 4], ['20250614_051100', 2], ['20250614_061102', 8], ['20250614_071102', 3], ['20250614_081102', 31], ['20250614_205000', 4], ['20250615_071102', 7], ['20250615_081102', 33], ['20250615_205000', 9], ['20250616_051100', 18], ['20250616_061102', 14], ['20250616_071102', 21], ['20250616_081102', 9], ['20250617_051100', 7], ['20250617_061102', 3], ['20250617_081102', 1], ['20250618_051100', 1], ['20250618_061102', 6], ['20250618_071102', 9], ['20250618_081102', 2], ['20250619_051100', 2], ['20250619_061102', 1], ['20250619_071102', 3], ['20250619_081102', 2], ['20250619_205100', 2], ['20250620_205200', 6], ['20250621_061202', 1], ['20250621_081202', 8], ['20250621_205200', 3], ['20250622_051200', 1], ['20250622_061202', 11], ['20250622_071202', 1], ['20250622_081202', 12], ['20250622_205200', 3], ['20250623_061202', 3], ['20250623_071202', 3], ['20250623_081202', 1], ['20250623_205200', 3], ['20250624_061302', 8], ['20250624_071302', 23], ['20250624_081302', 1], ['20250624_205200', 6], ['20250624_215202', 1], ['20250625_051300', 12], ['20250625_061302', 29], ['20250625_071302', 28], ['20250625_081302', 49], ['20250626_071302', 6], ['20250626_081302', 13], ['20250627_061402', 3], ['20250627_205200', 1], ['20250629_051500', 15], ['20250629_061502', 6], ['20250629_071502', 2], ['20250629_081502', 1], ['20250630_081502', 4], ['20250630_205200', 1]]"
American Woodcock,0.5910,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250530_051600', 1]]"
Bald Eagle,0.5147,,,,,,,,,NA,no,NA
