Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.9608,10.0,2.0,17.0,16.0,19.0,12.0,27.0,77.0,TBD,no,"[['20250602_051800', 8], ['20250602_061802', 3], ['20250603_051800', 16], ['20250603_061802', 5], ['20250603_071802', 18], ['20250603_081802', 10], ['20250604_051700', 10], ['20250604_061702', 2], ['20250604_071702', 3], ['20250604_081702', 53], ['20250605_051700', 4], ['20250605_061702', 1], ['20250605_071702', 12], ['20250605_081702', 10], ['20250606_051700', 1], ['20250606_061702', 1], ['20250611_051500', 2], ['20250611_061502', 2], ['20250611_071502', 9], ['20250611_081502', 4], ['20250615_051500', 1], ['20250617_051500', 1], ['20250617_061502', 1], ['20250617_081502', 1], ['20250620_061602', 1], ['20250629_081902', 1]]"
American Bittern,0.6993,,,,,,,,,NA,no,NA
American Crow,0.9936,0.0,0.0,0.0,0.0,6.0,30.0,23.0,272.0,TBD,no,"[['20250515_063302', 1], ['20250518_073002', 4], ['20250521_062702', 1], ['20250521_072702', 4], ['20250522_052600', 1], ['20250522_082602', 4], ['20250523_052500', 1], ['20250524_082502', 3], ['20250525_062402', 1], ['20250525_072402', 6], ['20250525_082402', 2], ['20250526_052300', 2], ['20250526_062302', 2], ['20250526_072302', 2], ['20250527_052200', 4], ['20250527_062202', 4], ['20250527_072202', 7], ['20250527_082202', 2], ['20250528_062102', 3], ['20250528_072102', 33], ['20250529_072102', 1], ['20250530_052000', 2], ['20250530_062002', 2], ['20250530_072002', 1], ['20250531_051900', 2], ['20250531_061902', 1], ['20250531_071902', 4], ['20250531_081902', 2], ['20250601_051900', 1], ['20250601_061902', 2], ['20250601_071902', 4], ['20250602_051800', 1], ['20250602_071802', 1], ['20250602_081802', 1], ['20250603_051800', 8], ['20250603_061802', 1], ['20250604_071702', 2], ['20250604_081702', 11], ['20250604_204700', 3], ['20250605_051700', 11], ['20250605_061702', 1], ['20250605_071702', 4], ['20250606_051700', 3], ['20250606_061702', 34], ['20250606_071702', 18], ['20250606_081702', 4], ['20250607_051600', 3], ['20250607_071602', 1], ['20250607_081602', 6], ['20250608_051600', 1], ['20250608_061602', 14], ['20250608_081602', 6], ['20250610_051600', 2], ['20250615_051500', 4], ['20250615_071502', 2], ['20250616_061502', 1], ['20250616_081502', 31], ['20250617_081502', 5], ['20250618_051500', 2], ['20250618_061502', 3], ['20250619_051500', 2], ['20250620_051600', 2], ['20250620_061602', 4], ['20250621_051600', 1], ['20250622_051600', 2], ['20250624_051700', 4], ['20250625_051700', 10], ['20250626_051700', 5], ['20250626_061702', 2], ['20250627_071802', 1], ['20250628_051800', 1], ['20250628_071802', 2], ['20250629_051900', 1], ['20250630_051900', 1]]"
American Goldfinch,0.9954,0.0,0.0,0.0,0.0,0.0,10.0,26.0,258.0,TBD,no,"[['20250518_083002', 2], ['20250521_052700', 1], ['20250521_072702', 1], ['20250522_072602', 2], ['20250522_082602', 2], ['20250523_062502', 17], ['20250523_082502', 1], ['20250524_072502', 1], ['20250524_082502', 16], ['20250525_052400', 5], ['20250525_072402', 9], ['20250525_082402', 7], ['20250526_082302', 8], ['20250527_082202', 1], ['20250528_052100', 1], ['20250529_062102', 1], ['20250531_061902', 72], ['20250531_081902', 1], ['20250601_081902', 1], ['20250603_081802', 1], ['20250604_051700', 1], ['20250604_081702', 2], ['20250605_051700', 8], ['20250605_071702', 13], ['20250605_081702', 8], ['20250606_081702', 1], ['20250607_061602', 1], ['20250610_061602', 11], ['20250610_071602', 1], ['20250611_071502', 3], ['20250612_061502', 1], ['20250612_071502', 1], ['20250616_061502', 1], ['20250618_081502', 1], ['20250619_071502', 2], ['20250620_061602', 20], ['20250620_071602', 54], ['20250621_061602', 2], ['20250623_061602', 1], ['20250623_071602', 1], ['20250627_061802', 1], ['20250628_061802', 1], ['20250628_071802', 1], ['20250629_061902', 2], ['20250629_071902', 2], ['20250629_081902', 1], ['20250630_071902', 3]]"
American Kestrel,0.2650,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250526_062302', 1]]"
American Robin,0.8157,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,TBD,no,"[['20250601_204500', 1], ['20250606_204900', 1], ['20250618_205500', 1], ['20250619_205500', 1], ['20250623_205600', 3], ['20250629_205600', 1]]"
American Woodcock,0.9939,26.0,27.0,20.0,22.0,42.0,40.0,100.0,117.0,TBD,no,"[['20250515_083302', 2], ['20250517_053100', 1], ['20250517_073102', 1], ['20250518_083002', 1], ['20250601_204500', 15], ['20250601_214502', 5], ['20250602_204600', 12], ['20250603_204700', 45], ['20250603_214702', 76], ['20250604_204700', 28], ['20250604_214702', 44], ['20250605_204800', 43], ['20250605_214802', 3], ['20250606_204900', 39], ['20250606_214902', 33], ['20250619_051500', 1], ['20250619_061502', 1], ['20250619_071502', 3], ['20250620_051600', 1], ['20250620_061602', 1], ['20250620_071602', 3], ['20250621_051600', 3], ['20250621_071602', 1], ['20250621_081602', 2], ['20250622_061602', 4], ['20250622_071602', 2], ['20250622_081602', 1], ['20250623_051600', 4], ['20250623_061602', 1], ['20250623_081602', 2], ['20250624_081702', 1], ['20250625_071702', 2], ['20250626_051700', 1], ['20250626_061702', 3], ['20250626_071702', 1], ['20250626_205600', 1], ['20250627_071802', 1], ['20250628_051800', 2], ['20250628_071802', 1], ['20250629_071902', 1], ['20250630_081902', 2]]"
Bank Swallow,0.3481,,,,,,,,,NA,no,NA
Barn Swallow,0.8524,0.0,0.0,0.0,17.0,52.0,51.0,63.0,45.0,TBD,no,"[['20250515_053300', 1], ['20250515_063302', 9], ['20250515_073302', 5], ['20250515_083302', 8], ['20250517_063102', 1], ['20250517_073102', 1], ['20250518_053000', 1], ['20250518_063002', 1], ['20250518_073002', 4], ['20250518_083002', 5], ['20250519_052900', 3], ['20250519_062902', 6], ['20250519_072902', 1], ['20250520_062802', 4], ['20250520_072802', 1], ['20250520_082802', 1], ['20250521_052700', 2], ['20250521_062702', 4], ['20250521_072702', 7], ['20250521_082702', 5], ['20250522_062602', 5], ['20250522_072602', 4], ['20250522_082602', 3], ['20250523_052500', 2], ['20250523_062502', 3], ['20250523_072502', 2], ['20250523_082502', 3], ['20250524_052500', 1], ['20250524_082502', 1], ['20250525_052400', 1], ['20250525_062402', 1], ['20250525_072402', 1], ['20250526_052300', 1], ['20250526_082302', 1], ['20250527_052200', 1], ['20250527_062202', 1], ['20250528_062102', 1], ['20250528_072102', 1], ['20250528_082102', 3], ['20250529_062102', 1], ['20250529_072102', 1], ['20250529_082102', 4], ['20250530_052000', 5], ['20250530_062002', 4], ['20250530_082002', 2], ['20250531_051900', 6], ['20250531_061902', 1], ['20250531_071902', 2], ['20250601_051900', 2], ['20250601_061902', 5], ['20250601_071902', 3], ['20250602_051800', 3], ['20250602_061802', 4], ['20250602_071802', 2], ['20250603_061802', 3], ['20250603_071802', 2], ['20250603_081802', 2], ['20250604_051700', 1], ['20250604_061702', 1], ['20250604_081702', 1], ['20250605_061702', 2], ['20250605_081702', 1], ['20250606_051700', 3], ['20250606_081702', 2], ['20250607_051600', 2], ['20250607_071602', 3], ['20250608_051600', 3], ['20250608_061602', 1], ['20250608_081602', 1], ['20250609_061602', 1], ['20250609_071602', 1], ['20250609_081602', 1], ['20250610_051600', 2], ['20250610_061602', 1], ['20250611_051500', 1], ['20250611_061502', 2], ['20250611_071502', 2], ['20250612_051500', 3], ['20250612_061502', 1], ['20250612_071502', 1], ['20250613_061502', 2], ['20250613_071502', 2], ['20250613_081502', 1], ['20250614_051500', 1], ['20250614_061502', 1], ['20250614_071502', 1], ['20250615_051500', 3], ['20250615_061502', 2], ['20250615_071502', 8], ['20250615_081502', 1], ['20250616_051500', 2], ['20250616_081502', 1], ['20250617_071502', 1], ['20250618_061502', 1], ['20250619_051500', 3], ['20250619_061502', 1], ['20250619_081502', 1], ['20250625_051700', 1]]"
Barred Owl,0.9838,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250623_215602', 1], ['20250624_215602', 1]]"
Bell's Vireo,0.9747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TBD,no,"[['20250528_062102', 1]]"
Black-and-white Warbler,0.5609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250616_051500', 1]]"
Black-billed Cuckoo,0.9931,0.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,TBD,no,"[['20250601_071902', 1], ['20250603_204700', 1], ['20250605_081702', 1], ['20250617_051500', 1], ['20250617_081502', 1], ['20250627_051800', 1], ['20250627_081802', 1], ['20250629_205600', 1], ['20250630_051900', 3]]"
Black-crowned Night-Heron,0.5719,,,,,,,,,NA,no,NA
Black-necked Stilt,0.3854,,,,,,,,,3,yes,"[['20250518_073002', 3]]"
Black-throated Blue Warbler,0.3405,,,,,,,,,NA,no,NA
Black-throated Green Warbler,0.4474,,,,,,,,,NA,no,NA
