Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.2967,,,,,,,,,NA,no,NA
Alder Flycatcher,0.4470,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250621_072302', 1]]"
American Bittern,0.9995,49.0,68.0,73.0,95.0,122.0,212.0,647.0,138.0,TBD,no,"[['20250518_053700', 2], ['20250521_053400', 2], ['20250522_053300', 27], ['20250522_063302', 30], ['20250522_073302', 2], ['20250523_053200', 11], ['20250524_053100', 2], ['20250524_073102', 1], ['20250525_053000', 2], ['20250525_063002', 2], ['20250525_083002', 15], ['20250526_053000', 28], ['20250526_063002', 4], ['20250526_073002', 2], ['20250527_052900', 1], ['20250528_052800', 4], ['20250529_062802', 1], ['20250531_062602', 3], ['20250601_052600', 27], ['20250601_072602', 3], ['20250601_082602', 3], ['20250602_052500', 18], ['20250603_205300', 5], ['20250604_052400', 21], ['20250604_062402', 23], ['20250604_072402', 10], ['20250604_205400', 59], ['20250605_052400', 22], ['20250606_052300', 70], ['20250606_062302', 57], ['20250606_072302', 1], ['20250606_082302', 10], ['20250606_205500', 115], ['20250606_215502', 32], ['20250607_052300', 45], ['20250607_062302', 21], ['20250607_072302', 23], ['20250607_082302', 11], ['20250608_052300', 36], ['20250608_062302', 20], ['20250608_072302', 4], ['20250609_205700', 18], ['20250609_215702', 2], ['20250610_052200', 84], ['20250610_062202', 52], ['20250610_072202', 22], ['20250610_205800', 1], ['20250611_052200', 106], ['20250611_062202', 49], ['20250611_072202', 1], ['20250611_082202', 6], ['20250611_205800', 40], ['20250612_052200', 24], ['20250612_062202', 20], ['20250613_205900', 1], ['20250614_052200', 14], ['20250614_062202', 9], ['20250614_072202', 3], ['20250614_210000', 6], ['20250614_220002', 1], ['20250615_052200', 37], ['20250615_210000', 10], ['20250615_220002', 4], ['20250616_052200', 5], ['20250616_062202', 4], ['20250616_072202', 1], ['20250616_210100', 47], ['20250616_220102', 1], ['20250617_062202', 11], ['20250617_072202', 5], ['20250617_082202', 1], ['20250617_210100', 8], ['20250618_072202', 33], ['20250621_052300', 3]]"
American Goldfinch,0.9968,0.0,0.0,0.0,0.0,0.0,6.0,16.0,159.0,TBD,no,"[['20250522_073302', 12], ['20250523_063202', 6], ['20250523_073202', 2], ['20250523_083202', 4], ['20250526_063002', 22], ['20250526_073002', 24], ['20250527_082902', 1], ['20250528_062802', 1], ['20250529_062802', 1], ['20250529_072802', 2], ['20250529_082802', 4], ['20250601_052600', 2], ['20250601_082602', 1], ['20250604_052400', 45], ['20250604_072402', 1], ['20250604_082402', 1], ['20250605_082402', 1], ['20250607_082302', 1], ['20250608_052300', 2], ['20250611_072202', 2], ['20250612_082202', 1], ['20250615_072202', 35], ['20250621_062302', 1], ['20250628_062502', 9]]"
American Kestrel,0.7244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,TBD,no,"[['20250527_082902', 1], ['20250603_215302', 1]]"
American Robin,0.9035,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,TBD,no,"[['20250519_063602', 2], ['20250607_062302', 9], ['20250623_082302', 1]]"
American Woodcock,0.8556,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,TBD,no,"[['20250516_073902', 2]]"
Baltimore Oriole,0.7950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TBD,no,"[['20250610_062202', 1]]"
Bank Swallow,0.9786,3.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,TBD,no,"[['20250525_083002', 1], ['20250527_082902', 2], ['20250604_062402', 2], ['20250606_062302', 1], ['20250615_082202', 2], ['20250623_062302', 1], ['20250629_082602', 1]]"
Barn Swallow,0.9771,0.0,0.0,0.0,4.0,16.0,21.0,28.0,56.0,TBD,no,"[['20250516_073902', 1], ['20250516_083902', 3], ['20250518_063702', 2], ['20250522_073302', 1], ['20250523_063202', 1], ['20250523_073202', 2], ['20250523_083202', 2], ['20250524_073102', 3], ['20250526_053000', 1], ['20250526_063002', 3], ['20250527_052900', 1], ['20250527_062902', 3], ['20250528_062802', 3], ['20250528_072802', 1], ['20250529_072802', 3], ['20250530_052700', 1], ['20250530_072702', 9], ['20250531_052600', 4], ['20250531_062602', 2], ['20250601_062602', 2], ['20250601_082602', 1], ['20250602_072502', 3], ['20250602_082502', 1], ['20250603_052500', 1], ['20250604_205400', 2], ['20250605_052400', 2], ['20250605_062402', 3], ['20250605_072402', 1], ['20250605_205400', 1], ['20250606_072302', 1], ['20250607_052300', 1], ['20250607_062302', 1], ['20250608_072302', 5], ['20250609_052300', 1], ['20250609_072302', 1], ['20250609_205700', 2], ['20250610_072202', 7], ['20250610_082202', 2], ['20250611_052200', 1], ['20250611_072202', 2], ['20250611_082202', 1], ['20250612_082202', 1], ['20250614_210000', 1], ['20250615_072202', 2], ['20250615_210000', 5], ['20250616_082202', 3], ['20250617_052200', 1], ['20250617_062202', 2], ['20250617_072202', 2], ['20250618_210100', 1], ['20250619_062202', 1], ['20250622_062302', 1], ['20250622_210200', 1], ['20250623_062302', 1], ['20250623_082302', 2], ['20250625_072402', 1], ['20250626_082402', 2], ['20250629_072602', 1], ['20250629_210200', 1], ['20250630_052600', 7], ['20250630_210200', 1]]"
