Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.5109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250612_071102', 1]]"
American Bittern,0.5762,,,,,,,,,NA,no,NA
American Crow,0.9526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TBD,no,"[['20250518_052500', 1], ['20250530_071502', 1], ['20250611_071102', 2]]"
American Goldfinch,0.9804,0.0,0.0,0.0,0.0,0.0,2.0,2.0,31.0,TBD,no,"[['20250521_082202', 10], ['20250523_052100', 8], ['20250528_081702', 1], ['20250531_071502', 5], ['20250609_061102', 1], ['20250610_071102', 4], ['20250611_051100', 2], ['20250612_061102', 1], ['20250616_061002', 1], ['20250619_061102', 1], ['20250624_081202', 1]]"
American Kestrel,0.4110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250614_204600', 1]]"
American Robin,0.9784,0.0,0.0,0.0,0.0,0.0,0.0,33.0,204.0,TBD,no,"[['20250518_062502', 2], ['20250526_071802', 70], ['20250531_081502', 5], ['20250605_061202', 1], ['20250605_081202', 1], ['20250605_204000', 1], ['20250607_204200', 2], ['20250608_204300', 1], ['20250609_204300', 9], ['20250609_214302', 1], ['20250610_051100', 1], ['20250610_081102', 1], ['20250610_204400', 21], ['20250611_071102', 2], ['20250611_081102', 2], ['20250611_204400', 11], ['20250612_081102', 1], ['20250615_204600', 2], ['20250617_061102', 5], ['20250617_204700', 1], ['20250619_204800', 55], ['20250620_204800', 2], ['20250621_051100', 1], ['20250621_214802', 1], ['20250623_204800', 1], ['20250624_051200', 21], ['20250624_061202', 13], ['20250624_081202', 1], ['20250624_204800', 2]]"
American Woodcock,0.9419,2.0,3.0,2.0,5.0,2.0,2.0,8.0,3.0,TBD,no,"[['20250515_052800', 1], ['20250517_082602', 1], ['20250518_052500', 2], ['20250518_062502', 3], ['20250519_072402', 1], ['20250520_052300', 3], ['20250520_062302', 2], ['20250520_072302', 1], ['20250520_082302', 5], ['20250521_082202', 1], ['20250522_072102', 1], ['20250525_081902', 1], ['20250526_051800', 1], ['20250603_061302', 1], ['20250603_071302', 1], ['20250613_214502', 1], ['20250624_081202', 1]]"
Bank Swallow,0.7349,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250523_082102', 1]]"
Barn Swallow,0.9309,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,TBD,no,"[['20250523_082102', 1], ['20250525_061902', 1], ['20250525_071902', 1], ['20250526_071802', 2], ['20250530_051500', 1], ['20250531_061502', 1], ['20250602_051400', 1], ['20250608_071102', 1]]"
Barred Owl,0.8117,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250615_214602', 1], ['20250623_214802', 2], ['20250624_204800', 1]]"
