Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.5649,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250515_063302', 1], ['20250529_082002', 1], ['20250618_081502', 1]]"
American Bittern,0.5858,,,,,,,,,NA,no,NA
American Crow,0.7029,0.0,0.0,0.0,0.0,4.0,10.0,14.0,53.0,TBD,no,"[['20250517_073102', 3], ['20250518_083002', 1], ['20250525_082302', 1], ['20250528_082102', 1], ['20250530_072002', 2], ['20250606_081602', 2], ['20250607_051600', 3], ['20250607_071602', 1], ['20250609_071502', 1], ['20250610_081502', 3], ['20250613_081502', 10], ['20250614_061502', 1], ['20250614_071502', 1], ['20250615_061502', 2], ['20250620_081502', 2], ['20250623_081602', 1], ['20250624_071602', 6], ['20250624_081602', 25], ['20250625_071602', 2], ['20250626_081702', 4], ['20250627_081702', 2], ['20250628_071802', 2], ['20250628_081802', 3], ['20250629_051800', 2]]"
American Goldfinch,0.9928,0.0,0.0,0.0,0.0,0.0,14.0,34.0,221.0,TBD,no,"[['20250517_083102', 1], ['20250518_063002', 1], ['20250519_062902', 1], ['20250519_072902', 1], ['20250521_062702', 6], ['20250521_072702', 5], ['20250521_082702', 3], ['20250522_062602', 2], ['20250523_052500', 2], ['20250523_062502', 6], ['20250523_072502', 6], ['20250523_082502', 9], ['20250524_062402', 2], ['20250524_072402', 50], ['20250524_082402', 3], ['20250525_052300', 1], ['20250525_072302', 2], ['20250525_082302', 2], ['20250526_072202', 1], ['20250527_062202', 12], ['20250527_072202', 1], ['20250527_082202', 1], ['20250530_082002', 1], ['20250531_061902', 4], ['20250531_071902', 1], ['20250531_081902', 1], ['20250601_061802', 1], ['20250602_061802', 3], ['20250602_071802', 1], ['20250603_071702', 3], ['20250603_081702', 1], ['20250605_071702', 2], ['20250606_071602', 2], ['20250607_071602', 20], ['20250609_061502', 4], ['20250609_081502', 1], ['20250610_071502', 6], ['20250610_081502', 1], ['20250611_051500', 2], ['20250611_061502', 2], ['20250611_071502', 1], ['20250611_081502', 4], ['20250612_061502', 1], ['20250612_071502', 1], ['20250613_071502', 1], ['20250613_081502', 3], ['20250613_205200', 1], ['20250614_071502', 1], ['20250614_081502', 2], ['20250615_061502', 1], ['20250616_061502', 1], ['20250617_061502', 1], ['20250617_071502', 1], ['20250618_061502', 3], ['20250618_081502', 7], ['20250619_071502', 4], ['20250619_081502', 2], ['20250620_061502', 3], ['20250620_071502', 1], ['20250621_071502', 3], ['20250621_081502', 2], ['20250623_061602', 3], ['20250623_071602', 1], ['20250623_205500', 1], ['20250624_061602', 1], ['20250624_071602', 2], ['20250624_081602', 2], ['20250625_061602', 1], ['20250626_061702', 1], ['20250626_071702', 4], ['20250626_081702', 3], ['20250627_061702', 3], ['20250627_071702', 3], ['20250627_081702', 4], ['20250628_071802', 6], ['20250628_081802', 5], ['20250629_061802', 1], ['20250630_061902', 8], ['20250630_071902', 1], ['20250630_205500', 1]]"
American Redstart,0.5754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TBD,no,"[['20250617_051500', 1], ['20250617_081502', 1]]"
American Robin,0.9825,0.0,0.0,0.0,0.0,0.0,0.0,23.0,94.0,TBD,no,"[['20250601_204400', 1], ['20250602_204500', 1], ['20250604_204600', 23], ['20250605_204700', 43], ['20250606_204800', 12], ['20250609_205000', 6], ['20250610_205000', 2], ['20250611_061502', 1], ['20250611_205100', 3], ['20250614_205300', 4], ['20250614_215302', 1], ['20250616_205300', 3], ['20250617_205400', 5], ['20250619_205400', 2], ['20250621_205500', 1], ['20250623_205500', 6], ['20250629_205500', 1], ['20250630_205500', 2]]"
American Woodcock,0.9997,74.0,84.0,81.0,121.0,164.0,278.0,627.0,1992.0,TBD,no,"[['20250517_073102', 1], ['20250530_062002', 1], ['20250601_204400', 58], ['20250601_214402', 60], ['20250602_204500', 4], ['20250603_204600', 87], ['20250603_214602', 171], ['20250604_204600', 158], ['20250604_214602', 176], ['20250605_061702', 2], ['20250605_204700', 33], ['20250605_214702', 41], ['20250606_204800', 215], ['20250606_214802', 280], ['20250607_204900', 22], ['20250607_214902', 10], ['20250608_204900', 20], ['20250608_214902', 5], ['20250609_205000', 103], ['20250609_215002', 127], ['20250610_205000', 210], ['20250610_215002', 165], ['20250611_205100', 208], ['20250611_215102', 189], ['20250614_061502', 1], ['20250614_205300', 13], ['20250614_215302', 2], ['20250615_205300', 166], ['20250615_215302', 146], ['20250616_081502', 1], ['20250616_205300', 54], ['20250616_215302', 62], ['20250617_205400', 146], ['20250617_215402', 120], ['20250618_205400', 152], ['20250618_215402', 155], ['20250619_205400', 56], ['20250619_215402', 1]]"
Baltimore Oriole,0.9198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,TBD,no,"[['20250523_082502', 30], ['20250526_082202', 1], ['20250528_082102', 1]]"
Bank Swallow,0.9065,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,TBD,no,"[['20250523_082502', 1], ['20250610_081502', 1], ['20250611_071502', 1], ['20250623_061602', 1]]"
Barn Swallow,0.9649,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,TBD,no,"[['20250522_052600', 1], ['20250522_072602', 1], ['20250529_072002', 1], ['20250601_081802', 2], ['20250604_204600', 1], ['20250618_081502', 2], ['20250622_051500', 1]]"
