Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.6508,,,,,,,,,NA,no,NA
Alder Flycatcher,0.9595,13.0,16.0,10.0,9.0,11.0,18.0,15.0,63.0,TBD,no,"[['20250523_052100', 10], ['20250527_061802', 2], ['20250529_061702', 15], ['20250529_071702', 17], ['20250530_051600', 1], ['20250601_071502', 2], ['20250601_081502', 2], ['20250604_051300', 1], ['20250604_061302', 2], ['20250604_071302', 13], ['20250604_081302', 5], ['20250605_061302', 3], ['20250605_071302', 4], ['20250605_081302', 4], ['20250607_061202', 6], ['20250607_071202', 1], ['20250607_081202', 12], ['20250608_051200', 1], ['20250608_071202', 1], ['20250610_051100', 1], ['20250610_061102', 1], ['20250610_071102', 1], ['20250610_081102', 2], ['20250611_071102', 1], ['20250611_081102', 2], ['20250612_051100', 5], ['20250612_061102', 5], ['20250614_061102', 1], ['20250614_081102', 1], ['20250618_071102', 2], ['20250619_061102', 1], ['20250623_071202', 4], ['20250624_051200', 1], ['20250628_051400', 2], ['20250628_061402', 3], ['20250628_071402', 3], ['20250628_081402', 10], ['20250630_061502', 7]]"
American Crow,0.9823,0.0,0.0,0.0,0.0,9.0,39.0,46.0,218.0,TBD,no,"[['20250516_062802', 1], ['20250516_082802', 6], ['20250517_062702', 1], ['20250518_052600', 2], ['20250518_082602', 8], ['20250521_052300', 1], ['20250521_082302', 3], ['20250523_052100', 1], ['20250524_052000', 2], ['20250524_082002', 1], ['20250525_052000', 2], ['20250525_062002', 2], ['20250526_051900', 2], ['20250526_061902', 1], ['20250526_071902', 1], ['20250527_051800', 1], ['20250528_081702', 8], ['20250529_051700', 2], ['20250529_061702', 2], ['20250530_061602', 1], ['20250531_061502', 2], ['20250601_051500', 2], ['20250601_071502', 7], ['20250602_071402', 1], ['20250604_061302', 1], ['20250604_204300', 5], ['20250605_051300', 1], ['20250605_081302', 2], ['20250606_051300', 2], ['20250606_061302', 11], ['20250607_051200', 4], ['20250607_061202', 6], ['20250608_051200', 2], ['20250608_061202', 6], ['20250608_081202', 16], ['20250609_051200', 5], ['20250609_071202', 1], ['20250610_051100', 4], ['20250610_061102', 3], ['20250610_071102', 10], ['20250610_081102', 8], ['20250611_051100', 7], ['20250611_061102', 3], ['20250611_081102', 1], ['20250612_051100', 12], ['20250612_061102', 7], ['20250613_051100', 9], ['20250613_061102', 4], ['20250613_081102', 5], ['20250614_051100', 1], ['20250615_051100', 24], ['20250615_061102', 1], ['20250615_071102', 22], ['20250615_081102', 4], ['20250617_051100', 2], ['20250617_061102', 2], ['20250617_071102', 5], ['20250618_071102', 7], ['20250619_061102', 2], ['20250619_081102', 7], ['20250622_051200', 14], ['20250623_061202', 4], ['20250626_081302', 4], ['20250629_051500', 2], ['20250629_061502', 1], ['20250629_071502', 3], ['20250629_081502', 6], ['20250630_051500', 4], ['20250630_081502', 2]]"
American Goldfinch,0.9854,0.0,0.0,0.0,0.0,0.0,7.0,23.0,110.0,TBD,no,"[['20250515_052900', 2], ['20250515_062902', 3], ['20250519_062502', 1], ['20250519_072502', 1], ['20250522_082202', 1], ['20250525_082002', 15], ['20250527_061802', 1], ['20250528_061702', 1], ['20250529_061702', 2], ['20250529_071702', 1], ['20250530_051600', 1], ['20250530_061602', 1], ['20250530_071602', 2], ['20250601_071502', 4], ['20250601_081502', 1], ['20250602_061402', 7], ['20250602_071402', 2], ['20250604_061302', 3], ['20250604_071302', 6], ['20250604_081302', 3], ['20250605_051300', 1], ['20250605_061302', 1], ['20250605_071302', 2], ['20250605_081302', 3], ['20250606_051300', 2], ['20250607_061202', 2], ['20250607_071202', 2], ['20250607_081202', 1], ['20250608_061202', 3], ['20250608_071202', 2], ['20250609_081202', 1], ['20250610_071102', 2], ['20250611_061102', 2], ['20250611_071102', 1], ['20250612_051100', 1], ['20250614_051100', 1], ['20250614_061102', 1], ['20250614_071102', 1], ['20250614_081102', 2], ['20250617_061102', 6], ['20250617_071102', 1], ['20250617_081102', 6], ['20250618_071102', 1], ['20250618_081102', 2], ['20250619_061102', 1], ['20250619_071102', 11], ['20250620_051100', 1], ['20250621_071202', 1], ['20250621_081202', 1], ['20250623_081202', 1], ['20250624_051200', 1], ['20250624_061202', 4], ['20250625_071302', 1], ['20250625_081302', 1], ['20250626_051300', 2], ['20250628_081402', 6], ['20250630_071502', 1], ['20250630_081502', 3]]"
American Redstart,0.9931,0.0,0.0,0.0,0.0,0.0,0.0,122.0,776.0,TBD,no,"[['20250515_052900', 1], ['20250515_062902', 7], ['20250515_082902', 8], ['20250516_052800', 1], ['20250516_062802', 32], ['20250516_082802', 2], ['20250517_052700', 14], ['20250517_062702', 29], ['20250517_072702', 17], ['20250517_082702', 102], ['20250518_052600', 156], ['20250518_062602', 84], ['20250518_072602', 22], ['20250519_052500', 30], ['20250519_062502', 131], ['20250520_052400', 68], ['20250520_082402', 40], ['20250521_062302', 3], ['20250521_072302', 16], ['20250522_072202', 1], ['20250523_052100', 12], ['20250523_062102', 42], ['20250523_072102', 3], ['20250526_071902', 1], ['20250527_081802', 35], ['20250530_061602', 2], ['20250530_081602', 2], ['20250604_051300', 1], ['20250616_051100', 5], ['20250618_071102', 1], ['20250619_061102', 1], ['20250620_071102', 1], ['20250620_081102', 1], ['20250622_071202', 5], ['20250622_081202', 20], ['20250630_071502', 2]]"
American Robin,0.9946,0.0,0.0,0.0,0.0,0.0,0.0,485.0,1601.0,TBD,no,"[['20250515_082902', 2], ['20250518_072602', 1], ['20250522_062202', 1], ['20250522_082202', 2], ['20250525_062002', 1], ['20250525_072002', 2], ['20250528_051700', 6], ['20250528_061702', 26], ['20250528_071702', 7], ['20250528_081702', 4], ['20250529_061702', 2], ['20250530_081602', 6], ['20250531_051500', 199], ['20250531_061502', 180], ['20250531_071502', 4], ['20250531_081502', 9], ['20250601_051500', 46], ['20250601_061502', 46], ['20250601_071502', 13], ['20250601_081502', 11], ['20250601_204100', 17], ['20250602_051400', 74], ['20250602_061402', 143], ['20250602_071402', 92], ['20250602_081402', 93], ['20250602_204200', 5], ['20250603_051400', 88], ['20250603_061402', 49], ['20250603_071402', 3], ['20250603_204300', 5], ['20250604_051300', 16], ['20250604_071302', 1], ['20250604_204300', 21], ['20250605_051300', 30], ['20250605_071302', 16], ['20250605_081302', 10], ['20250605_204400', 2], ['20250606_051300', 1], ['20250606_061302', 15], ['20250606_071302', 2], ['20250606_081302', 10], ['20250606_204500', 57], ['20250607_051200', 10], ['20250607_061202', 33], ['20250607_071202', 1], ['20250607_081202', 1], ['20250607_204600', 20], ['20250608_051200', 4], ['20250608_061202', 17], ['20250608_071202', 7], ['20250608_081202', 16], ['20250608_204600', 30], ['20250609_051200', 4], ['20250609_071202', 6], ['20250609_204700', 26], ['20250610_051100', 27], ['20250610_061102', 5], ['20250610_071102', 4], ['20250610_081102', 12], ['20250610_204800', 7], ['20250611_051100', 1], ['20250611_071102', 6], ['20250611_081102', 29], ['20250615_205000', 41], ['20250616_061102', 1], ['20250620_051100', 4], ['20250620_081102', 1], ['20250621_061202', 2], ['20250621_071202', 1], ['20250621_081202', 6], ['20250621_205200', 24], ['20250622_051200', 1], ['20250622_071202', 1], ['20250622_081202', 15], ['20250622_205200', 15], ['20250623_051200', 16], ['20250623_071202', 2], ['20250623_081202', 3], ['20250623_205200', 36], ['20250624_051200', 4], ['20250624_061202', 16], ['20250624_071202', 50], ['20250624_081202', 10], ['20250624_205200', 17], ['20250625_051300', 35], ['20250625_061302', 9], ['20250625_071302', 16], ['20250625_081302', 1], ['20250626_051300', 137], ['20250627_051400', 7], ['20250627_215202', 2], ['20250628_051400', 6], ['20250630_051500', 6], ['20250630_061502', 2], ['20250630_071502', 5], ['20250630_081502', 10]]"
American Woodcock,0.8999,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,TBD,no,"[['20250519_052500', 1], ['20250603_204300', 1], ['20250608_204600', 1], ['20250616_205000', 1]]"
Bald Eagle,0.6523,,,,,,,,,NA,no,NA
Baltimore Oriole,0.9750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,TBD,no,"[['20250515_062902', 1], ['20250515_082902', 1], ['20250516_052800', 1], ['20250518_062602', 11], ['20250530_071602', 8], ['20250531_081502', 1], ['20250601_051500', 1], ['20250601_061502', 2], ['20250601_204100', 1], ['20250602_051400', 2], ['20250602_061402', 3], ['20250602_071402', 1], ['20250602_081402', 3], ['20250603_051400', 4], ['20250603_061402', 2], ['20250604_061302', 1], ['20250604_081302', 1], ['20250605_051300', 1], ['20250605_061302', 1], ['20250606_204500', 3], ['20250608_051200', 1], ['20250609_204700', 1], ['20250611_051100', 1], ['20250611_061102', 1], ['20250611_081102', 1], ['20250612_061102', 6], ['20250612_071102', 2], ['20250615_051100', 1], ['20250617_081102', 1], ['20250618_061102', 1], ['20250619_205100', 1], ['20250620_051100', 1], ['20250621_081202', 3], ['20250622_061202', 2], ['20250622_081202', 1], ['20250623_081202', 1], ['20250624_071202', 2], ['20250625_051300', 1], ['20250625_071302', 1], ['20250630_205200', 2]]"
Barn Swallow,0.7573,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,TBD,no,"[['20250522_052200', 1], ['20250602_051400', 2], ['20250616_071102', 1]]"
