Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.9800,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,TBD,no,"[['20250515_082502', 1], ['20250522_071802', 3], ['20250522_081802', 1], ['20250523_071702', 1], ['20250609_050800', 1], ['20250611_070802', 1], ['20250612_080802', 1], ['20250614_050800', 1]]"
American Bittern,0.3270,,,,,,,,,NA,no,NA
American Crow,0.9479,0.0,0.0,0.0,0.0,5.0,20.0,33.0,205.0,TBD,no,"[['20250515_082502', 1], ['20250517_052300', 6], ['20250517_082302', 3], ['20250518_052200', 4], ['20250518_062202', 2], ['20250521_061902', 2], ['20250522_071802', 8], ['20250523_051700', 4], ['20250523_061702', 46], ['20250524_051600', 2], ['20250524_061602', 7], ['20250524_071602', 20], ['20250524_081602', 8], ['20250525_051600', 2], ['20250525_061602', 2], ['20250525_071602', 3], ['20250525_081602', 15], ['20250526_051500', 15], ['20250526_061502', 1], ['20250527_061402', 3], ['20250527_081402', 1], ['20250528_051300', 2], ['20250528_071302', 4], ['20250529_051300', 18], ['20250529_061302', 1], ['20250529_071302', 11], ['20250529_081302', 3], ['20250530_071202', 1], ['20250601_051100', 2], ['20250602_071102', 1], ['20250605_050900', 3], ['20250605_060902', 1], ['20250607_050900', 7], ['20250608_070802', 2], ['20250613_050800', 13], ['20250616_050800', 6], ['20250616_070802', 1], ['20250620_203700', 1], ['20250622_060902', 6], ['20250622_203700', 21], ['20250624_080902', 3], ['20250625_203700', 1]]"
American Goldfinch,0.9954,0.0,0.0,0.0,0.0,0.0,41.0,95.0,800.0,TBD,no,"[['20250515_062502', 14], ['20250515_072502', 4], ['20250516_062402', 1], ['20250516_072402', 1], ['20250517_052300', 2], ['20250518_052200', 1], ['20250518_062202', 1], ['20250518_072202', 1], ['20250518_082202', 2], ['20250519_052100', 7], ['20250519_072102', 1], ['20250519_082102', 1], ['20250520_062002', 1], ['20250521_051900', 1], ['20250521_061902', 2], ['20250521_081902', 2], ['20250522_051800', 49], ['20250522_061802', 3], ['20250522_071802', 3], ['20250522_081802', 15], ['20250523_051700', 3], ['20250523_061702', 14], ['20250523_071702', 6], ['20250524_051600', 8], ['20250524_061602', 3], ['20250524_071602', 4], ['20250524_081602', 6], ['20250525_051600', 4], ['20250525_061602', 6], ['20250525_071602', 2], ['20250525_081602', 6], ['20250526_051500', 4], ['20250526_061502', 9], ['20250526_071502', 10], ['20250526_081502', 13], ['20250527_051400', 13], ['20250527_061402', 3], ['20250527_071402', 1], ['20250528_051300', 1], ['20250528_061302', 1], ['20250529_051300', 3], ['20250530_051200', 2], ['20250530_071202', 5], ['20250531_071202', 1], ['20250531_081202', 10], ['20250601_051100', 1], ['20250601_061102', 2], ['20250601_071102', 2], ['20250602_071102', 3], ['20250603_061002', 16], ['20250603_071002', 1], ['20250603_081002', 1], ['20250604_051000', 24], ['20250604_061002', 16], ['20250604_071002', 17], ['20250604_081002', 11], ['20250605_050900', 28], ['20250605_060902', 30], ['20250605_070902', 7], ['20250605_080902', 10], ['20250606_050900', 1], ['20250606_060902', 40], ['20250606_070902', 21], ['20250606_080902', 2], ['20250607_050900', 3], ['20250607_060902', 2], ['20250607_070902', 3], ['20250607_080902', 3], ['20250608_080802', 6], ['20250609_050800', 11], ['20250609_070802', 3], ['20250609_080802', 3], ['20250610_050800', 1], ['20250610_060802', 4], ['20250610_070802', 3], ['20250610_080802', 3], ['20250611_080802', 11], ['20250612_050800', 63], ['20250612_060802', 7], ['20250612_070802', 8], ['20250612_080802', 2], ['20250613_060802', 3], ['20250613_070802', 28], ['20250615_060802', 4], ['20250616_060802', 2], ['20250616_070802', 3], ['20250617_070802', 6], ['20250617_080802', 21], ['20250618_070802', 1], ['20250618_080802', 2], ['20250619_050800', 5], ['20250619_060802', 3], ['20250619_070802', 4], ['20250619_080802', 4], ['20250620_070802', 2], ['20250620_080802', 2], ['20250620_203700', 1], ['20250622_203700', 1], ['20250624_050900', 1], ['20250624_060902', 71], ['20250624_070902', 7], ['20250624_080902', 5], ['20250625_060902', 2], ['20250625_080902', 3], ['20250626_051000', 9], ['20250626_071002', 15], ['20250626_081002', 25], ['20250627_061002', 1], ['20250627_081002', 3], ['20250627_203700', 1], ['20250628_051100', 1], ['20250628_061102', 69], ['20250628_071102', 1], ['20250628_081102', 2], ['20250629_071102', 4], ['20250629_081102', 1], ['20250629_203700', 1], ['20250630_051200', 2], ['20250630_081202', 1]]"
American Kestrel,0.3296,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250614_203500', 1], ['20250627_203700', 1]]"
American Redstart,0.6861,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,TBD,no,"[['20250522_051800', 2], ['20250522_061802', 1], ['20250522_071802', 2], ['20250530_071202', 1], ['20250605_070902', 3], ['20250616_050800', 3]]"
American Robin,0.9751,0.0,0.0,0.0,0.0,0.0,0.0,30.0,115.0,TBD,no,"[['20250521_071902', 6], ['20250523_071702', 1], ['20250526_071502', 1], ['20250606_203000', 14], ['20250608_070802', 2], ['20250612_203400', 11], ['20250613_203400', 13], ['20250614_203500', 4], ['20250615_080802', 1], ['20250618_203600', 7], ['20250619_060802', 3], ['20250620_060802', 4], ['20250624_080902', 1], ['20250625_203700', 3], ['20250626_061002', 1], ['20250626_203700', 1], ['20250627_203700', 8], ['20250628_051100', 1], ['20250628_203700', 13], ['20250629_203700', 37], ['20250630_203700', 13]]"
American Woodcock,0.7827,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250610_070802', 2], ['20250610_203300', 2]]"
Bald Eagle,0.2755,,,,,,,,,NA,no,NA
Baltimore Oriole,0.8173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,TBD,no,"[['20250515_052500', 4], ['20250515_062502', 1], ['20250518_052200', 1], ['20250518_062202', 19], ['20250518_072202', 7], ['20250518_082202', 1], ['20250522_061802', 1], ['20250523_081702', 1], ['20250524_071602', 1], ['20250525_071602', 1], ['20250525_081602', 1], ['20250526_061502', 2], ['20250526_071502', 3], ['20250527_051400', 1], ['20250527_061402', 1], ['20250531_081202', 1], ['20250601_051100', 2], ['20250602_061102', 1], ['20250604_061002', 1], ['20250604_081002', 2], ['20250605_050900', 2], ['20250606_203000', 2], ['20250607_060902', 2], ['20250607_070902', 1], ['20250607_080902', 2], ['20250608_080802', 1], ['20250609_070802', 1], ['20250610_050800', 1], ['20250611_080802', 1], ['20250612_050800', 2], ['20250612_070802', 1], ['20250614_080802', 1], ['20250615_070802', 1], ['20250615_203500', 1], ['20250616_070802', 1], ['20250616_080802', 1], ['20250617_070802', 1], ['20250617_080802', 2], ['20250618_060802', 5], ['20250618_080802', 1], ['20250618_203600', 1], ['20250620_060802', 1], ['20250620_080802', 3], ['20250624_070902', 1], ['20250624_203700', 1], ['20250625_070902', 2], ['20250626_081002', 11], ['20250628_071102', 2], ['20250630_051200', 1], ['20250630_061202', 5], ['20250630_081202', 7]]"
