Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.8239,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,TBD,no,"[['20250518_082402', 1], ['20250522_052000', 1], ['20250522_082002', 2]]"
Alder Flycatcher,0.8565,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,TBD,no,"[['20250527_071602', 8], ['20250529_081502', 1]]"
American Bittern,0.4187,,,,,,,,,NA,no,NA
American Crow,0.9753,0.0,0.0,0.0,0.0,24.0,55.0,112.0,1556.0,TBD,no,"[['20250515_072702', 99], ['20250515_082702', 3], ['20250516_052600', 3], ['20250516_062602', 5], ['20250517_072502', 3], ['20250518_052400', 491], ['20250518_062402', 320], ['20250518_072402', 309], ['20250518_082402', 142], ['20250519_052300', 2], ['20250519_062302', 8], ['20250519_072302', 2], ['20250519_082302', 27], ['20250521_072102', 9], ['20250522_062002', 38], ['20250522_072002', 22], ['20250522_082002', 1], ['20250523_051900', 3], ['20250523_081902', 30], ['20250524_051800', 1], ['20250524_061802', 25], ['20250525_051700', 3], ['20250525_061702', 4], ['20250526_051700', 6], ['20250527_061602', 12], ['20250527_071602', 23], ['20250527_081602', 39], ['20250528_071502', 13], ['20250528_081502', 2], ['20250529_071502', 23], ['20250601_061302', 25], ['20250601_081302', 1], ['20250602_061202', 1], ['20250602_081202', 1], ['20250604_071102', 3], ['20250606_081102', 1], ['20250607_061002', 1], ['20250607_081002', 15], ['20250615_070902', 1], ['20250616_080902', 30]]"
American Goldfinch,0.9369,0.0,0.0,0.0,0.0,0.0,2.0,2.0,45.0,TBD,no,"[['20250515_052700', 1], ['20250515_062702', 1], ['20250515_082702', 2], ['20250516_052600', 1], ['20250518_052400', 1], ['20250518_082402', 1], ['20250519_062302', 2], ['20250519_072302', 4], ['20250522_052000', 1], ['20250522_062002', 1], ['20250522_082002', 2], ['20250523_061902', 2], ['20250524_071802', 1], ['20250524_081802', 1], ['20250525_061702', 5], ['20250525_071702', 1], ['20250526_081702', 1], ['20250527_071602', 2], ['20250527_081602', 2], ['20250529_061502', 2], ['20250529_081502', 2], ['20250531_081302', 1], ['20250605_061102', 1], ['20250605_081102', 5], ['20250610_081002', 1], ['20250611_070902', 2], ['20250612_060902', 1], ['20250616_080902', 2]]"
American Redstart,0.8914,0.0,0.0,0.0,0.0,0.0,0.0,36.0,131.0,TBD,no,"[['20250522_052000', 3], ['20250522_062002', 3], ['20250522_072002', 50], ['20250522_082002', 1], ['20250523_051900', 1], ['20250523_071902', 2], ['20250523_081902', 31], ['20250524_061802', 2], ['20250526_061702', 13], ['20250526_071702', 38], ['20250526_081702', 20], ['20250527_051600', 1], ['20250530_081402', 1], ['20250612_050900', 1]]"
American Robin,0.8531,0.0,0.0,0.0,0.0,0.0,0.0,24.0,28.0,TBD,no,"[['20250518_052400', 3], ['20250526_051700', 1], ['20250527_071602', 3], ['20250529_071502', 1], ['20250530_061402', 1], ['20250601_081302', 1], ['20250605_071102', 1], ['20250606_203600', 1], ['20250607_081002', 1], ['20250610_071002', 21], ['20250610_081002', 1], ['20250611_070902', 3], ['20250611_203900', 1], ['20250614_050900', 13]]"
American Woodcock,0.4291,,,,,,,,,NA,no,NA
Bald Eagle,0.9585,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250604_051100', 2], ['20250604_071102', 1]]"
Baltimore Oriole,0.9413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,TBD,no,"[['20250515_052700', 1], ['20250515_062702', 8], ['20250522_072002', 1], ['20250523_061902', 5], ['20250523_071902', 1], ['20250524_061802', 8], ['20250524_081802', 7], ['20250525_061702', 1], ['20250526_051700', 1], ['20250526_061702', 2], ['20250529_081502', 2], ['20250530_051400', 2], ['20250530_071402', 3], ['20250530_081402', 3], ['20250601_071302', 2], ['20250602_061202', 5], ['20250602_081202', 6], ['20250604_051100', 29], ['20250604_081102', 8], ['20250606_061102', 4], ['20250610_071002', 1], ['20250611_080902', 1], ['20250612_060902', 1], ['20250614_050900', 1], ['20250614_070902', 1], ['20250614_080902', 1], ['20250615_070902', 1], ['20250615_080902', 1], ['20250616_070902', 1]]"
