Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.6618,,,,,,,,,NA,no,NA
Alder Flycatcher,0.9990,13.0,22.0,21.0,34.0,27.0,38.0,54.0,580.0,TBD,no,"[['20250519_052500', 2], ['20250522_052200', 1], ['20250522_082202', 1], ['20250526_051900', 1], ['20250526_061902', 1], ['20250526_081902', 8], ['20250529_061702', 3], ['20250529_081702', 3], ['20250530_051600', 1], ['20250530_061602', 7], ['20250530_071602', 5], ['20250530_081602', 2], ['20250531_051500', 55], ['20250531_061502', 116], ['20250531_071502', 57], ['20250601_051500', 6], ['20250601_061502', 2], ['20250601_071502', 28], ['20250601_081502', 77], ['20250602_061402', 1], ['20250602_071402', 1], ['20250603_061402', 2], ['20250603_081402', 34], ['20250604_051300', 105], ['20250604_061302', 139], ['20250604_071302', 48], ['20250604_081302', 54], ['20250604_204300', 1], ['20250605_051300', 1], ['20250605_061302', 8], ['20250605_071302', 4], ['20250607_061202', 1], ['20250607_204500', 1], ['20250609_071202', 1], ['20250610_081102', 1], ['20250612_051100', 2], ['20250612_081102', 1], ['20250614_071102', 1], ['20250617_061102', 1], ['20250618_071102', 1], ['20250623_071202', 1], ['20250624_081202', 1], ['20250628_051400', 1], ['20250628_061402', 1], ['20250630_071502', 1]]"
American Bittern,0.8446,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250521_062302', 1], ['20250521_072302', 1]]"
American Crow,0.9888,0.0,0.0,0.0,0.0,12.0,29.0,36.0,305.0,TBD,no,"[['20250515_052900', 6], ['20250518_052600', 2], ['20250518_072602', 4], ['20250519_052500', 1], ['20250521_082302', 1], ['20250522_082202', 4], ['20250524_052000', 1], ['20250525_061902', 3], ['20250526_051900', 1], ['20250526_061902', 1], ['20250526_081902', 1], ['20250527_081802', 11], ['20250528_051700', 7], ['20250530_081602', 9], ['20250531_051500', 1], ['20250531_071502', 2], ['20250531_081502', 5], ['20250601_051500', 5], ['20250601_061502', 1], ['20250602_051400', 2], ['20250602_081402', 2], ['20250603_051400', 3], ['20250604_051300', 2], ['20250605_051300', 1], ['20250606_051200', 23], ['20250606_061202', 2], ['20250606_071202', 11], ['20250606_081202', 5], ['20250606_204500', 26], ['20250607_051200', 2], ['20250607_081202', 84], ['20250607_204500', 3], ['20250608_061202', 1], ['20250608_204600', 16], ['20250610_051100', 7], ['20250610_204700', 6], ['20250611_051100', 1], ['20250612_051100', 2], ['20250612_071102', 3], ['20250613_051100', 1], ['20250613_061102', 1], ['20250613_071102', 18], ['20250613_081102', 1], ['20250614_051100', 2], ['20250614_061102', 1], ['20250614_071102', 5], ['20250615_051100', 9], ['20250615_061102', 11], ['20250615_081102', 5], ['20250615_205000', 16], ['20250616_081102', 12], ['20250617_051100', 1], ['20250618_051100', 1], ['20250618_081102', 3], ['20250621_051100', 3], ['20250621_061102', 1], ['20250622_051200', 1], ['20250623_051200', 3], ['20250624_051200', 2], ['20250624_081202', 8], ['20250625_051300', 1], ['20250626_061302', 1], ['20250628_051400', 2], ['20250628_061402', 4], ['20250629_205200', 1]]"
American Goldfinch,0.9996,0.0,0.0,0.0,0.0,0.0,86.0,225.0,1988.0,TBD,no,"[['20250515_052900', 8], ['20250515_062902', 3], ['20250516_052800', 41], ['20250516_062802', 18], ['20250516_072802', 4], ['20250516_082802', 7], ['20250517_052700', 18], ['20250517_062702', 17], ['20250517_072702', 23], ['20250517_082702', 12], ['20250518_052600', 16], ['20250518_062602', 9], ['20250518_072602', 15], ['20250518_082602', 19], ['20250519_052500', 4], ['20250519_062502', 9], ['20250519_072502', 1], ['20250522_052200', 63], ['20250522_062202', 12], ['20250522_072202', 2], ['20250522_082202', 6], ['20250523_052100', 21], ['20250523_062102', 14], ['20250523_072102', 15], ['20250523_082102', 26], ['20250524_052000', 20], ['20250524_062002', 11], ['20250524_072002', 16], ['20250524_082002', 16], ['20250525_061902', 65], ['20250525_071902', 40], ['20250525_081902', 7], ['20250526_051900', 21], ['20250526_061902', 10], ['20250526_071902', 27], ['20250526_081902', 28], ['20250527_051800', 31], ['20250527_061802', 38], ['20250527_071802', 15], ['20250527_081802', 21], ['20250528_051700', 13], ['20250528_061702', 15], ['20250528_071702', 21], ['20250528_081702', 15], ['20250529_051700', 7], ['20250529_061702', 16], ['20250529_071702', 17], ['20250529_081702', 9], ['20250530_051600', 27], ['20250530_061602', 21], ['20250530_071602', 86], ['20250530_081602', 10], ['20250531_051500', 2], ['20250531_061502', 8], ['20250531_071502', 11], ['20250531_081502', 27], ['20250601_051500', 4], ['20250601_061502', 9], ['20250601_071502', 4], ['20250601_081502', 20], ['20250601_204100', 2], ['20250602_051400', 49], ['20250602_061402', 15], ['20250602_071402', 5], ['20250602_081402', 11], ['20250603_051400', 3], ['20250603_061402', 5], ['20250604_051300', 7], ['20250604_061302', 22], ['20250604_071302', 90], ['20250604_081302', 14], ['20250605_051300', 5], ['20250605_061302', 28], ['20250605_071302', 6], ['20250605_081302', 9], ['20250606_051200', 7], ['20250606_061202', 1], ['20250606_071202', 7], ['20250606_081202', 4], ['20250607_051200', 6], ['20250607_061202', 20], ['20250607_071202', 6], ['20250607_081202', 16], ['20250607_204500', 1], ['20250608_051200', 6], ['20250608_061202', 26], ['20250608_071202', 48], ['20250608_081202', 51], ['20250609_051200', 4], ['20250609_061202', 27], ['20250609_071202', 48], ['20250609_081202', 13], ['20250610_051100', 14], ['20250610_061102', 45], ['20250610_071102', 46], ['20250610_081102', 27], ['20250611_051100', 14], ['20250611_061102', 19], ['20250611_071102', 22], ['20250611_081102', 37], ['20250612_051100', 1], ['20250612_061102', 8], ['20250612_071102', 18], ['20250612_081102', 3], ['20250613_061102', 2], ['20250613_071102', 2], ['20250613_081102', 6], ['20250614_051100', 3], ['20250614_061102', 11], ['20250614_071102', 3], ['20250614_081102', 5], ['20250615_051100', 3], ['20250615_061102', 4], ['20250615_071102', 27], ['20250615_081102', 7], ['20250615_205000', 1], ['20250616_071102', 3], ['20250616_081102', 5], ['20250617_051100', 2], ['20250617_061102', 4], ['20250617_071102', 9], ['20250617_081102', 5], ['20250618_051100', 1], ['20250618_061102', 12], ['20250618_071102', 1], ['20250618_081102', 5], ['20250619_051100', 5], ['20250619_061102', 13], ['20250619_071102', 7], ['20250619_081102', 3], ['20250620_061102', 3], ['20250620_071102', 44], ['20250621_051100', 1], ['20250621_061102', 4], ['20250621_071102', 5], ['20250621_081102', 11], ['20250622_051200', 1], ['20250622_061202', 7], ['20250622_071202', 11], ['20250622_081202', 15], ['20250623_051200', 2], ['20250623_061202', 5], ['20250623_071202', 3], ['20250623_081202', 16], ['20250624_051200', 3], ['20250624_061202', 39], ['20250624_071202', 9], ['20250624_081202', 13], ['20250625_051300', 3], ['20250625_061302', 11], ['20250625_081302', 3], ['20250626_061302', 1], ['20250626_071302', 1], ['20250626_081302', 2], ['20250627_061302', 3], ['20250627_071302', 4], ['20250627_081302', 3], ['20250627_205200', 4], ['20250628_061402', 1], ['20250628_071402', 3], ['20250628_081402', 3], ['20250629_071402', 2], ['20250629_081402', 3], ['20250630_071502', 1], ['20250630_081517', 3]]"
American Kestrel,0.6782,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,TBD,no,"[['20250614_204900', 1], ['20250623_061202', 1]]"
American Pipit,0.7919,,,,,,,,,1,yes,"[['20250516_062802', 1]]"
American Redstart,0.4105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TBD,no,"[['20250516_062802', 1], ['20250516_082802', 1], ['20250519_072502', 2], ['20250530_071602', 1]]"
American Robin,0.9865,0.0,0.0,0.0,0.0,0.0,0.0,195.0,678.0,TBD,no,"[['20250518_062602', 2], ['20250518_072602', 1], ['20250519_052500', 1], ['20250522_052200', 1], ['20250524_082002', 1], ['20250525_081902', 4], ['20250526_061902', 4], ['20250526_081902', 1], ['20250527_081802', 2], ['20250528_081702', 1], ['20250529_081702', 1], ['20250530_061602', 5], ['20250530_081602', 1], ['20250601_204100', 4], ['20250602_081402', 1], ['20250603_204300', 16], ['20250604_061302', 1], ['20250604_204300', 5], ['20250605_204400', 26], ['20250606_051200', 9], ['20250606_061202', 188], ['20250606_071202', 63], ['20250606_081202', 18], ['20250606_204500', 16], ['20250607_204500', 34], ['20250608_081202', 1], ['20250608_204600', 54], ['20250609_204700', 6], ['20250610_071102', 1], ['20250610_081102', 2], ['20250610_204700', 5], ['20250611_061102', 1], ['20250611_204800', 2], ['20250612_204800', 1], ['20250614_204900', 6], ['20250615_051100', 1], ['20250615_061102', 1], ['20250615_081102', 2], ['20250615_205000', 6], ['20250616_071102', 2], ['20250616_205000', 8], ['20250617_071102', 3], ['20250617_205100', 64], ['20250618_205100', 9], ['20250619_061102', 1], ['20250619_081102', 3], ['20250619_205100', 77], ['20250620_061102', 7], ['20250620_071102', 1], ['20250620_205100', 7], ['20250621_051100', 1], ['20250621_081102', 1], ['20250621_205200', 8], ['20250622_051200', 2], ['20250623_061202', 4], ['20250623_081202', 1], ['20250623_205200', 12], ['20250624_205200', 7], ['20250625_051300', 4], ['20250625_071302', 14], ['20250625_081302', 3], ['20250625_205200', 27], ['20250626_051300', 1], ['20250626_071302', 1], ['20250626_205200', 2], ['20250627_051300', 1], ['20250627_061302', 1], ['20250627_205200', 3], ['20250628_051400', 1], ['20250628_061402', 7], ['20250628_071402', 6], ['20250628_081402', 5], ['20250628_205200', 27], ['20250629_051400', 2], ['20250629_061402', 6], ['20250629_071402', 1], ['20250629_081402', 4], ['20250629_205200', 26], ['20250630_051500', 2], ['20250630_061502', 3], ['20250630_081517', 2], ['20250630_205200', 11]]"
American Woodcock,0.4843,,,,,,,,,NA,no,NA
