Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.9834,3.0,2.0,4.0,5.0,10.0,5.0,12.0,36.0,TBD,no,"[['20250523_062002', 35], ['20250528_051600', 11], ['20250529_061602', 8], ['20250604_051300', 1], ['20250604_061302', 5], ['20250604_071302', 1], ['20250604_081302', 10], ['20250605_071202', 6]]"
American Bittern,0.4873,,,,,,,,,NA,no,NA
American Crow,0.9475,0.0,0.0,0.0,0.0,8.0,20.0,31.0,181.0,TBD,no,"[['20250515_062802', 9], ['20250517_052600', 4], ['20250518_072502', 1], ['20250519_072402', 5], ['20250519_082402', 1], ['20250521_062202', 1], ['20250522_072102', 21], ['20250523_072002', 24], ['20250525_081902', 6], ['20250526_081802', 14], ['20250527_071702', 4], ['20250528_061602', 1], ['20250530_061502', 4], ['20250531_061502', 1], ['20250602_071402', 1], ['20250606_061202', 9], ['20250606_081202', 1], ['20250609_051100', 14], ['20250609_204100', 11], ['20250610_051100', 3], ['20250611_051100', 6], ['20250613_204400', 1], ['20250615_051000', 5], ['20250615_081002', 6], ['20250616_051000', 5], ['20250616_061002', 1], ['20250617_061002', 1], ['20250617_081002', 6], ['20250619_051100', 1], ['20250621_051100', 2], ['20250622_051100', 1], ['20250624_051200', 6], ['20250624_061202', 2], ['20250624_081202', 38], ['20250625_051200', 2], ['20250626_051300', 2], ['20250627_071302', 6], ['20250629_204700', 2], ['20250630_051400', 4], ['20250630_061402', 4], ['20250630_071402', 4]]"
American Goldfinch,0.9871,0.0,0.0,0.0,0.0,0.0,15.0,38.0,174.0,TBD,no,"[['20250515_052800', 1], ['20250515_062802', 1], ['20250518_062502', 21], ['20250518_072502', 6], ['20250518_082502', 4], ['20250519_052400', 3], ['20250519_072402', 2], ['20250519_082402', 6], ['20250521_062202', 2], ['20250521_072202', 8], ['20250521_082202', 6], ['20250522_052100', 1], ['20250522_062102', 3], ['20250522_072102', 7], ['20250522_082102', 7], ['20250523_052000', 2], ['20250523_062002', 6], ['20250523_072002', 5], ['20250523_082002', 9], ['20250524_061902', 4], ['20250524_071902', 3], ['20250525_051900', 2], ['20250525_061902', 1], ['20250526_051800', 5], ['20250526_061802', 4], ['20250526_071802', 3], ['20250527_061702', 3], ['20250527_081702', 1], ['20250528_061602', 4], ['20250529_061602', 1], ['20250530_051500', 1], ['20250531_051500', 1], ['20250531_071502', 1], ['20250601_051400', 1], ['20250601_061402', 3], ['20250602_081402', 1], ['20250604_051300', 1], ['20250604_071302', 1], ['20250604_081302', 4], ['20250605_071202', 2], ['20250606_081202', 1], ['20250608_081102', 1], ['20250609_051100', 1], ['20250609_061102', 1], ['20250609_071102', 1], ['20250611_051100', 1], ['20250611_081102', 3], ['20250612_061002', 2], ['20250613_071002', 1], ['20250614_071002', 1], ['20250615_061002', 1], ['20250615_071002', 2], ['20250615_204400', 1], ['20250616_061002', 1], ['20250617_061002', 2], ['20250617_071002', 2], ['20250617_081002', 2], ['20250618_071002', 1], ['20250618_081002', 5], ['20250619_061102', 2], ['20250619_071102', 1], ['20250619_081102', 15], ['20250619_204600', 1], ['20250621_081102', 1], ['20250623_071202', 1], ['20250623_081202', 1], ['20250624_071202', 1], ['20250625_061202', 1], ['20250626_061302', 13], ['20250626_204700', 4], ['20250627_071302', 1], ['20250629_051400', 2], ['20250629_204700', 3], ['20250630_061402', 2], ['20250630_204600', 1]]"
American Kestrel,0.4896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250613_071002', 1]]"
American Redstart,0.3830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TBD,no,"[['20250521_072202', 2]]"
American Robin,0.6859,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,TBD,no,"[['20250519_052400', 1], ['20250522_072102', 1], ['20250604_203800', 1], ['20250605_203900', 5], ['20250610_204200', 1], ['20250614_204400', 5], ['20250626_204700', 1], ['20250628_204700', 1]]"
American Woodcock,0.7486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250614_214402', 1]]"
Bald Eagle,0.9776,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250630_051400', 3]]"
Baltimore Oriole,0.8423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,TBD,no,"[['20250518_082502', 1], ['20250519_052400', 1], ['20250519_062402', 3], ['20250521_062202', 1], ['20250521_072202', 5], ['20250521_082202', 4], ['20250522_062102', 1], ['20250522_072102', 2], ['20250522_082102', 1], ['20250525_081902', 1], ['20250528_081602', 1]]"
