Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.7251,3.0,4.0,5.0,2.0,0.0,3.0,5.0,2.0,TBD,no,"[['20250516_052700', 1], ['20250516_062702', 1], ['20250522_062102', 2], ['20250522_072102', 1], ['20250525_061902', 1], ['20250603_203300', 1], ['20250605_081302', 3], ['20250606_061202', 4], ['20250606_071202', 4], ['20250607_071202', 1], ['20250610_071102', 1], ['20250611_051100', 1], ['20250618_081102', 1], ['20250621_051200', 1], ['20250622_081202', 1]]"
American Bittern,0.5571,,,,,,,,,NA,no,NA
American Crow,0.8283,0.0,0.0,0.0,0.0,1.0,4.0,4.0,14.0,TBD,no,"[['20250516_052700', 1], ['20250518_052500', 2], ['20250518_072502', 5], ['20250521_062202', 1], ['20250521_072202', 1], ['20250522_062102', 1], ['20250522_072102', 1], ['20250524_082002', 2], ['20250525_051900', 1], ['20250525_061902', 1], ['20250525_071902', 2], ['20250615_051100', 1], ['20250617_081102', 1], ['20250618_051100', 1], ['20250627_061402', 1], ['20250628_081402', 1]]"
American Goldfinch,0.9953,0.0,0.0,0.0,0.0,0.0,44.0,107.0,718.0,TBD,no,"[['20250515_062802', 4], ['20250515_072802', 7], ['20250515_082802', 13], ['20250516_052700', 9], ['20250516_062702', 14], ['20250516_072702', 16], ['20250517_062602', 1], ['20250517_082602', 5], ['20250518_052500', 3], ['20250518_062502', 12], ['20250518_072502', 3], ['20250518_082502', 7], ['20250519_052400', 7], ['20250519_062402', 39], ['20250519_072402', 1], ['20250519_082402', 10], ['20250521_052200', 3], ['20250521_062202', 5], ['20250521_072202', 1], ['20250521_082202', 5], ['20250522_052100', 4], ['20250522_062102', 1], ['20250522_072102', 3], ['20250522_082102', 3], ['20250523_052100', 8], ['20250523_062102', 1], ['20250523_082102', 2], ['20250524_052000', 14], ['20250524_062002', 5], ['20250524_072002', 8], ['20250524_082002', 2], ['20250525_051900', 13], ['20250525_061902', 5], ['20250525_071902', 3], ['20250525_081902', 1], ['20250526_051800', 2], ['20250526_061802', 21], ['20250526_071802', 9], ['20250527_051700', 3], ['20250527_081702', 2], ['20250528_051700', 4], ['20250528_061702', 5], ['20250528_071702', 10], ['20250529_051600', 1], ['20250529_061602', 10], ['20250529_071602', 40], ['20250529_081602', 4], ['20250530_051600', 6], ['20250530_061602', 77], ['20250530_071602', 1], ['20250530_081602', 2], ['20250531_051500', 1], ['20250531_061502', 1], ['20250531_071502', 1], ['20250601_051400', 6], ['20250601_061402', 3], ['20250601_071402', 11], ['20250602_051400', 4], ['20250602_061402', 9], ['20250602_071402', 13], ['20250602_081402', 6], ['20250603_061302', 5], ['20250603_071302', 4], ['20250604_061302', 2], ['20250604_071302', 3], ['20250604_081302', 1], ['20250605_061302', 31], ['20250605_203400', 2], ['20250606_051200', 1], ['20250606_061202', 3], ['20250607_061202', 1], ['20250607_071202', 2], ['20250607_081202', 4], ['20250607_203600', 1], ['20250608_061202', 3], ['20250608_071202', 1], ['20250608_203600', 1], ['20250609_051200', 1], ['20250609_061202', 9], ['20250609_071202', 5], ['20250609_081202', 1], ['20250610_061102', 37], ['20250610_071102', 11], ['20250610_081102', 1], ['20250611_061102', 12], ['20250611_071102', 3], ['20250612_061102', 17], ['20250612_071102', 2], ['20250612_081102', 2], ['20250612_203900', 1], ['20250613_071102', 23], ['20250613_081102', 12], ['20250613_203900', 3], ['20250614_051100', 3], ['20250614_071102', 1], ['20250615_071102', 12], ['20250616_051100', 1], ['20250616_061102', 1], ['20250616_071102', 3], ['20250616_081102', 7], ['20250617_051100', 1], ['20250618_051100', 1], ['20250618_061102', 5], ['20250619_051100', 2], ['20250619_061102', 3], ['20250619_071102', 15], ['20250619_081102', 8], ['20250620_051100', 1], ['20250620_061102', 7], ['20250620_081102', 1], ['20250621_071202', 4], ['20250621_081202', 4], ['20250622_071202', 1], ['20250622_081202', 1], ['20250623_051200', 1], ['20250623_081202', 3], ['20250624_071202', 12], ['20250624_081202', 1], ['20250625_061302', 3], ['20250625_071302', 1], ['20250626_061302', 5], ['20250626_071302', 9], ['20250626_204200', 9], ['20250627_061402', 3], ['20250627_071402', 12], ['20250627_081402', 1], ['20250628_071402', 4], ['20250628_081402', 7], ['20250629_071502', 2], ['20250629_204200', 1], ['20250630_051500', 1], ['20250630_061502', 16], ['20250630_081502', 1]]"
American Kestrel,0.5520,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,TBD,no,"[['20250531_071502', 1], ['20250601_081402', 1], ['20250627_071402', 1]]"
American Redstart,0.5355,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,TBD,no,"[['20250516_062702', 1], ['20250517_052600', 1], ['20250525_051900', 1], ['20250526_071802', 1], ['20250527_061702', 1], ['20250601_051400', 1], ['20250602_051400', 1], ['20250610_203800', 1]]"
American Robin,0.7143,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,TBD,no,"[['20250518_072502', 1], ['20250523_072102', 1], ['20250531_071502', 1], ['20250602_061402', 1], ['20250611_081102', 18], ['20250614_061102', 1], ['20250618_204100', 2], ['20250622_081202', 1], ['20250624_051200', 1], ['20250628_081402', 1]]"
American Woodcock,0.6750,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250609_213702', 1], ['20250620_214202', 1]]"
Bald Eagle,0.3084,,,,,,,,,NA,no,NA
Baltimore Oriole,0.9922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,TBD,no,"[['20250515_052800', 4], ['20250515_062802', 5], ['20250515_072802', 13], ['20250515_082802', 13], ['20250516_052700', 28], ['20250516_062702', 2], ['20250516_072702', 1], ['20250516_082702', 1], ['20250517_052600', 1], ['20250517_062602', 2], ['20250517_072602', 2], ['20250518_052500', 9], ['20250518_062502', 3], ['20250518_072502', 35], ['20250518_082502', 26], ['20250519_052400', 2], ['20250519_062402', 1], ['20250521_052200', 21], ['20250521_062202', 3], ['20250521_072202', 4], ['20250521_082202', 5], ['20250522_052100', 21], ['20250522_062102', 6], ['20250522_072102', 11], ['20250522_082102', 1], ['20250523_052100', 18], ['20250523_062102', 10], ['20250523_072102', 6], ['20250523_082102', 12], ['20250524_052000', 32], ['20250524_062002', 6], ['20250524_072002', 3], ['20250524_082002', 12], ['20250525_051900', 11], ['20250525_061902', 3], ['20250525_071902', 9], ['20250525_081902', 3], ['20250526_051800', 4], ['20250526_061802', 6], ['20250526_071802', 6], ['20250526_081802', 12], ['20250527_051700', 78], ['20250527_061702', 6], ['20250527_071702', 2], ['20250527_081702', 2], ['20250528_051700', 3], ['20250528_061702', 2], ['20250528_071702', 9], ['20250528_081702', 11], ['20250529_051600', 8], ['20250529_061602', 1], ['20250529_071602', 2], ['20250529_081602', 6], ['20250530_051600', 8], ['20250530_061602', 5], ['20250530_071602', 6], ['20250531_051500', 9], ['20250531_061502', 3], ['20250531_071502', 11], ['20250531_081502', 2], ['20250601_061402', 2], ['20250601_081402', 7], ['20250602_051400', 9], ['20250602_061402', 12], ['20250602_071402', 8], ['20250602_081402', 1], ['20250603_051300', 4], ['20250603_061302', 2], ['20250603_071302', 2], ['20250603_081302', 10], ['20250604_051300', 8], ['20250604_061302', 13], ['20250604_071302', 9], ['20250604_081302', 5], ['20250604_203400', 12], ['20250605_051300', 8], ['20250605_061302', 23], ['20250605_071302', 25], ['20250605_081302', 8], ['20250605_203400', 3], ['20250606_051200', 5], ['20250606_061202', 12], ['20250606_071202', 12], ['20250606_081202', 20], ['20250607_051200', 21], ['20250607_061202', 29], ['20250607_071202', 26], ['20250607_081202', 23], ['20250608_051200', 12], ['20250608_061202', 17], ['20250608_071202', 19], ['20250608_081202', 13], ['20250608_203600', 3], ['20250609_051200', 6], ['20250609_061202', 9], ['20250609_071202', 6], ['20250609_081202', 4], ['20250610_051100', 1], ['20250610_061102', 6], ['20250610_071102', 5], ['20250610_081102', 2], ['20250610_203800', 1], ['20250611_051100', 6], ['20250611_061102', 11], ['20250611_071102', 25], ['20250611_081102', 3], ['20250611_203800', 5], ['20250612_051100', 1], ['20250612_061102', 29], ['20250612_071102', 19], ['20250612_081102', 8], ['20250613_081102', 2], ['20250613_203900', 1], ['20250614_051100', 7], ['20250614_061102', 14], ['20250614_071102', 28], ['20250614_081102', 9], ['20250615_051100', 13], ['20250615_061102', 9], ['20250615_071102', 4], ['20250615_081102', 13], ['20250615_204000', 4], ['20250616_051100', 9], ['20250616_061102', 11], ['20250616_071102', 6], ['20250616_081102', 3], ['20250617_051100', 6], ['20250617_061102', 3], ['20250617_071102', 4], ['20250617_081102', 4], ['20250618_051100', 1], ['20250618_061102', 3], ['20250618_071102', 3], ['20250618_081102', 1], ['20250618_204100', 2], ['20250619_051100', 14], ['20250619_061102', 10], ['20250619_071102', 5], ['20250619_081102', 1], ['20250620_061102', 2], ['20250620_071102', 4], ['20250621_061202', 1], ['20250621_071202', 1], ['20250624_051200', 2], ['20250624_081202', 1], ['20250625_051300', 1], ['20250626_051300', 1], ['20250627_061402', 1], ['20250628_051400', 1], ['20250628_061402', 1], ['20250628_204200', 9], ['20250629_061502', 1], ['20250630_051500', 5]]"
Bank Swallow,0.9455,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TBD,no,"[['20250527_051700', 1], ['20250605_203400', 2]]"
Barn Swallow,0.9682,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,TBD,no,"[['20250519_062402', 1], ['20250607_203600', 1], ['20250614_204000', 2], ['20250621_204200', 5], ['20250622_204200', 1]]"
Barred Owl,0.9999,7.0,8.0,8.0,10.0,7.0,23.0,59.0,0.0,TBD,no,"[['20250602_203200', 1], ['20250602_213202', 2], ['20250606_213502', 5], ['20250609_203700', 1], ['20250609_213702', 7], ['20250611_213802', 92], ['20250616_214002', 1], ['20250618_214102', 3], ['20250626_214202', 5], ['20250630_214202', 5]]"
Bell's Vireo,0.7932,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250519_052400', 1], ['20250616_081102', 1], ['20250623_051200', 1], ['20250624_071202', 1], ['20250625_204200', 1]]"
Belted Kingfisher,0.6974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250620_204200', 2]]"
Black-and-white Warbler,0.2840,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250516_062702', 1]]"
Black-billed Cuckoo,1.0000,3.0,10.0,10.0,10.0,18.0,39.0,209.0,0.0,TBD,no,"[['20250515_062802', 42], ['20250515_082802', 20], ['20250516_052700', 30], ['20250516_062702', 60], ['20250521_052200', 2], ['20250521_062202', 2], ['20250521_082202', 1], ['20250522_082102', 2], ['20250523_052100', 9], ['20250524_072002', 8], ['20250526_081802', 1], ['20250527_061702', 1], ['20250528_061702', 1], ['20250531_061502', 1], ['20250604_061302', 1], ['20250612_051100', 1], ['20250613_051100', 20], ['20250613_081102', 2], ['20250617_214102', 3], ['20250618_051100', 30], ['20250618_061102', 2], ['20250618_081102', 4], ['20250624_051200', 19], ['20250624_071202', 37]]"
Black-capped Chickadee,0.6557,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,TBD,no,"[['20250516_062702', 1], ['20250603_203300', 1], ['20250603_213302', 1], ['20250612_081102', 4]]"
Black-crowned Night-Heron,0.3166,,,,,,,,,NA,no,NA
Blue Grosbeak,0.6885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250616_061102', 1]]"
Blue Jay,0.9108,0.0,0.0,0.0,0.0,2.0,2.0,2.0,23.0,TBD,no,"[['20250515_052800', 1], ['20250517_072602', 3], ['20250518_072502', 1], ['20250522_062102', 4], ['20250523_062102', 1], ['20250523_072102', 6], ['20250601_081402', 1], ['20250604_203400', 1], ['20250606_213502', 1], ['20250607_081202', 1], ['20250608_213602', 1], ['20250609_051200', 3], ['20250616_051100', 4], ['20250616_204000', 1]]"
Blue-headed Vireo,0.9225,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250526_061802', 2]]"
Blue-winged Teal,0.2601,,,,,,,,,NA,no,NA
Blue-winged Warbler,0.9889,1.0,2.0,0.0,5.0,4.0,1.0,5.0,16.0,TBD,no,"[['20250526_061802', 3], ['20250529_051600', 5], ['20250617_204100', 11], ['20250618_051100', 5], ['20250618_061102', 3], ['20250618_081102', 6], ['20250618_204100', 1]]"
