Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.3364,,,,,,,,,NA,no,NA
American Bittern,0.7249,,,,,,,,,NA,no,NA
American Crow,0.8467,0.0,0.0,0.0,0.0,0.0,1.0,3.0,23.0,TBD,no,"[['20250521_082202', 1], ['20250524_062002', 1], ['20250524_072002', 8], ['20250525_071902', 4], ['20250525_081902', 4], ['20250526_071802', 3], ['20250526_081802', 1], ['20250601_071402', 1], ['20250605_071202', 2], ['20250628_081402', 2]]"
American Goldfinch,0.9997,0.0,0.0,0.0,0.0,0.0,44.0,111.0,1401.0,TBD,no,"[['20250515_052800', 10], ['20250515_062802', 194], ['20250515_072802', 80], ['20250515_082802', 367], ['20250516_052700', 3], ['20250517_082602', 9], ['20250518_052500', 12], ['20250518_062502', 43], ['20250518_072502', 78], ['20250518_082502', 36], ['20250519_062402', 5], ['20250519_072402', 6], ['20250521_062202', 1], ['20250521_082202', 90], ['20250522_052100', 5], ['20250522_062102', 9], ['20250522_072102', 7], ['20250522_082102', 5], ['20250523_052100', 8], ['20250523_062102', 6], ['20250523_072102', 3], ['20250523_082102', 24], ['20250524_062002', 4], ['20250524_072002', 4], ['20250524_082002', 2], ['20250525_051900', 7], ['20250525_061902', 1], ['20250525_071902', 3], ['20250525_081902', 3], ['20250526_051800', 1], ['20250526_061802', 36], ['20250526_071802', 1], ['20250526_081802', 25], ['20250527_051700', 1], ['20250527_061702', 21], ['20250527_071702', 12], ['20250528_051700', 2], ['20250528_061702', 4], ['20250528_071702', 26], ['20250528_081702', 8], ['20250529_061602', 1], ['20250529_071602', 1], ['20250529_081602', 4], ['20250530_061502', 20], ['20250530_071502', 35], ['20250530_081502', 26], ['20250531_051500', 2], ['20250531_061502', 11], ['20250531_071502', 4], ['20250531_081502', 18], ['20250601_061402', 1], ['20250601_071402', 51], ['20250601_081402', 45], ['20250602_061402', 4], ['20250602_071402', 5], ['20250602_081402', 2], ['20250604_061302', 15], ['20250604_071302', 11], ['20250604_081302', 12], ['20250605_051200', 3], ['20250605_061202', 11], ['20250605_071202', 1], ['20250605_081202', 3], ['20250606_051200', 1], ['20250606_061202', 2], ['20250606_081202', 6], ['20250607_081202', 1], ['20250608_061102', 2], ['20250608_071102', 10], ['20250608_081102', 6], ['20250610_061102', 5], ['20250610_071102', 1], ['20250610_081102', 1], ['20250611_061102', 4], ['20250611_071102', 3], ['20250613_061102', 1], ['20250613_071102', 1], ['20250615_071002', 2], ['20250615_081002', 2], ['20250616_071002', 2], ['20250617_061102', 5], ['20250617_071102', 13], ['20250617_081102', 7], ['20250618_061102', 5], ['20250618_071102', 6], ['20250618_081102', 4], ['20250619_071102', 2], ['20250619_081102', 1], ['20250622_071102', 1], ['20250623_071202', 2], ['20250624_061202', 2], ['20250624_081202', 2], ['20250625_071202', 3], ['20250628_071402', 5]]"
American Kestrel,0.8606,0.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,TBD,no,"[['20250605_214002', 1], ['20250612_051100', 1], ['20250614_204600', 1], ['20250618_204700', 1], ['20250620_204800', 1], ['20250621_214802', 2], ['20250622_204800', 1], ['20250623_204800', 1], ['20250623_214802', 1], ['20250624_204800', 2], ['20250625_214802', 1], ['20250626_204800', 1]]"
American Robin,0.9947,0.0,0.0,0.0,0.0,0.0,0.0,466.0,1969.0,TBD,no,"[['20250515_052800', 1], ['20250515_062802', 1], ['20250518_082502', 3], ['20250519_082402', 1], ['20250524_072002', 1], ['20250529_081602', 7], ['20250531_081502', 1], ['20250601_203700', 4], ['20250602_203800', 13], ['20250602_213802', 5], ['20250603_203900', 19], ['20250603_213902', 60], ['20250604_061302', 1], ['20250604_071302', 6], ['20250604_081302', 1], ['20250604_204000', 41], ['20250605_051200', 1], ['20250605_204000', 5], ['20250605_214002', 1], ['20250606_051200', 3], ['20250606_061202', 4], ['20250606_071202', 16], ['20250606_081202', 1], ['20250606_204100', 18], ['20250606_214102', 2], ['20250607_061202', 1], ['20250607_071202', 2], ['20250607_081202', 12], ['20250607_204200', 6], ['20250608_204300', 6], ['20250609_071102', 11], ['20250609_204300', 21], ['20250609_214302', 37], ['20250610_081102', 15], ['20250610_204400', 166], ['20250611_051100', 13], ['20250611_061102', 1], ['20250611_071102', 9], ['20250611_204400', 127], ['20250612_051100', 10], ['20250612_204500', 52], ['20250613_071102', 1], ['20250613_204500', 102], ['20250614_051000', 6], ['20250614_071002', 9], ['20250614_204600', 106], ['20250614_214602', 5], ['20250615_204600', 143], ['20250616_204700', 80], ['20250617_061102', 8], ['20250617_071102', 2], ['20250617_081102', 7], ['20250617_204700', 111], ['20250617_214702', 8], ['20250618_081102', 1], ['20250618_204700', 97], ['20250618_214702', 44], ['20250619_071102', 1], ['20250619_204800', 2], ['20250619_214802', 2], ['20250620_204800', 23], ['20250621_051100', 1], ['20250621_204800', 58], ['20250621_214802', 2], ['20250622_051100', 1], ['20250622_204800', 3], ['20250623_051200', 9], ['20250623_061202', 9], ['20250623_071202', 14], ['20250623_204800', 83], ['20250623_214802', 36], ['20250624_061202', 18], ['20250624_071202', 1], ['20250624_081202', 1], ['20250624_204800', 50], ['20250624_214802', 1], ['20250625_081202', 1], ['20250625_204800', 206], ['20250626_051300', 2], ['20250626_061302', 11], ['20250626_204800', 104], ['20250627_061302', 1], ['20250627_071302', 1], ['20250627_081302', 34], ['20250627_204800', 244], ['20250628_051400', 23], ['20250628_061402', 1], ['20250628_071402', 4], ['20250628_081402', 9], ['20250628_204800', 39], ['20250628_214802', 2], ['20250629_051400', 3]]"
American Woodcock,0.8745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250612_071102', 1]]"
Bald Eagle,0.3982,,,,,,,,,NA,no,NA
Baltimore Oriole,0.6009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,TBD,no,"[['20250604_061302', 1], ['20250604_071302', 1], ['20250604_081302', 1], ['20250605_071202', 5], ['20250623_081202', 1]]"
Bank Swallow,0.9221,6.0,6.0,5.0,6.0,2.0,3.0,1.0,0.0,TBD,no,"[['20250521_082202', 1], ['20250526_081802', 1], ['20250529_081602', 1], ['20250530_061502', 2], ['20250531_061502', 1], ['20250601_061402', 1], ['20250602_071402', 1], ['20250603_203900', 1], ['20250605_061202', 1], ['20250605_081202', 1], ['20250606_051200', 1], ['20250608_051100', 2], ['20250608_061102', 1], ['20250608_071102', 2], ['20250610_081102', 2], ['20250611_051100', 2], ['20250611_061102', 1], ['20250611_071102', 1], ['20250614_061002', 2], ['20250617_051100', 1], ['20250619_061102', 1], ['20250620_061102', 1], ['20250628_081402', 1]]"
