Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.2501,,,,,,,,,NA,no,NA
Alder Flycatcher,0.3895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250608_204300', 1]]"
American Bittern,0.8833,3.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,TBD,no,"[['20250603_203900', 7], ['20250604_051300', 1], ['20250617_051100', 1], ['20250617_204700', 1]]"
American Crow,0.5702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TBD,no,"[['20250518_052500', 1]]"
American Goldfinch,0.9674,0.0,0.0,0.0,0.0,0.0,8.0,41.0,255.0,TBD,no,"[['20250517_052600', 2], ['20250517_062602', 2], ['20250518_062502', 2], ['20250518_072502', 2], ['20250518_082502', 4], ['20250519_082402', 1], ['20250520_062302', 2], ['20250520_082302', 2], ['20250521_062202', 2], ['20250521_072202', 6], ['20250521_082202', 7], ['20250522_052100', 2], ['20250522_062102', 1], ['20250522_072102', 19], ['20250522_082102', 7], ['20250523_072102', 1], ['20250523_082102', 4], ['20250524_052000', 3], ['20250524_062002', 1], ['20250524_072002', 1], ['20250524_082002', 5], ['20250525_051900', 29], ['20250525_061902', 1], ['20250525_071902', 5], ['20250525_081902', 4], ['20250526_061802', 3], ['20250526_081802', 1], ['20250527_081702', 1], ['20250528_061702', 1], ['20250528_081702', 4], ['20250529_071602', 2], ['20250529_081602', 3], ['20250530_051500', 1], ['20250530_061502', 2], ['20250530_071502', 6], ['20250530_081502', 1], ['20250531_081502', 2], ['20250601_071402', 1], ['20250601_081402', 1], ['20250603_071302', 1], ['20250604_061302', 2], ['20250604_071302', 1], ['20250604_081302', 4], ['20250604_214002', 1], ['20250605_061202', 5], ['20250605_081202', 1], ['20250606_061202', 4], ['20250606_071202', 20], ['20250606_081202', 7], ['20250607_071202', 1], ['20250609_071102', 1], ['20250609_081102', 2], ['20250610_051100', 1], ['20250612_081102', 3], ['20250613_081102', 1], ['20250614_071002', 12], ['20250614_081002', 5], ['20250617_061102', 5], ['20250617_071102', 3], ['20250617_081102', 2], ['20250618_061102', 1], ['20250618_071102', 1], ['20250618_081102', 4], ['20250619_051100', 2], ['20250622_061102', 1], ['20250623_061202', 1], ['20250623_071202', 3], ['20250623_081202', 13], ['20250624_061202', 12], ['20250624_071202', 1], ['20250624_081202', 10], ['20250625_061202', 2], ['20250625_071202', 2], ['20250625_081202', 5], ['20250627_061302', 17], ['20250627_071317', 2], ['20250627_081317', 1]]"
American Robin,0.7994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TBD,no,"[['20250521_062202', 1], ['20250606_214102', 1], ['20250620_081102', 1], ['20250624_204800', 1]]"
American Woodcock,0.8646,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,TBD,no,"[['20250603_081302', 1], ['20250614_214602', 1], ['20250625_214802', 1]]"
Bank Swallow,0.9095,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,TBD,no,"[['20250522_072102', 1], ['20250523_072102', 1], ['20250523_082102', 1], ['20250524_072002', 1], ['20250529_061602', 1], ['20250622_051100', 1]]"
Barn Swallow,0.9711,0.0,0.0,0.0,3.0,15.0,9.0,14.0,23.0,TBD,no,"[['20250515_072802', 1], ['20250515_082802', 1], ['20250517_062602', 1], ['20250518_072502', 1], ['20250521_072202', 2], ['20250522_082102', 1], ['20250523_052100', 1], ['20250523_062102', 1], ['20250524_052000', 1], ['20250524_072002', 1], ['20250525_081902', 2], ['20250526_071802', 1], ['20250526_081802', 1], ['20250529_071602', 3], ['20250530_051500', 1], ['20250530_081502', 1], ['20250531_061502', 1], ['20250601_203700', 1], ['20250603_203900', 1], ['20250604_071302', 1], ['20250605_204000', 1], ['20250606_204100', 2], ['20250608_061102', 2], ['20250608_081102', 3], ['20250609_061102', 1], ['20250610_071102', 1], ['20250610_081102', 1], ['20250611_061102', 1], ['20250611_204400', 1], ['20250612_204500', 8], ['20250614_081002', 2], ['20250614_204600', 1], ['20250616_081002', 2], ['20250617_051100', 2], ['20250617_204700', 1], ['20250618_204700', 1], ['20250621_061102', 1], ['20250621_081102', 2], ['20250621_204800', 1], ['20250622_051100', 1], ['20250622_081102', 1], ['20250623_204800', 1], ['20250624_204800', 2], ['20250627_071317', 1]]"
Barred Owl,0.8569,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250617_214702', 2]]"
