Anthus spragueii,Sprague's Pipit ,Song Birds,https://www.allaboutbirds.org/guide/Spragues_Pipit
Bombycilla cedrorum,Cedar Waxwing ,Song Birds,https://www.allaboutbirds.org/guide/Cedar_Waxwing
Calcarius ornatus,Chestnut-collared Longspur ,Song Birds,https://www.allaboutbirds.org/guide/Chestnut-collared_Longspur
Seiurus aurocapilla,Ovenbird ,Song Birds,https://www.allaboutbirds.org/guide/Ovenbird
Parkesia motacilla,Louisiana Waterthrush ,Song Birds,https://www.allaboutbirds.org/guide/Louisiana_Waterthrush
Parkesia noveboracensis,Northern Waterthrush ,Song Birds,https://www.allaboutbirds.org/guide/Northern_Waterthrush
Vermivora chrysoptera,Golden-winged Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Golden-winged_Warbler
Vermivora cyanoptera,Blue-winged Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Blue-winged_Warbler
Mniotilta varia,Black-and-white Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Black-and-white_Warbler
Protonotaria citrea,Prothonotary Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Prothonotary_Warbler
Oreothlypis peregrina,Tennessee Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Tennessee_Warbler
Oreothlypis ruficapilla,Nashville Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Nashville_Warbler
Oporornis agilis,Connecticut Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Connecticut_Warbler
Geothlypis philadelphia,Mourning Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Mourning_Warbler
Geothlypis formosa,Kentucky Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Kentucky_Warbler
Geothlypis trichas,Common Yellowthroat ,Song Birds,https://www.allaboutbirds.org/guide/Common_Yellowthroat
Setophaga citrina,Hooded Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Hooded_Warbler
Setophaga ruticilla,American Redstart ,Song Birds,https://www.allaboutbirds.org/guide/American_Redstart
Setophaga tigrina,Cape May Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Cape_May_Warbler
Setophaga cerulea,Cerulean Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Cerulean_Warbler
Setophaga americana,Northern Parula ,Song Birds,https://www.allaboutbirds.org/guide/Northern_Parula
Setophaga magnolia,Magnolia Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Magnolia_Warbler
Setophaga castanea,Bay-breasted Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Bay-breasted_Warbler
Setophaga fusca,Blackburnian Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Blackburnian_Warbler
Setophaga aestiva,Northern Yellow Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Northern_Yellow_Warbler
Setophaga pensylvanica,Chestnut-sided Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Chestnut-sided_Warbler
Setophaga caerulescens,Black-throated Blue Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Black-throated_Blue_Warbler
Setophaga palmarum,Palm Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Palm_Warbler
Setophaga pinus,Pine Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Pine_Warbler
Setophaga coronata,Yellow-rumped Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Yellow-rumped_Warbler
Setophaga virens,Black-throated Green Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Black-throated_Green_Warbler
Cardellina canadensis,Canada Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Canada_Warbler
Cardellina pusilla,Wilson's Warbler ,Song Birds,https://www.allaboutbirds.org/guide/Wilsons_Warbler
Icteria virens,Yellow-breasted Chat ,Song Birds,https://www.allaboutbirds.org/guide/Yellow-breasted_Chat
Pipilo erythrophthalmus,Eastern Towhee ,Song Birds,https://www.allaboutbirds.org/guide/Eastern_Towhee
Spizella passerina,Chipping Sparrow ,Song Birds,https://www.allaboutbirds.org/guide/Chipping_Sparrow
Spizella pallida,Clay-colored Sparrow ,Song Birds,https://www.allaboutbirds.org/guide/Clay-colored_Sparrow
Spizella pusilla,Field Sparrow ,Song Birds,https://www.allaboutbirds.org/guide/Field_Sparrow
Pooecetes gramineus,Vesper Sparrow ,Song Birds,https://www.allaboutbirds.org/guide/Vesper_Sparrow
Chondestes grammacus,Lark Sparrow ,Song Birds,https://www.allaboutbirds.org/guide/Lark_Sparrow
Calamospiza melanocorys,Lark Bunting ,Song Birds,https://www.allaboutbirds.org/guide/Lark_Bunting
Passerculus sandwichensis,Savannah Sparrow ,Song Birds,https://www.allaboutbirds.org/guide/Savannah_Sparrow
Ammodramus savannarum,Grasshopper Sparrow ,Song Birds,https://www.allaboutbirds.org/guide/Grasshopper_Sparrow
