Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.3819,,,,,,,,,NA,no,NA
Alder Flycatcher,0.9516,3.0,4.0,3.0,3.0,5.0,9.0,17.0,48.0,TBD,no,"[['20250602_081402', 42], ['20250606_061202', 1], ['20250610_061102', 2], ['20250610_071102', 21], ['20250610_081102', 26]]"
American Bittern,0.5551,,,,,,,,,NA,no,NA
American Crow,0.9571,0.0,0.0,0.0,0.0,20.0,48.0,84.0,481.0,TBD,no,"[['20250515_082802', 4], ['20250516_052700', 1], ['20250516_072702', 2], ['20250517_052600', 14], ['20250517_062602', 1], ['20250517_072602', 22], ['20250517_082602', 9], ['20250518_062502', 5], ['20250518_072502', 3], ['20250518_082502', 10], ['20250519_052400', 2], ['20250519_062402', 14], ['20250519_072402', 3], ['20250520_052300', 1], ['20250520_082302', 7], ['20250521_052200', 3], ['20250521_062202', 1], ['20250521_072202', 9], ['20250521_082202', 7], ['20250522_072102', 20], ['20250522_082102', 1], ['20250523_052100', 3], ['20250523_072102', 3], ['20250523_082102', 2], ['20250524_052000', 11], ['20250524_062002', 30], ['20250524_072002', 2], ['20250524_082002', 3], ['20250525_051900', 13], ['20250525_061902', 8], ['20250525_071902', 1], ['20250525_081902', 1], ['20250526_051800', 10], ['20250526_071802', 22], ['20250526_081802', 1], ['20250527_051700', 1], ['20250527_061702', 2], ['20250527_071702', 5], ['20250527_081702', 2], ['20250528_051700', 5], ['20250528_061702', 5], ['20250528_071702', 3], ['20250528_081702', 12], ['20250529_051600', 1], ['20250529_061602', 2], ['20250529_081602', 2], ['20250530_051500', 7], ['20250530_061502', 2], ['20250530_081502', 1], ['20250531_051500', 3], ['20250531_061502', 2], ['20250531_071502', 1], ['20250601_051400', 1], ['20250601_061402', 1], ['20250601_071402', 6], ['20250601_081402', 6], ['20250602_061402', 18], ['20250602_081402', 1], ['20250603_061302', 1], ['20250603_071302', 4], ['20250604_051300', 8], ['20250604_071302', 1], ['20250604_081302', 16], ['20250605_051200', 1], ['20250605_061202', 1], ['20250605_081202', 4], ['20250605_204000', 5], ['20250606_051200', 5], ['20250606_061202', 3], ['20250606_071202', 1], ['20250606_081202', 22], ['20250607_051200', 12], ['20250607_061202', 2], ['20250607_081202', 1], ['20250608_051100', 3], ['20250608_061102', 1], ['20250611_051100', 1], ['20250611_061102', 2], ['20250611_071102', 2], ['20250612_061102', 1], ['20250613_051100', 1], ['20250613_061102', 2], ['20250613_071102', 3], ['20250614_051000', 4], ['20250614_071002', 1], ['20250615_051000', 61], ['20250615_061002', 37], ['20250615_071002', 3], ['20250617_081102', 2], ['20250618_061102', 6], ['20250618_071102', 28], ['20250619_081102', 5], ['20250620_071102', 3], ['20250620_081102', 3], ['20250622_204800', 1], ['20250624_071202', 1], ['20250624_081202', 12], ['20250625_061202', 14], ['20250625_081202', 1], ['20250628_081402', 1], ['20250629_081402', 9]]"
American Goldfinch,0.9966,0.0,0.0,0.0,0.0,0.0,64.0,208.0,1603.0,TBD,no,"[['20250515_052800', 20], ['20250515_062802', 5], ['20250515_072802', 8], ['20250515_082802', 5], ['20250516_052700', 7], ['20250516_082702', 1], ['20250517_052600', 2], ['20250517_062602', 5], ['20250517_072602', 13], ['20250517_082602', 11], ['20250518_052500', 23], ['20250518_062502', 13], ['20250518_072502', 5], ['20250518_082502', 9], ['20250519_062402', 7], ['20250519_072402', 1], ['20250520_052300', 2], ['20250520_072302', 1], ['20250520_082302', 1], ['20250521_052200', 10], ['20250521_062202', 31], ['20250521_072202', 16], ['20250521_082202', 4], ['20250522_052100', 19], ['20250522_062102', 26], ['20250522_072102', 4], ['20250522_082102', 22], ['20250523_052100', 10], ['20250523_062102', 50], ['20250523_072102', 10], ['20250524_052000', 7], ['20250524_062002', 4], ['20250524_072002', 6], ['20250524_082002', 4], ['20250525_051900', 11], ['20250525_061902', 7], ['20250525_071902', 11], ['20250526_051800', 24], ['20250526_061802', 14], ['20250526_071802', 9], ['20250526_081802', 19], ['20250527_051700', 8], ['20250527_061702', 8], ['20250527_071702', 2], ['20250527_081702', 3], ['20250528_051700', 8], ['20250528_061702', 20], ['20250528_071702', 3], ['20250528_081702', 35], ['20250529_051600', 3], ['20250529_061602', 8], ['20250529_071602', 8], ['20250529_081602', 2], ['20250530_051500', 8], ['20250530_061502', 33], ['20250530_081502', 5], ['20250531_051500', 1], ['20250531_061502', 23], ['20250531_071502', 7], ['20250531_081502', 8], ['20250601_051400', 3], ['20250601_061402', 4], ['20250601_081402', 30], ['20250602_051400', 1], ['20250602_061402', 12], ['20250602_071402', 6], ['20250603_051300', 1], ['20250603_061302', 2], ['20250603_071302', 2], ['20250603_081302', 1], ['20250604_051300', 5], ['20250604_061302', 123], ['20250604_071302', 1], ['20250604_081302', 25], ['20250605_051200', 5], ['20250605_061202', 22], ['20250605_071202', 13], ['20250605_081202', 9], ['20250606_051200', 4], ['20250606_061202', 6], ['20250606_071202', 6], ['20250606_081202', 3], ['20250607_051200', 1], ['20250607_061202', 15], ['20250607_071202', 12], ['20250607_081202', 2], ['20250608_051100', 1], ['20250608_061102', 14], ['20250608_071102', 39], ['20250608_081102', 10], ['20250609_051100', 3], ['20250609_061102', 8], ['20250609_071102', 4], ['20250609_081102', 4], ['20250610_061102', 6], ['20250610_071102', 19], ['20250610_081102', 5], ['20250611_051100', 1], ['20250611_061102', 11], ['20250611_071102', 18], ['20250611_081102', 5], ['20250612_061102', 12], ['20250612_071102', 5], ['20250613_061102', 2], ['20250613_071102', 22], ['20250613_081102', 1], ['20250614_051000', 1], ['20250614_061002', 23], ['20250614_071002', 16], ['20250614_081002', 66], ['20250615_061002', 15], ['20250615_071002', 13], ['20250615_081002', 32], ['20250616_051000', 5], ['20250616_061002', 17], ['20250616_071002', 70], ['20250616_081002', 14], ['20250617_051100', 3], ['20250617_061102', 27], ['20250617_071102', 5], ['20250617_081102', 10], ['20250618_051100', 10], ['20250618_061102', 31], ['20250618_071102', 9], ['20250618_081102', 7], ['20250619_051100', 6], ['20250619_061102', 9], ['20250619_071102', 2], ['20250619_081102', 28], ['20250620_061102', 1], ['20250620_071102', 12], ['20250620_081102', 6], ['20250621_061102', 16], ['20250621_071102', 12], ['20250621_081102', 4], ['20250622_051100', 1], ['20250622_061102', 1], ['20250622_071102', 2], ['20250622_081102', 2], ['20250623_061202', 1], ['20250623_071202', 23], ['20250623_081202', 27], ['20250623_204800', 1], ['20250624_051200', 5], ['20250624_061202', 5], ['20250624_071202', 46], ['20250624_081202', 7], ['20250625_061202', 11], ['20250625_071202', 10], ['20250625_081202', 8], ['20250626_061302', 11], ['20250626_071302', 15], ['20250626_081302', 5], ['20250627_051300', 12], ['20250627_061302', 4], ['20250627_071302', 22], ['20250627_081302', 10], ['20250628_061402', 5], ['20250628_071402', 1], ['20250628_081402', 4], ['20250628_204800', 1], ['20250629_061402', 2], ['20250629_081402', 6], ['20250629_204800', 2], ['20250630_061517', 1]]"
American Kestrel,0.3481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250624_204800', 1]]"
American Robin,0.4437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TBD,no,"[['20250519_052400', 1], ['20250618_204700', 1], ['20250624_204800', 1]]"
American Woodcock,1.0000,0.0,3.0,4.0,3.0,3.0,5.0,14.0,346.0,TBD,no,"[['20250517_052600', 1], ['20250601_203700', 159], ['20250601_213702', 15], ['20250602_203800', 55], ['20250602_213802', 31], ['20250603_203900', 100], ['20250604_204000', 13], ['20250604_214002', 1], ['20250610_081102', 1], ['20250622_204800', 1], ['20250630_051500', 1]]"
Bald Eagle,0.3349,,,,,,,,,NA,no,NA
Baltimore Oriole,0.6962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,TBD,no,"[['20250515_052800', 2], ['20250515_072802', 1], ['20250516_062702', 4], ['20250517_072602', 1], ['20250517_082602', 1], ['20250518_082502', 1], ['20250520_052300', 4], ['20250521_062202', 1], ['20250521_082202', 2], ['20250522_052100', 1], ['20250523_052100', 2], ['20250523_062102', 7], ['20250523_072102', 2], ['20250523_082102', 5], ['20250524_072002', 1], ['20250525_051900', 2], ['20250525_061902', 2], ['20250603_051300', 3], ['20250607_081202', 1], ['20250609_061102', 1], ['20250614_061002', 3], ['20250614_081002', 1], ['20250618_071102', 8]]"
Bank Swallow,0.4587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250604_071302', 1]]"
Barn Swallow,0.9676,0.0,0.0,0.0,3.0,3.0,4.0,2.0,16.0,TBD,no,"[['20250515_062802', 1], ['20250518_052500', 2], ['20250518_082502', 3], ['20250523_072102', 1], ['20250524_062002', 1], ['20250524_082002', 1], ['20250529_061602', 2], ['20250529_071602', 2], ['20250609_081102', 1], ['20250617_051100', 1], ['20250618_204700', 1], ['20250619_204800', 1], ['20250621_204800', 1], ['20250622_204800', 1], ['20250628_061402', 1], ['20250628_204800', 6], ['20250629_071402', 1], ['20250629_204800', 1]]"
Barred Owl,0.9575,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250609_214302', 1], ['20250611_071102', 1], ['20250614_214602', 1], ['20250623_071202', 1]]"
Bell's Vireo,0.6922,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250517_052600', 1], ['20250604_081302', 1], ['20250605_081202', 2], ['20250609_081102', 1]]"
Belted Kingfisher,0.4515,,,,,,,,,NA,no,NA
Black Tern,0.4208,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250623_204800', 2]]"
Black-and-white Warbler,0.6189,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,TBD,no,"[['20250515_052800', 1], ['20250526_061802', 2], ['20250604_061302', 1], ['20250618_061102', 1]]"
Black-billed Cuckoo,0.8782,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250630_051500', 1]]"
Black-capped Chickadee,0.9747,0.0,0.0,0.0,0.0,1.0,4.0,2.0,16.0,TBD,no,"[['20250515_072802', 1], ['20250517_072602', 1], ['20250603_081302', 1], ['20250609_051100', 2], ['20250618_071102', 10], ['20250621_071102', 8]]"
Black-crowned Night-Heron,0.9986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250623_214802', 1]]"
Black-throated Green Warbler,0.3230,,,,,,,,,NA,no,NA
Blackpoll Warbler,0.8715,0.0,0.0,0.0,0.0,17.0,52.0,34.0,29.0,TBD,no,"[['20250515_052800', 4], ['20250515_072802', 2], ['20250516_062702', 1], ['20250517_062602', 3], ['20250521_052200', 3], ['20250521_062202', 1], ['20250521_072202', 10], ['20250521_082202', 5], ['20250522_052100', 1], ['20250522_062102', 10], ['20250522_072102', 3], ['20250522_082102', 3], ['20250523_052100', 1], ['20250523_062102', 1], ['20250523_072102', 1], ['20250524_052000', 2], ['20250524_062002', 3], ['20250525_071902', 2], ['20250526_051800', 4], ['20250526_071802', 2], ['20250527_051700', 3], ['20250527_061702', 2], ['20250527_071702', 1], ['20250528_051700', 1], ['20250528_061702', 2], ['20250529_051600', 1], ['20250601_051400', 1], ['20250601_061402', 1], ['20250603_051300', 1], ['20250604_051300', 4], ['20250604_081302', 1], ['20250605_051200', 1], ['20250610_081102', 2], ['20250614_061002', 3], ['20250614_071002', 1], ['20250614_081002', 2], ['20250614_204600', 2], ['20250615_051000', 4], ['20250615_061002', 1], ['20250615_081002', 1], ['20250615_204600', 1], ['20250617_204700', 1], ['20250618_051100', 2], ['20250618_061102', 1], ['20250619_051100', 4], ['20250621_071102', 1], ['20250621_081102', 1], ['20250622_204800', 1], ['20250624_061202', 1], ['20250624_071202', 1], ['20250625_061202', 1], ['20250625_081202', 1], ['20250625_204800', 3], ['20250626_051300', 1], ['20250627_051300', 2], ['20250628_204800', 2], ['20250629_071402', 1], ['20250629_081402', 1], ['20250630_051500', 3], ['20250630_061517', 6]]"
Blue Grosbeak,0.6279,,,,,,,,,NA,no,NA
Blue Jay,0.8351,0.0,0.0,0.0,0.0,1.0,4.0,17.0,158.0,TBD,no,"[['20250515_062802', 2], ['20250516_082702', 1], ['20250517_082602', 1], ['20250518_072502', 7], ['20250518_082502', 16], ['20250519_052400', 1], ['20250519_062402', 3], ['20250519_072402', 2], ['20250522_052100', 1], ['20250522_062102', 6], ['20250522_072102', 6], ['20250523_052100', 1], ['20250523_062102', 1], ['20250523_082102', 3], ['20250525_071902', 2], ['20250526_061802', 3], ['20250528_051700', 1], ['20250528_061702', 8], ['20250528_071702', 22], ['20250604_081302', 5], ['20250605_061202', 1], ['20250606_071202', 3], ['20250606_081202', 1], ['20250611_051100', 1], ['20250611_061102', 2], ['20250612_051100', 2], ['20250612_061102', 4], ['20250612_204500', 1], ['20250613_061102', 1], ['20250614_061002', 2], ['20250614_081002', 3], ['20250617_061102', 3], ['20250618_071102', 11], ['20250618_204700', 1], ['20250619_071102', 10], ['20250619_081102', 11], ['20250620_071102', 2], ['20250621_071102', 1], ['20250621_081102', 1], ['20250624_071202', 6], ['20250626_061302', 1], ['20250626_081302', 2], ['20250627_061302', 2], ['20250627_081302', 3], ['20250628_071402', 13]]"
Blue-headed Vireo,0.3954,,,,,,,,,NA,no,NA
Blue-winged Teal,0.3902,,,,,,,,,NA,no,NA
