Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.9434,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,TBD,no,"[['20250524_062002', 1], ['20250524_072002', 1], ['20250524_082002', 1], ['20250525_061902', 1], ['20250526_061802', 1], ['20250530_071502', 1], ['20250601_051400', 1]]"
Alder Flycatcher,0.4651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250617_051100', 1]]"
American Crow,0.9529,0.0,0.0,0.0,0.0,19.0,37.0,42.0,221.0,TBD,no,"[['20250515_082802', 3], ['20250516_052700', 3], ['20250516_082702', 2], ['20250518_072502', 6], ['20250518_082502', 1], ['20250519_052400', 9], ['20250519_072402', 2], ['20250519_082402', 2], ['20250520_052300', 1], ['20250523_052100', 2], ['20250524_052000', 9], ['20250524_062002', 3], ['20250524_072002', 3], ['20250525_051900', 9], ['20250525_061902', 2], ['20250525_071902', 2], ['20250525_081902', 1], ['20250526_051800', 10], ['20250526_061802', 5], ['20250526_071802', 1], ['20250526_081802', 2], ['20250527_071702', 2], ['20250527_081702', 5], ['20250528_061702', 2], ['20250528_071702', 10], ['20250529_051600', 19], ['20250529_061602', 2], ['20250530_051500', 5], ['20250530_071502', 10], ['20250531_051500', 1], ['20250531_061502', 2], ['20250531_081502', 4], ['20250601_051400', 2], ['20250601_061402', 6], ['20250601_071402', 1], ['20250601_081402', 4], ['20250603_051300', 19], ['20250604_081302', 2], ['20250605_051200', 2], ['20250606_051200', 2], ['20250606_081202', 19], ['20250607_051200', 10], ['20250607_071202', 1], ['20250608_071102', 9], ['20250608_081102', 12], ['20250609_051100', 4], ['20250609_081102', 7], ['20250610_051100', 4], ['20250610_061102', 2], ['20250610_071102', 9], ['20250611_051100', 1], ['20250611_061102', 2], ['20250611_214402', 2], ['20250612_081102', 1], ['20250614_051000', 1], ['20250614_061002', 2], ['20250614_081002', 1], ['20250615_051000', 1], ['20250615_061002', 2], ['20250615_081002', 29], ['20250616_051000', 1], ['20250618_051100', 1], ['20250618_061102', 6], ['20250618_071102', 2], ['20250618_081102', 1], ['20250620_051100', 2], ['20250621_061102', 1], ['20250622_051100', 1], ['20250623_061202', 1], ['20250624_051200', 1], ['20250624_071202', 3], ['20250625_081227', 2]]"
American Goldfinch,0.6846,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,TBD,no,"[['20250518_082502', 1], ['20250519_062402', 1], ['20250522_062102', 1], ['20250524_072002', 1], ['20250530_071502', 1], ['20250605_071202', 1], ['20250608_071102', 1], ['20250609_071102', 1], ['20250610_081102', 1], ['20250611_081102', 1], ['20250617_071102', 1], ['20250625_071202', 1]]"
American Kestrel,0.9854,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,TBD,no,"[['20250602_071402', 1], ['20250602_081402', 3], ['20250608_071102', 1], ['20250609_081102', 1]]"
American Redstart,0.9018,0.0,0.0,0.0,0.0,0.0,0.0,25.0,79.0,TBD,no,"[['20250521_072202', 5], ['20250522_062102', 3], ['20250522_072102', 1], ['20250522_082102', 15], ['20250523_062102', 15], ['20250523_072102', 13], ['20250523_082102', 42], ['20250524_072002', 1], ['20250524_082002', 3], ['20250525_051900', 1], ['20250525_081902', 4], ['20250616_051000', 1]]"
American Robin,0.7272,0.0,0.0,0.0,0.0,0.0,0.0,115.0,133.0,TBD,no,"[['20250517_052600', 3], ['20250517_072602', 1], ['20250517_082602', 1], ['20250518_052500', 3], ['20250518_062502', 4], ['20250518_082502', 5], ['20250519_072402', 1], ['20250523_052100', 2], ['20250523_072102', 1], ['20250524_052000', 20], ['20250524_082002', 1], ['20250525_051900', 1], ['20250525_071902', 1], ['20250526_051800', 3], ['20250526_061802', 1], ['20250526_081802', 3], ['20250527_051700', 41], ['20250527_061702', 17], ['20250527_071702', 19], ['20250527_081702', 7], ['20250528_051700', 6], ['20250528_061702', 20], ['20250528_071702', 7], ['20250529_061602', 1], ['20250529_081602', 21], ['20250530_051500', 1], ['20250531_051500', 1], ['20250531_071502', 1], ['20250602_071402', 1], ['20250615_071002', 2], ['20250615_204600', 2], ['20250616_071002', 50]]"
American Woodcock,0.7856,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,TBD,no,"[['20250529_081602', 1], ['20250605_051200', 1], ['20250622_061102', 1]]"
Bald Eagle,0.8929,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250518_082502', 2]]"
Baltimore Oriole,0.9774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236.0,TBD,no,"[['20250515_052800', 80], ['20250515_062802', 97], ['20250515_072802', 123], ['20250515_082802', 55], ['20250516_052700', 1], ['20250516_062702', 6], ['20250516_082702', 2], ['20250517_052600', 86], ['20250517_062602', 69], ['20250517_072602', 85], ['20250517_082602', 58], ['20250518_052500', 11], ['20250518_062502', 24], ['20250518_072502', 28], ['20250518_082502', 23], ['20250519_062402', 24], ['20250519_072402', 57], ['20250519_082402', 6], ['20250521_062202', 16], ['20250521_072202', 9], ['20250521_082202', 14], ['20250522_052100', 10], ['20250522_062102', 10], ['20250522_072102', 44], ['20250522_082102', 158], ['20250523_052100', 4], ['20250523_062102', 56], ['20250523_072102', 17], ['20250523_082102', 7], ['20250524_052000', 10], ['20250524_062002', 20], ['20250524_072002', 27], ['20250524_082002', 8], ['20250525_051900', 29], ['20250525_061902', 86], ['20250525_071902', 54], ['20250525_081902', 39], ['20250526_051800', 6], ['20250526_061802', 80], ['20250526_071802', 203], ['20250526_081802', 183], ['20250527_051700', 10], ['20250527_061702', 25], ['20250527_071702', 67], ['20250527_081702', 20], ['20250528_051700', 6], ['20250528_061702', 43], ['20250528_071702', 6], ['20250529_051600', 1], ['20250529_061602', 5], ['20250529_071602', 16], ['20250529_081602', 4], ['20250530_061502', 9], ['20250530_071502', 8], ['20250530_081502', 29], ['20250531_071502', 6], ['20250531_081502', 1], ['20250601_051400', 1], ['20250601_081402', 2], ['20250602_081402', 4], ['20250604_051300', 3], ['20250607_071202', 1], ['20250609_061102', 1], ['20250610_071102', 6], ['20250612_061102', 1], ['20250614_081002', 3], ['20250615_071002', 1], ['20250617_061102', 1], ['20250617_071102', 6], ['20250618_081102', 2], ['20250619_071102', 1], ['20250620_081102', 1], ['20250623_061202', 1], ['20250625_071202', 9], ['20250625_081227', 11]]"
