Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.8080,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250613_071102', 1]]"
Alder Flycatcher,0.4943,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250530_051500', 1]]"
American Bittern,0.4459,,,,,,,,,NA,no,NA
American Crow,0.9953,0.0,0.0,0.0,0.0,35.0,112.0,140.0,1201.0,TBD,no,"[['20250515_052800', 20], ['20250515_062802', 14], ['20250515_072802', 8], ['20250516_052700', 15], ['20250516_062702', 6], ['20250516_072702', 3], ['20250516_082702', 2], ['20250517_052600', 1], ['20250517_062602', 1], ['20250517_072602', 4], ['20250517_082602', 1], ['20250518_052500', 19], ['20250518_062502', 34], ['20250518_072502', 14], ['20250518_082502', 12], ['20250519_052400', 4], ['20250519_072402', 1], ['20250519_082402', 1], ['20250521_072202', 2], ['20250522_062102', 1], ['20250522_072102', 1], ['20250522_082102', 1], ['20250523_052100', 6], ['20250523_062102', 1], ['20250523_082102', 1], ['20250524_052000', 57], ['20250524_062002', 3], ['20250524_072002', 6], ['20250524_082002', 5], ['20250525_051900', 6], ['20250525_061902', 1], ['20250525_071902', 6], ['20250525_081902', 3], ['20250526_051800', 51], ['20250526_061802', 73], ['20250526_071802', 4], ['20250526_081802', 2], ['20250527_051700', 1], ['20250527_061702', 1], ['20250527_081702', 3], ['20250528_071702', 2], ['20250528_081702', 2], ['20250529_051600', 37], ['20250529_061602', 3], ['20250529_071602', 3], ['20250529_081602', 19], ['20250530_051500', 7], ['20250530_081502', 1], ['20250531_051500', 18], ['20250531_071502', 5], ['20250531_081502', 2], ['20250601_051400', 15], ['20250601_061402', 1], ['20250601_081402', 3], ['20250601_203700', 23], ['20250602_051400', 30], ['20250602_061402', 30], ['20250602_081402', 2], ['20250602_203800', 10], ['20250603_051300', 37], ['20250603_061302', 8], ['20250603_071302', 7], ['20250603_081302', 9], ['20250604_051300', 1], ['20250604_071302', 3], ['20250604_081302', 13], ['20250605_051200', 4], ['20250605_071202', 2], ['20250605_081202', 39], ['20250608_051100', 74], ['20250608_061102', 7], ['20250609_071102', 2], ['20250609_081102', 14], ['20250609_204300', 2], ['20250610_051100', 4], ['20250610_071102', 8], ['20250610_081102', 6], ['20250611_051100', 4], ['20250611_061102', 1], ['20250611_071102', 2], ['20250611_081102', 13], ['20250612_071102', 1], ['20250612_081102', 1], ['20250613_051100', 2], ['20250613_071102', 3], ['20250614_051000', 37], ['20250614_081002', 1], ['20250615_051000', 2], ['20250615_071002', 8], ['20250615_081002', 8], ['20250616_051000', 38], ['20250616_061002', 1], ['20250616_071002', 13], ['20250616_081002', 17], ['20250617_061102', 3], ['20250617_071102', 3], ['20250617_081102', 2], ['20250617_204700', 1], ['20250618_051100', 23], ['20250618_061102', 5], ['20250618_071102', 26], ['20250618_081102', 23], ['20250619_051100', 7], ['20250619_071102', 1], ['20250619_081102', 9], ['20250619_204800', 40], ['20250620_061102', 1], ['20250621_051100', 1], ['20250621_081102', 5], ['20250622_051100', 40], ['20250622_061102', 12], ['20250622_204800', 4], ['20250623_061202', 2], ['20250623_071202', 7], ['20250623_081202', 13], ['20250624_061202', 1], ['20250624_081202', 1], ['20250625_051200', 44], ['20250625_061202', 18], ['20250625_071202', 8], ['20250625_081202', 17], ['20250626_061302', 9], ['20250626_071302', 14], ['20250626_081302', 11], ['20250627_051300', 15], ['20250627_061302', 10], ['20250627_071302', 1], ['20250627_081302', 3], ['20250628_051400', 7], ['20250628_061402', 10], ['20250628_204800', 1], ['20250629_051400', 9], ['20250629_061402', 5], ['20250629_071402', 15], ['20250629_081402', 13], ['20250629_204800', 3], ['20250630_051500', 26], ['20250630_061502', 2], ['20250630_071517', 3], ['20250630_081517', 1], ['20250630_204800', 13]]"
American Goldfinch,0.6948,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,TBD,no,"[['20250528_071702', 1], ['20250529_071602', 1], ['20250610_071102', 1], ['20250621_204800', 5], ['20250626_071302', 1]]"
American Redstart,0.9874,0.0,0.0,0.0,0.0,0.0,0.0,14.0,63.0,TBD,no,"[['20250516_072702', 1], ['20250522_052100', 2], ['20250523_072102', 11], ['20250523_082102', 46], ['20250525_061902', 1], ['20250526_081802', 1], ['20250531_071502', 12], ['20250604_051300', 1], ['20250622_051100', 1], ['20250627_061302', 1]]"
American Robin,0.9874,0.0,0.0,0.0,0.0,0.0,0.0,611.0,1571.0,TBD,no,"[['20250515_052800', 5], ['20250515_062802', 17], ['20250515_072802', 34], ['20250515_082802', 15], ['20250516_052700', 123], ['20250516_072702', 1], ['20250516_082702', 13], ['20250517_052600', 27], ['20250517_062602', 5], ['20250517_082602', 5], ['20250518_052500', 8], ['20250518_062502', 4], ['20250518_072502', 19], ['20250518_082502', 22], ['20250519_052400', 26], ['20250519_062402', 33], ['20250519_072402', 42], ['20250519_082402', 68], ['20250521_052200', 5], ['20250521_062202', 9], ['20250521_082202', 5], ['20250522_052100', 48], ['20250522_062102', 3], ['20250523_052100', 1], ['20250524_052000', 4], ['20250524_072002', 2], ['20250524_082002', 17], ['20250525_051900', 173], ['20250525_061902', 27], ['20250525_071902', 10], ['20250525_081902', 3], ['20250526_061802', 1], ['20250527_081702', 38], ['20250528_051700', 15], ['20250528_061702', 5], ['20250528_071702', 1], ['20250529_051600', 37], ['20250529_081602', 1], ['20250530_051500', 73], ['20250530_061502', 14], ['20250530_071502', 1], ['20250530_081502', 4], ['20250531_051500', 11], ['20250531_081502', 1], ['20250601_051400', 10], ['20250601_061402', 6], ['20250601_071402', 2], ['20250601_203700', 9], ['20250602_051400', 125], ['20250602_061402', 1], ['20250602_071402', 2], ['20250602_081402', 96], ['20250602_203800', 68], ['20250603_051300', 8], ['20250603_061302', 10], ['20250603_071302', 13], ['20250603_081302', 3], ['20250604_051300', 4], ['20250604_071302', 6], ['20250604_204000', 4], ['20250605_051200', 3], ['20250605_061202', 1], ['20250605_071202', 4], ['20250605_081202', 37], ['20250605_204000', 11], ['20250606_061202', 22], ['20250606_071202', 5], ['20250606_081202', 31], ['20250606_204100', 1], ['20250607_061202', 18], ['20250607_204200', 1], ['20250608_051100', 45], ['20250608_061102', 7], ['20250608_071102', 4], ['20250608_204300', 25], ['20250609_051100', 2], ['20250609_204300', 2], ['20250610_061102', 5], ['20250610_071102', 4], ['20250610_081102', 4], ['20250610_204400', 8], ['20250611_051100', 68], ['20250611_061102', 46], ['20250611_071102', 30], ['20250611_081102', 2], ['20250611_204400', 1], ['20250612_061102', 1], ['20250612_071102', 18], ['20250612_081102', 15], ['20250612_204500', 5], ['20250613_051100', 2], ['20250613_061102', 3], ['20250613_081102', 9], ['20250614_051000', 7], ['20250614_071002', 4], ['20250614_081002', 4], ['20250615_051000', 8], ['20250615_061002', 2], ['20250615_081002', 5], ['20250616_051000', 11], ['20250616_061002', 3], ['20250616_071002', 4], ['20250616_081002', 2], ['20250616_204700', 1], ['20250617_051100', 3], ['20250618_051100', 9], ['20250618_061102', 5], ['20250618_071102', 6], ['20250618_081102', 6], ['20250619_061102', 8], ['20250619_204800', 2], ['20250620_061102', 4], ['20250620_081102', 1], ['20250621_061102', 68], ['20250621_071102', 18], ['20250622_051100', 56], ['20250622_061102', 3], ['20250622_071102', 1], ['20250622_204800', 3], ['20250623_051200', 45], ['20250623_061202', 8], ['20250623_071202', 2], ['20250623_081202', 2], ['20250623_204800', 1], ['20250624_071202', 3], ['20250624_081202', 1], ['20250625_051200', 6], ['20250625_061202', 1], ['20250625_071202', 4], ['20250625_081202', 5], ['20250626_071302', 27], ['20250626_081302', 9], ['20250627_061302', 1], ['20250627_204800', 5], ['20250628_051400', 1], ['20250628_061402', 1], ['20250628_204800', 3], ['20250629_051400', 3], ['20250629_061402', 6], ['20250629_071402', 15], ['20250629_081402', 5], ['20250629_204800', 1]]"
American Woodcock,0.4066,,,,,,,,,NA,no,NA
Baltimore Oriole,0.9884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,TBD,no,"[['20250515_082802', 2], ['20250516_052700', 2], ['20250516_082702', 1], ['20250517_052600', 1], ['20250517_062602', 1], ['20250518_052500', 9], ['20250518_062502', 34], ['20250518_072502', 17], ['20250518_082502', 6], ['20250519_062402', 13], ['20250519_072402', 23], ['20250519_082402', 9], ['20250521_052200', 10], ['20250521_062202', 15], ['20250521_072202', 5], ['20250521_082202', 11], ['20250522_072102', 1], ['20250523_052100', 6], ['20250523_062102', 5], ['20250523_072102', 8], ['20250523_082102', 1], ['20250524_052000', 1], ['20250525_051900', 11], ['20250525_061902', 4], ['20250525_071902', 37], ['20250525_081902', 2], ['20250526_051800', 3], ['20250526_061802', 2], ['20250527_071702', 1], ['20250529_051600', 2], ['20250529_071602', 1], ['20250529_081602', 2], ['20250530_051500', 1], ['20250530_071502', 19], ['20250530_081502', 1], ['20250531_061502', 2], ['20250531_071502', 4], ['20250531_081502', 4], ['20250601_061402', 8], ['20250601_071402', 4], ['20250601_081402', 6], ['20250602_061402', 2], ['20250602_071402', 3], ['20250602_081402', 2], ['20250604_061302', 1], ['20250605_061202', 1], ['20250605_071202', 1], ['20250605_081202', 11], ['20250606_081202', 1], ['20250607_071202', 2], ['20250608_051100', 1], ['20250608_061102', 14], ['20250608_081102', 10], ['20250609_061102', 11], ['20250609_071102', 4], ['20250609_081102', 12], ['20250610_071102', 18], ['20250610_204400', 5], ['20250611_051100', 1], ['20250611_061102', 1], ['20250611_071102', 1], ['20250612_081102', 1], ['20250613_081102', 1], ['20250614_061002', 4], ['20250614_071002', 1], ['20250614_081002', 106], ['20250615_051000', 1], ['20250616_061002', 1], ['20250617_051100', 1], ['20250618_051100', 1], ['20250618_061102', 8], ['20250618_071102', 3], ['20250618_081102', 1], ['20250619_081102', 1], ['20250622_051100', 1], ['20250623_061202', 3], ['20250626_051300', 4]]"
Barred Owl,1.0000,43.0,30.0,44.0,48.0,66.0,155.0,209.0,0.0,TBD,no,"[['20250517_072602', 1], ['20250518_082502', 8], ['20250519_082402', 1], ['20250521_072202', 2], ['20250523_072102', 1], ['20250524_052000', 1], ['20250531_051500', 1], ['20250601_051400', 4], ['20250601_203700', 1], ['20250602_051400', 15], ['20250602_203800', 2], ['20250602_213802', 1], ['20250603_213902', 4], ['20250604_051300', 1], ['20250604_061302', 2], ['20250604_214002', 11], ['20250605_204000', 2], ['20250605_214002', 14], ['20250606_204100', 9], ['20250606_214102', 28], ['20250607_204200', 2], ['20250607_214202', 60], ['20250608_081102', 1], ['20250608_214302', 23], ['20250609_051100', 1], ['20250609_204300', 10], ['20250610_204400', 3], ['20250611_051100', 2], ['20250611_061102', 3], ['20250611_204400', 7], ['20250611_214402', 19], ['20250613_051100', 4], ['20250613_081102', 2], ['20250613_204500', 2], ['20250613_214502', 2], ['20250614_214602', 18], ['20250615_081002', 7], ['20250615_204600', 8], ['20250615_214602', 47], ['20250616_051000', 1], ['20250616_081002', 1], ['20250616_204700', 2], ['20250617_204700', 1], ['20250617_214702', 1], ['20250618_204700', 1], ['20250618_214702', 10], ['20250619_071102', 1], ['20250619_204800', 5], ['20250620_204800', 1], ['20250622_204800', 1], ['20250623_214802', 79], ['20250624_081202', 1], ['20250624_214802', 56], ['20250625_214802', 6], ['20250626_214802', 1], ['20250627_061302', 2], ['20250627_204800', 2], ['20250627_214802', 21], ['20250628_051400', 44], ['20250628_204800', 10], ['20250628_214802', 1], ['20250629_061402', 1], ['20250629_204800', 2], ['20250629_214802', 1], ['20250630_204800', 12], ['20250630_214817', 1]]"
