Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
American Bittern,0.9445,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,TBD,no,"[['20250527_081702', 2], ['20250531_071502', 1], ['20250603_071302', 1], ['20250614_071002', 2]]"
American Crow,0.3597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TBD,no,"[['20250609_081102', 1]]"
American Robin,0.6621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TBD,no,"[['20250608_051100', 2]]"
Barred Owl,0.9990,41.0,60.0,70.0,70.0,85.0,131.0,75.0,0.0,TBD,no,"[['20250516_082702', 1], ['20250519_052400', 2], ['20250519_072402', 13], ['20250519_082402', 3], ['20250522_062102', 1], ['20250525_051900', 1], ['20250528_051700', 1], ['20250528_071702', 1], ['20250601_061402', 1], ['20250602_081402', 1], ['20250603_203900', 1], ['20250604_214002', 1], ['20250605_051200', 1], ['20250605_061202', 1], ['20250605_214002', 2], ['20250606_051200', 1], ['20250606_081202', 1], ['20250606_204100', 1], ['20250607_081202', 1], ['20250607_214202', 3], ['20250608_204300', 31], ['20250608_214302', 2], ['20250609_051100', 19], ['20250609_061102', 1], ['20250609_071102', 4], ['20250609_081102', 39], ['20250609_204300', 10], ['20250609_214302', 38], ['20250610_051100', 36], ['20250610_061102', 13], ['20250610_071102', 6], ['20250610_081102', 37], ['20250610_204400', 11], ['20250610_214402', 6], ['20250611_051100', 22], ['20250611_061102', 9], ['20250611_071102', 1], ['20250611_204400', 4], ['20250611_214402', 3], ['20250612_051100', 27], ['20250612_061102', 15], ['20250612_071102', 2], ['20250612_081102', 6], ['20250612_204500', 4], ['20250613_051100', 4], ['20250613_061102', 1], ['20250613_071102', 1], ['20250613_081102', 8], ['20250616_204700', 14], ['20250616_214702', 1], ['20250617_051100', 1], ['20250617_061102', 6], ['20250617_071102', 2], ['20250617_081102', 32], ['20250618_051100', 13], ['20250618_071102', 5], ['20250618_081102', 5], ['20250619_051100', 2], ['20250619_214802', 1], ['20250620_071102', 3], ['20250620_204800', 2], ['20250623_204800', 19], ['20250623_214802', 6], ['20250624_051200', 13], ['20250625_081202', 2], ['20250625_204800', 2], ['20250627_051300', 1], ['20250627_071302', 1], ['20250627_214802', 2], ['20250628_061402', 1]]"
Black-billed Cuckoo,0.9213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250616_071002', 1]]"
Black-crowned Night-Heron,0.7072,,,,,,,,,NA,no,NA
Canada Goose,0.3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TBD,no,"[['20250522_062102', 1], ['20250523_062102', 1], ['20250609_081102', 1]]"
Common Grackle,0.5037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250528_081702', 1]]"
Common Loon,0.4885,,,,,,,,,NA,no,NA
Common Raven,0.6275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250614_051000', 1], ['20250616_051000', 1]]"
Downy Woodpecker,0.4587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250527_081702', 1]]"
Great Blue Heron,0.4431,,,,,,,,,NA,no,NA
