Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.6883,,,,,,,,,NA,no,NA
Alder Flycatcher,0.9310,0.0,2.0,0.0,0.0,2.0,1.0,2.0,5.0,TBD,no,"[['20250522_052100', 3], ['20250524_052000', 1], ['20250530_071502', 1], ['20250603_071302', 6], ['20250607_081202', 1]]"
American Bittern,0.8173,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250625_204800', 1]]"
American Crow,0.9952,0.0,0.0,0.0,0.0,40.0,118.0,154.0,1548.0,TBD,no,"[['20250515_052800', 13], ['20250515_062802', 2], ['20250516_052700', 2], ['20250516_062702', 1], ['20250517_072602', 2], ['20250518_052500', 2], ['20250518_072502', 3], ['20250518_082502', 1], ['20250519_052400', 2], ['20250519_062402', 5], ['20250521_052200', 5], ['20250521_062202', 28], ['20250522_052100', 1], ['20250522_062102', 12], ['20250523_052100', 12], ['20250523_062102', 22], ['20250524_052000', 23], ['20250524_062002', 15], ['20250524_072002', 2], ['20250525_061902', 21], ['20250526_051800', 21], ['20250526_061802', 8], ['20250527_061702', 1], ['20250527_071702', 7], ['20250527_081702', 6], ['20250528_061702', 5], ['20250528_071702', 64], ['20250528_081702', 26], ['20250529_051600', 3], ['20250529_061602', 6], ['20250529_071602', 26], ['20250529_081602', 6], ['20250530_061502', 2], ['20250530_071502', 1], ['20250531_051500', 1], ['20250531_061502', 2], ['20250531_071502', 3], ['20250601_051400', 4], ['20250601_061402', 18], ['20250602_051400', 1], ['20250602_061402', 1], ['20250603_051300', 2], ['20250603_061302', 6], ['20250604_051300', 4], ['20250604_061302', 26], ['20250604_071302', 1], ['20250605_051200', 5], ['20250605_061202', 1], ['20250607_061202', 2], ['20250607_081202', 1], ['20250608_051100', 7], ['20250609_061102', 3], ['20250610_051100', 1], ['20250610_061102', 17], ['20250613_051100', 1], ['20250613_061102', 1], ['20250613_071102', 86], ['20250614_051000', 1], ['20250617_051100', 3], ['20250617_081102', 9], ['20250618_051100', 3], ['20250618_061102', 20], ['20250618_071102', 17], ['20250619_051100', 34], ['20250619_061102', 31], ['20250619_071102', 47], ['20250619_081102', 10], ['20250622_051100', 2], ['20250622_081102', 20], ['20250623_051200', 69], ['20250623_061202', 1], ['20250624_051200', 1], ['20250624_061202', 3], ['20250624_071202', 5], ['20250624_081202', 11], ['20250625_051200', 25], ['20250625_061202', 49], ['20250625_071202', 3], ['20250625_081202', 4], ['20250626_051300', 45], ['20250626_061302', 4], ['20250626_071302', 74], ['20250626_081302', 598], ['20250627_051300', 21], ['20250627_071302', 1], ['20250627_081302', 29], ['20250628_051400', 25], ['20250628_061402', 19], ['20250628_071402', 5], ['20250628_081402', 18], ['20250629_051400', 9], ['20250629_061402', 1], ['20250629_071402', 8], ['20250629_081402', 10], ['20250630_051500', 5], ['20250630_061502', 69], ['20250630_081502', 1]]"
American Goldfinch,0.8604,0.0,0.0,0.0,0.0,0.0,7.0,5.0,35.0,TBD,no,"[['20250515_062802', 1], ['20250516_082702', 1], ['20250518_082502', 1], ['20250520_082302', 1], ['20250526_061802', 1], ['20250602_071402', 2], ['20250613_081102', 1], ['20250616_081002', 1], ['20250617_061102', 1], ['20250621_061102', 8], ['20250621_071102', 1], ['20250621_081102', 9], ['20250622_071102', 5], ['20250622_081102', 6], ['20250623_081202', 2], ['20250628_081402', 3], ['20250629_081402', 3]]"
American Kestrel,0.9956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,TBD,no,"[['20250515_052800', 3], ['20250617_071102', 2], ['20250627_081302', 5]]"
American Redstart,0.9878,0.0,0.0,0.0,0.0,0.0,0.0,63.0,322.0,TBD,no,"[['20250516_062702', 5], ['20250516_072702', 1], ['20250517_062602', 2], ['20250518_062502', 8], ['20250518_072502', 1], ['20250518_082502', 7], ['20250519_052400', 1], ['20250519_062402', 7], ['20250519_072402', 7], ['20250519_082402', 1], ['20250521_062202', 21], ['20250522_072102', 16], ['20250522_082102', 31], ['20250523_072102', 1], ['20250524_052000', 34], ['20250524_062002', 102], ['20250524_072002', 31], ['20250524_082002', 4], ['20250525_071902', 3], ['20250527_071702', 1], ['20250530_051500', 1], ['20250530_061502', 1], ['20250601_071402', 1], ['20250603_071302', 1], ['20250603_081302', 1], ['20250609_081102', 1], ['20250610_061102', 1], ['20250611_061102', 59], ['20250611_071102', 34], ['20250614_081002', 1]]"
American Robin,0.8054,0.0,0.0,0.0,0.0,0.0,0.0,108.0,171.0,TBD,no,"[['20250516_052700', 1], ['20250516_072702', 1], ['20250521_062202', 2], ['20250523_052100', 1], ['20250526_081802', 1], ['20250602_051400', 1], ['20250602_081402', 2], ['20250616_051000', 5], ['20250617_051100', 3], ['20250617_061102', 5], ['20250619_051100', 1], ['20250619_071102', 1], ['20250619_204800', 2], ['20250620_061102', 1], ['20250621_204800', 27], ['20250622_051100', 127], ['20250622_061102', 58], ['20250622_204800', 14], ['20250623_051200', 1], ['20250623_061202', 1], ['20250623_081202', 1], ['20250624_051200', 1], ['20250624_204800', 2], ['20250626_081302', 2], ['20250627_204800', 17], ['20250629_051400', 1]]"
American Woodcock,0.5471,,,,,,,,,NA,no,NA
Bald Eagle,0.4523,,,,,,,,,NA,no,NA
Baltimore Oriole,0.9957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.0,TBD,no,"[['20250515_052800', 13], ['20250515_062802', 12], ['20250515_072802', 8], ['20250515_082802', 6], ['20250516_052700', 71], ['20250516_062702', 40], ['20250516_072702', 185], ['20250516_082702', 97], ['20250517_072602', 3], ['20250518_052500', 5], ['20250518_072502', 2], ['20250519_052400', 46], ['20250519_062402', 16], ['20250519_072402', 5], ['20250519_082402', 13], ['20250521_052200', 14], ['20250521_082202', 1], ['20250522_072102', 1], ['20250522_082102', 1], ['20250523_062102', 6], ['20250523_082102', 3], ['20250524_052000', 1], ['20250524_062002', 3], ['20250524_072002', 5], ['20250524_082002', 1], ['20250525_051900', 5], ['20250525_061902', 3], ['20250525_071902', 4], ['20250525_081902', 6], ['20250526_051800', 2], ['20250526_071802', 3], ['20250526_081802', 2], ['20250527_051700', 1], ['20250527_061702', 3], ['20250527_071702', 2], ['20250527_081702', 2], ['20250528_051700', 6], ['20250528_061702', 1], ['20250528_071702', 5], ['20250529_061602', 4], ['20250529_071602', 2], ['20250530_071502', 1], ['20250530_081502', 1], ['20250531_081502', 1], ['20250601_061402', 5], ['20250601_081402', 6], ['20250602_051400', 11], ['20250602_061402', 5], ['20250602_071402', 21], ['20250602_081402', 18], ['20250603_051300', 16], ['20250603_061302', 5], ['20250603_071302', 16], ['20250603_081302', 7], ['20250604_051300', 10], ['20250604_061302', 1], ['20250604_071302', 2], ['20250605_051200', 13], ['20250605_081202', 3], ['20250606_051200', 1], ['20250606_061202', 2], ['20250607_061202', 1], ['20250607_071202', 1], ['20250607_081202', 4], ['20250608_051100', 5], ['20250608_061102', 1], ['20250608_071102', 3], ['20250608_081102', 1], ['20250609_061102', 8], ['20250609_071102', 6], ['20250609_081102', 3], ['20250610_051100', 1], ['20250610_061102', 3], ['20250610_071102', 3], ['20250610_081102', 5], ['20250611_061102', 18], ['20250611_071102', 3], ['20250613_061102', 1], ['20250613_071102', 75], ['20250614_051000', 1], ['20250614_061002', 3], ['20250614_071002', 2], ['20250614_081002', 1], ['20250616_051000', 2], ['20250616_071002', 2], ['20250617_071102', 3], ['20250617_081102', 4], ['20250618_071102', 21], ['20250618_081102', 5], ['20250619_071102', 2], ['20250619_081102', 2], ['20250621_061102', 1], ['20250621_071102', 10], ['20250621_081102', 4], ['20250621_204800', 1], ['20250622_051100', 1], ['20250622_071102', 6], ['20250622_081102', 15], ['20250622_204800', 2], ['20250623_051200', 1], ['20250623_061202', 47], ['20250623_081202', 13], ['20250624_061202', 1], ['20250624_081202', 4], ['20250625_051200', 1], ['20250625_061202', 20], ['20250625_071202', 2], ['20250625_081202', 8], ['20250626_081302', 8], ['20250627_071302', 6], ['20250628_081402', 1]]"
Barn Swallow,0.3432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250623_081202', 1]]"
