Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.7376,0.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,TBD,no,"[['20250529_071602', 1], ['20250530_071502', 1], ['20250601_061402', 1], ['20250602_071402', 1], ['20250604_071302', 4], ['20250605_081202', 1], ['20250605_204000', 1], ['20250609_051100', 1]]"
American Bittern,0.8856,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,TBD,no,"[['20250601_061402', 1], ['20250602_203800', 1], ['20250619_051100', 1], ['20250621_061102', 2]]"
American Crow,0.7997,0.0,0.0,0.0,0.0,1.0,1.0,7.0,35.0,TBD,no,"[['20250515_052800', 1], ['20250518_062502', 14], ['20250524_082002', 3], ['20250527_071702', 3], ['20250528_071702', 2], ['20250528_081702', 4], ['20250531_071502', 2], ['20250602_203800', 2], ['20250610_061102', 2], ['20250612_081102', 4], ['20250616_071002', 6], ['20250620_051100', 1]]"
American Goldfinch,0.9966,0.0,0.0,0.0,0.0,0.0,16.0,39.0,268.0,TBD,no,"[['20250515_052800', 1], ['20250515_082802', 2], ['20250518_072502', 2], ['20250518_082502', 5], ['20250519_052400', 2], ['20250519_062402', 6], ['20250519_072402', 3], ['20250519_082402', 3], ['20250521_082202', 4], ['20250522_062102', 2], ['20250522_072102', 3], ['20250522_082102', 1], ['20250523_062102', 2], ['20250523_072102', 4], ['20250523_082102', 1], ['20250524_072002', 14], ['20250524_082002', 9], ['20250525_071902', 2], ['20250525_081902', 3], ['20250526_061802', 1], ['20250526_071802', 4], ['20250526_081802', 50], ['20250527_061702', 1], ['20250527_071702', 4], ['20250527_081702', 4], ['20250528_061702', 3], ['20250528_071702', 7], ['20250528_081702', 3], ['20250529_061602', 1], ['20250529_081602', 4], ['20250530_061502', 3], ['20250530_081502', 8], ['20250531_051500', 2], ['20250531_061502', 2], ['20250531_081502', 4], ['20250601_051400', 2], ['20250601_061402', 4], ['20250601_081402', 2], ['20250602_051400', 1], ['20250602_071402', 3], ['20250602_081402', 7], ['20250604_081302', 1], ['20250605_051200', 1], ['20250605_061202', 1], ['20250605_081202', 1], ['20250606_061202', 3], ['20250606_071202', 3], ['20250607_061202', 1], ['20250607_071202', 6], ['20250608_051100', 1], ['20250608_071102', 7], ['20250608_204300', 1], ['20250609_051100', 1], ['20250609_061102', 1], ['20250610_061102', 2], ['20250610_071102', 1], ['20250610_081102', 3], ['20250611_051100', 2], ['20250611_061102', 5], ['20250611_071102', 2], ['20250612_061102', 6], ['20250612_071102', 4], ['20250613_061102', 2], ['20250613_081102', 2], ['20250614_061002', 6], ['20250614_081002', 1], ['20250615_061002', 3], ['20250615_071002', 2], ['20250615_081002', 1], ['20250616_061002', 1], ['20250616_071002', 3], ['20250616_081002', 2], ['20250617_071102', 2], ['20250617_081102', 2], ['20250618_061102', 1], ['20250618_071102', 1], ['20250619_061102', 2], ['20250619_071102', 2], ['20250620_051100', 1], ['20250620_061102', 2], ['20250620_071102', 2], ['20250620_081102', 1], ['20250620_204800', 1], ['20250621_061102', 1], ['20250621_081102', 1], ['20250622_051100', 1], ['20250622_081102', 1], ['20250622_204800', 1], ['20250623_051200', 1], ['20250623_061202', 1], ['20250623_081202', 1], ['20250623_204800', 2], ['20250624_061202', 6], ['20250624_071202', 4], ['20250624_081202', 11], ['20250624_204800', 1], ['20250625_061202', 2], ['20250625_071202', 2], ['20250625_081202', 5]]"
American Woodcock,0.9896,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,TBD,no,"[['20250517_062602', 1], ['20250519_052400', 1], ['20250519_062402', 1], ['20250520_052300', 1], ['20250602_061402', 1], ['20250608_214302', 1], ['20250609_051100', 1], ['20250609_214302', 1], ['20250612_204500', 2], ['20250613_081102', 1], ['20250613_214502', 2], ['20250620_204800', 1], ['20250622_204800', 1]]"
Bald Eagle,0.4029,,,,,,,,,NA,no,NA
Baltimore Oriole,0.4748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TBD,no,"[['20250525_071902', 1], ['20250606_204100', 1]]"
Bank Swallow,0.8640,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,TBD,no,"[['20250522_082102', 2], ['20250527_081702', 1], ['20250611_081102', 1], ['20250619_081102', 1], ['20250620_081102', 1], ['20250624_071202', 1]]"
Barn Swallow,0.9713,0.0,0.0,0.0,0.0,4.0,7.0,10.0,37.0,TBD,no,"[['20250521_072202', 1], ['20250521_082202', 3], ['20250522_062102', 2], ['20250522_072102', 2], ['20250522_082102', 4], ['20250523_062102', 1], ['20250523_082102', 2], ['20250524_052000', 1], ['20250524_072002', 1], ['20250524_082002', 4], ['20250526_081802', 2], ['20250528_081702', 1], ['20250530_051500', 1], ['20250530_071502', 2], ['20250601_071402', 1], ['20250602_061402', 3], ['20250602_081402', 1], ['20250604_204000', 2], ['20250605_071202', 1], ['20250607_204200', 2], ['20250610_204400', 1], ['20250612_071102', 1], ['20250616_204700', 3], ['20250618_204700', 3], ['20250619_204800', 1], ['20250623_061202', 1], ['20250624_071202', 3], ['20250624_081202', 1], ['20250624_204800', 7]]"
Barred Owl,0.8762,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250603_051300', 2], ['20250603_213902', 1]]"
