Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.8226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,TBD,no,"[['20250522_082102', 1], ['20250617_214702', 1]]"
American Bittern,0.6852,,,,,,,,,NA,no,NA
American Crow,0.6856,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,TBD,no,"[['20250518_072502', 1], ['20250519_052400', 1], ['20250522_062102', 2], ['20250522_082102', 1], ['20250525_051900', 1], ['20250606_051200', 2], ['20250608_071102', 1], ['20250614_081002', 3]]"
American Goldfinch,0.9493,0.0,0.0,0.0,0.0,0.0,17.0,21.0,95.0,TBD,no,"[['20250515_052800', 1], ['20250515_062802', 1], ['20250515_072802', 1], ['20250516_072702', 5], ['20250516_082702', 6], ['20250518_072502', 7], ['20250518_082502', 5], ['20250519_082402', 1], ['20250521_082202', 1], ['20250522_062102', 3], ['20250522_072102', 3], ['20250522_082102', 7], ['20250523_052100', 1], ['20250523_062102', 6], ['20250523_072102', 2], ['20250523_082102', 3], ['20250524_072002', 7], ['20250524_082002', 4], ['20250525_061902', 1], ['20250525_071902', 1], ['20250526_081802', 5], ['20250527_061702', 1], ['20250527_071702', 1], ['20250527_081702', 1], ['20250529_071602', 1], ['20250530_061502', 1], ['20250530_081502', 5], ['20250531_061502', 2], ['20250601_081402', 1], ['20250602_071402', 3], ['20250603_071302', 1], ['20250603_203900', 3], ['20250604_081302', 2], ['20250605_071202', 1], ['20250605_081202', 1], ['20250607_071202', 1], ['20250607_081202', 1], ['20250608_081102', 1], ['20250609_071102', 1], ['20250610_081102', 1], ['20250611_071102', 2], ['20250611_081102', 1], ['20250613_081102', 1], ['20250614_061002', 1], ['20250614_071002', 3], ['20250614_081002', 2], ['20250615_071002', 3], ['20250615_081002', 3], ['20250616_061002', 2], ['20250616_081002', 1], ['20250616_204700', 1], ['20250617_081102', 4], ['20250618_061102', 4], ['20250618_081102', 5]]"
American Kestrel,0.3220,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250609_204300', 1]]"
American Robin,0.8538,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,TBD,no,"[['20250525_061902', 2], ['20250604_204000', 14], ['20250605_204000', 7], ['20250607_204200', 1], ['20250608_071102', 1], ['20250609_071102', 1], ['20250609_081102', 2], ['20250611_081102', 1], ['20250613_204500', 2], ['20250615_204600', 1], ['20250617_071102', 2]]"
American Woodcock,0.5284,,,,,,,,,NA,no,NA
Baltimore Oriole,0.4969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TBD,no,"[['20250518_082502', 1], ['20250524_062002', 1], ['20250524_072002', 1], ['20250531_081502', 1]]"
Bank Swallow,0.7650,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250515_062802', 1], ['20250515_082802', 1], ['20250524_072002', 1], ['20250531_081502', 2], ['20250605_081202', 1]]"
Barn Swallow,0.9752,0.0,0.0,0.0,1.0,2.0,1.0,3.0,14.0,TBD,no,"[['20250523_082102', 1], ['20250524_062002', 1], ['20250525_051900', 1], ['20250526_051800', 1], ['20250526_071802', 1], ['20250530_071502', 1], ['20250609_051100', 1], ['20250610_051100', 1], ['20250610_204400', 1], ['20250611_204400', 2], ['20250612_071102', 2], ['20250615_204600', 1], ['20250617_081102', 1], ['20250617_204700', 2], ['20250618_204700', 2], ['20250619_061102', 2]]"
Barred Owl,0.9847,8.0,10.0,9.0,8.0,6.0,20.0,3.0,0.0,TBD,no,"[['20250603_203900', 2], ['20250603_213902', 1], ['20250604_204000', 2], ['20250604_214002', 8], ['20250605_204000', 1], ['20250605_214002', 2], ['20250606_204100', 1], ['20250606_214102', 1], ['20250607_204200', 4], ['20250607_214202', 10], ['20250608_204300', 1], ['20250608_214302', 4], ['20250610_204400', 4], ['20250610_214402', 2], ['20250611_204400', 1], ['20250611_214402', 4], ['20250613_204500', 1], ['20250615_214602', 2], ['20250617_204700', 5], ['20250617_214702', 7], ['20250618_214702', 1]]"
Bell's Vireo,0.5141,,,,,,,,,NA,no,NA
Black Tern,0.6198,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250611_204400', 1], ['20250618_071102', 1]]"
Black-billed Cuckoo,0.9773,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250515_062802', 1], ['20250523_082102', 1]]"
Black-capped Chickadee,0.7011,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,TBD,no,"[['20250519_072402', 1], ['20250520_052300', 2], ['20250528_071702', 1], ['20250608_051100', 1], ['20250610_051100', 1], ['20250611_051100', 1], ['20250613_051100', 1], ['20250618_051100', 10]]"
Black-crowned Night-Heron,0.4885,,,,,,,,,NA,no,NA
Black-throated Green Warbler,0.5497,,,,,,,,,NA,no,NA
Blue Grosbeak,0.2990,,,,,,,,,NA,no,NA
Blue Jay,0.7097,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,TBD,no,"[['20250515_072802', 3], ['20250515_082802', 1], ['20250517_072602', 1], ['20250517_082602', 4], ['20250518_072502', 4], ['20250518_082502', 2], ['20250519_072402', 1], ['20250523_052100', 1], ['20250524_052000', 1], ['20250524_082002', 1], ['20250529_071602', 1], ['20250530_081502', 3], ['20250608_061102', 1], ['20250609_081102', 1]]"
Blue-gray Gnatcatcher,0.8744,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,TBD,no,"[['20250601_081402', 1], ['20250602_051400', 2], ['20250610_081102', 2], ['20250611_051100', 1]]"
Blue-winged Teal,0.6071,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250611_081102', 1], ['20250613_061102', 1]]"
Bobolink,0.9980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,TBD,no,"[['20250515_052800', 4], ['20250515_062802', 1], ['20250515_072802', 7], ['20250515_082802', 3], ['20250516_052700', 4], ['20250516_062702', 1], ['20250516_072702', 1], ['20250518_062502', 5], ['20250518_072502', 4], ['20250518_082502', 7], ['20250519_062402', 1], ['20250522_062102', 1], ['20250522_072102', 1], ['20250522_082102', 4], ['20250523_062102', 1], ['20250523_072102', 1], ['20250523_082102', 5], ['20250524_052000', 2], ['20250524_062002', 2], ['20250524_072002', 5], ['20250524_082002', 4], ['20250525_061902', 2], ['20250525_071902', 2], ['20250525_081902', 6], ['20250526_061802', 3], ['20250526_071802', 1], ['20250526_081802', 8], ['20250527_051700', 1], ['20250527_071702', 1], ['20250527_081702', 4], ['20250528_051700', 1], ['20250528_061702', 1], ['20250528_071702', 1], ['20250528_081702', 1], ['20250529_051600', 1], ['20250529_061602', 5], ['20250530_051500', 2], ['20250530_061502', 2], ['20250530_071502', 6], ['20250530_081502', 1], ['20250531_051500', 2], ['20250531_061502', 2], ['20250531_071502', 2], ['20250531_081502', 2], ['20250601_061402', 4], ['20250601_071402', 10], ['20250601_081402', 2], ['20250602_071402', 1], ['20250602_081402', 2], ['20250603_071302', 2], ['20250603_081302', 3], ['20250604_061302', 1], ['20250604_071302', 2], ['20250604_081302', 3], ['20250605_081202', 2], ['20250605_204000', 1], ['20250606_051200', 1], ['20250606_081202', 1], ['20250607_051200', 4], ['20250607_061202', 2], ['20250607_071202', 2], ['20250607_081202', 5], ['20250607_204200', 2], ['20250608_061102', 1], ['20250608_071102', 1], ['20250608_081102', 1], ['20250609_051100', 2], ['20250609_061102', 2], ['20250609_071102', 3], ['20250610_061102', 1], ['20250610_081102', 3], ['20250611_071102', 1], ['20250611_081102', 1], ['20250611_204400', 1], ['20250612_051100', 1], ['20250612_081102', 1], ['20250613_051100', 1], ['20250613_061102', 2], ['20250613_081102', 1], ['20250613_204500', 1], ['20250614_061002', 2], ['20250614_071002', 11], ['20250614_081002', 1], ['20250615_051000', 1], ['20250615_061002', 3], ['20250615_071002', 2], ['20250615_081002', 1], ['20250616_081002', 3], ['20250617_051100', 2], ['20250617_204700', 1], ['20250618_071102', 2], ['20250618_081102', 4], ['20250619_061102', 1]]"
Brown Thrasher,0.2861,,,,,,,,,NA,no,NA
Brown-headed Cowbird,0.9789,0.0,0.0,0.0,0.0,7.0,7.0,15.0,24.0,TBD,no,"[['20250516_062702', 1], ['20250516_072702', 3], ['20250516_082702', 2], ['20250518_062502', 1], ['20250519_062402', 1], ['20250523_072102', 1], ['20250525_071902', 2], ['20250526_071802', 1], ['20250527_061702', 1], ['20250527_081702', 1], ['20250528_081702', 1], ['20250529_071602', 1], ['20250531_061502', 1], ['20250601_051400', 1], ['20250602_071402', 1], ['20250603_081302', 2], ['20250604_071302', 1], ['20250604_081302', 2], ['20250605_071202', 1], ['20250605_081202', 1], ['20250606_081202', 2], ['20250607_081202', 1], ['20250608_061102', 2], ['20250608_071102', 2], ['20250608_081102', 5], ['20250608_204300', 1], ['20250609_061102', 1], ['20250611_061102', 1], ['20250611_081102', 2], ['20250612_061102', 1], ['20250612_081102', 1], ['20250615_051000', 1], ['20250615_061002', 1], ['20250615_081002', 1], ['20250616_061002', 2], ['20250617_071102', 1], ['20250617_081102', 1], ['20250618_081102', 1]]"
Canada Goose,0.8852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,TBD,no,"[['20250521_082202', 1], ['20250524_082002', 1], ['20250526_081802', 15], ['20250602_051400', 5], ['20250607_081202', 16]]"
Cedar Waxwing,0.6840,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,TBD,no,"[['20250515_052800', 1], ['20250516_062702', 1], ['20250525_071902', 1], ['20250531_081502', 1]]"
Chimney Swift,0.7534,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,TBD,no,"[['20250515_072802', 1], ['20250517_052600', 1], ['20250531_051500', 1], ['20250602_061402', 1], ['20250608_051100', 1], ['20250612_051100', 1]]"
Chipping Sparrow,0.5650,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,TBD,no,"[['20250519_052400', 1], ['20250520_052300', 1], ['20250610_071102', 2], ['20250614_061002', 1]]"
Clay-colored Sparrow,0.7649,4.0,3.0,0.0,2.0,4.0,3.0,1.0,0.0,TBD,no,"[['20250515_082802', 1], ['20250525_071902', 1], ['20250601_071402', 1], ['20250601_081402', 2], ['20250603_081302', 1], ['20250605_081202', 2], ['20250606_081202', 1], ['20250606_204100', 1], ['20250608_071102', 1], ['20250609_081102', 1], ['20250614_081002', 1], ['20250618_071102', 1], ['20250618_204700', 2], ['20250619_051100', 1]]"
Cliff Swallow,0.9609,,,,,,,,,NA,no,NA
Common Grackle,0.3814,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,TBD,no,"[['20250526_051800', 1], ['20250617_051100', 1], ['20250618_051100', 3]]"
Common Loon,0.6567,,,,,,,,,NA,no,NA
Common Nighthawk,0.6489,,,,,,,,,NA,no,NA
Common Raven,0.4248,,,,,,,,,NA,no,NA
Common Yellowthroat,0.9316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,TBD,no,"[['20250515_072802', 3], ['20250515_082802', 1], ['20250516_062702', 1], ['20250516_072702', 1], ['20250516_082702', 1], ['20250517_062602', 1], ['20250518_062502', 1], ['20250519_052400', 3], ['20250519_062402', 12], ['20250519_072402', 9], ['20250522_072102', 1], ['20250522_082102', 1], ['20250523_062102', 3], ['20250523_072102', 8], ['20250523_082102', 6], ['20250524_052000', 1], ['20250524_072002', 3], ['20250524_082002', 5], ['20250525_061902', 6], ['20250525_071902', 15], ['20250525_081902', 16], ['20250526_051800', 1], ['20250526_071802', 5], ['20250526_081802', 4], ['20250527_061702', 1], ['20250527_071702', 3], ['20250527_081702', 2], ['20250528_051700', 1], ['20250528_061702', 9], ['20250528_071702', 13], ['20250528_081702', 23], ['20250529_061602', 3], ['20250529_081602', 2], ['20250530_061502', 6], ['20250530_071502', 3], ['20250530_081502', 2], ['20250531_071502', 4], ['20250531_081502', 9], ['20250601_061402', 3], ['20250601_071402', 1], ['20250601_081402', 5], ['20250602_051400', 2], ['20250602_061402', 1], ['20250602_071402', 3], ['20250602_081402', 4], ['20250603_061302', 2], ['20250603_071302', 1], ['20250603_081302', 6], ['20250604_061302', 1], ['20250604_081302', 1], ['20250604_204000', 24], ['20250605_051200', 1], ['20250605_061202', 13], ['20250605_071202', 19], ['20250605_081202', 24], ['20250605_204000', 25], ['20250606_061202', 3], ['20250606_071202', 18], ['20250606_081202', 20], ['20250606_204100', 5], ['20250607_071202', 1], ['20250607_081202', 17], ['20250607_204200', 8], ['20250608_061102', 1], ['20250608_071102', 4], ['20250608_204300', 9], ['20250609_204300', 1], ['20250611_204400', 2], ['20250612_061102', 1], ['20250612_071102', 4], ['20250612_081102', 21], ['20250613_071102', 7], ['20250613_081102', 18], ['20250613_204500', 1], ['20250614_071002', 4], ['20250614_081002', 14], ['20250614_204600', 2], ['20250615_061002', 4], ['20250615_071002', 12], ['20250615_081002', 22], ['20250615_204600', 2], ['20250616_051000', 1], ['20250616_061002', 1], ['20250616_071002', 2], ['20250616_081002', 10], ['20250616_204700', 9], ['20250617_061102', 1], ['20250617_204700', 25], ['20250618_061102', 4], ['20250618_071102', 15], ['20250618_081102', 7], ['20250618_204700', 15], ['20250619_061102', 1]]"
Dickcissel,0.5957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,TBD,no,"[['20250515_062802', 1], ['20250515_082802', 2], ['20250516_052700', 1], ['20250516_072702', 1], ['20250518_072502', 1], ['20250528_061702', 1], ['20250529_071602', 1], ['20250603_081302', 1], ['20250607_081202', 1], ['20250609_051100', 1], ['20250609_061102', 1], ['20250609_071102', 2], ['20250609_081102', 1], ['20250610_081102', 2], ['20250611_204400', 1], ['20250612_204500', 1], ['20250613_061102', 1], ['20250613_071102', 2], ['20250613_081102', 3], ['20250614_071002', 2], ['20250614_214602', 1], ['20250615_071002', 1], ['20250615_204600', 1], ['20250616_081002', 1], ['20250617_061102', 1], ['20250617_081102', 1], ['20250617_214702', 2]]"
Downy Woodpecker,0.7449,0.0,0.0,7.0,13.0,10.0,5.0,4.0,5.0,TBD,no,"[['20250522_062102', 3], ['20250524_052000', 1], ['20250524_062002', 6], ['20250524_072002', 12], ['20250524_082002', 5], ['20250525_051900', 4], ['20250525_071902', 1], ['20250526_051800', 1], ['20250527_051700', 1], ['20250529_071602', 1], ['20250601_051400', 2], ['20250601_061402', 2], ['20250601_071402', 3], ['20250608_204300', 2]]"
Eastern Bluebird,1.0000,5.0,13.0,8.0,10.0,13.0,16.0,37.0,286.0,TBD,no,"[['20250518_082502', 2], ['20250521_082202', 1], ['20250522_052100', 1], ['20250522_062102', 5], ['20250523_062102', 10], ['20250523_072102', 12], ['20250523_082102', 8], ['20250524_062002', 148], ['20250524_072002', 27], ['20250524_082002', 5], ['20250525_051900', 6], ['20250525_071902', 5], ['20250525_081902', 80], ['20250526_051800', 16], ['20250526_061802', 50], ['20250530_071502', 1], ['20250530_081502', 1], ['20250604_071302', 1], ['20250610_081102', 6], ['20250614_204600', 1], ['20250619_061102', 2]]"
Eastern Kingbird,0.6848,0.0,0.0,0.0,0.0,8.0,8.0,7.0,0.0,TBD,no,"[['20250516_062702', 2], ['20250518_052500', 3], ['20250518_062502', 2], ['20250522_082102', 2], ['20250525_051900', 1], ['20250525_081902', 2], ['20250528_061702', 1], ['20250529_081602', 1], ['20250602_203800', 2], ['20250603_081302', 1], ['20250604_051300', 1], ['20250606_081202', 1], ['20250607_051200', 1], ['20250607_061202', 1], ['20250610_204400', 2]]"
Eastern Meadowlark,0.9986,0.0,1.0,19.0,18.0,18.0,14.0,13.0,68.0,TBD,no,"[['20250515_052800', 1], ['20250515_082802', 2], ['20250516_072702', 1], ['20250516_082702', 4], ['20250517_072602', 1], ['20250518_052500', 1], ['20250518_072502', 2], ['20250519_072402', 3], ['20250522_072102', 1], ['20250524_052000', 2], ['20250527_071702', 1], ['20250529_081602', 2], ['20250530_061502', 2], ['20250530_071502', 8], ['20250530_081502', 1], ['20250531_051500', 3], ['20250531_081502', 3], ['20250601_061402', 1], ['20250601_203700', 10], ['20250602_071402', 3], ['20250602_081402', 2], ['20250605_081202', 1], ['20250605_204000', 1], ['20250606_204100', 1], ['20250607_061202', 2], ['20250607_081202', 1], ['20250608_204300', 1], ['20250609_061102', 1], ['20250610_061102', 2], ['20250610_204400', 1], ['20250611_081102', 6], ['20250612_061102', 1], ['20250612_071102', 3], ['20250612_081102', 14], ['20250613_204500', 1], ['20250614_061002', 21], ['20250614_081002', 2], ['20250615_081002', 1], ['20250616_081002', 1], ['20250618_081102', 2], ['20250618_204700', 1], ['20250619_051100', 33]]"
Eastern Phoebe,0.3138,,,,,,,,,NA,no,NA
Eastern Towhee,0.6216,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,TBD,no,"[['20250614_061002', 1], ['20250615_061002', 2], ['20250615_071002', 9], ['20250615_081002', 3]]"
Eastern Wood-Pewee,0.6449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,TBD,no,"[['20250607_204200', 2], ['20250608_204300', 1], ['20250611_071102', 1], ['20250611_204400', 1], ['20250617_204700', 3]]"
