Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.9585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TBD,no,"[['20250528_051700', 1]]"
American Bittern,0.7145,,,,,,,,,NA,no,NA
American Crow,0.5647,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,TBD,no,"[['20250517_082602', 1], ['20250524_052000', 1], ['20250602_081402', 1], ['20250604_081302', 1], ['20250619_081102', 2]]"
American Goldfinch,0.9829,0.0,0.0,0.0,0.0,0.0,8.0,16.0,83.0,TBD,no,"[['20250518_082502', 4], ['20250521_062202', 1], ['20250521_072202', 1], ['20250521_082202', 2], ['20250522_072102', 1], ['20250522_082102', 2], ['20250523_072102', 2], ['20250523_082102', 2], ['20250525_071902', 3], ['20250525_081902', 7], ['20250526_081802', 1], ['20250527_071702', 5], ['20250527_081702', 1], ['20250528_061702', 14], ['20250528_071702', 1], ['20250528_081702', 1], ['20250529_081602', 3], ['20250530_071502', 2], ['20250531_081502', 1], ['20250602_061402', 2], ['20250602_071402', 3], ['20250604_071302', 2], ['20250604_081302', 1], ['20250605_081202', 17], ['20250606_051200', 3], ['20250606_061202', 1], ['20250606_071202', 1], ['20250607_071202', 1], ['20250608_081102', 1], ['20250614_081002', 4], ['20250615_071002', 4], ['20250617_081102', 4], ['20250618_081102', 2], ['20250620_061102', 1], ['20250620_071102', 3], ['20250621_071102', 1], ['20250623_071202', 1], ['20250623_081202', 1]]"
American Kestrel,0.4110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250621_061102', 1]]"
American Robin,0.9812,0.0,0.0,0.0,0.0,0.0,0.0,12.0,53.0,TBD,no,"[['20250524_082002', 1], ['20250525_071902', 1], ['20250601_203700', 2], ['20250603_203900', 36], ['20250604_051300', 4], ['20250604_081302', 3], ['20250604_204000', 7], ['20250605_071202', 3], ['20250606_051200', 2], ['20250610_204400', 4], ['20250614_204600', 1], ['20250617_214702', 1]]"
American Woodcock,0.5393,,,,,,,,,NA,no,NA
Bald Eagle,0.3749,,,,,,,,,NA,no,NA
Baltimore Oriole,0.4657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TBD,no,"[['20250521_072202', 1], ['20250527_051700', 1], ['20250613_051100', 1]]"
Barn Swallow,0.9963,0.0,0.0,0.0,13.0,53.0,53.0,78.0,367.0,TBD,no,"[['20250515_052800', 2], ['20250515_062802', 4], ['20250515_072802', 2], ['20250515_082802', 2], ['20250516_072702', 1], ['20250516_082702', 1], ['20250517_072602', 1], ['20250518_062502', 1], ['20250518_072502', 5], ['20250518_082502', 2], ['20250521_082202', 1], ['20250522_052100', 4], ['20250522_062102', 2], ['20250522_072102', 3], ['20250522_082102', 2], ['20250523_052100', 1], ['20250523_062102', 6], ['20250523_072102', 4], ['20250523_082102', 2], ['20250524_052000', 6], ['20250524_062002', 11], ['20250524_072002', 8], ['20250524_082002', 2], ['20250525_051900', 1], ['20250525_061902', 2], ['20250525_071902', 1], ['20250525_081902', 3], ['20250526_061802', 1], ['20250526_071802', 2], ['20250527_061702', 2], ['20250527_071702', 5], ['20250527_081702', 2], ['20250528_051700', 10], ['20250528_071702', 2], ['20250528_081702', 10], ['20250529_051600', 2], ['20250529_061602', 4], ['20250529_071602', 1], ['20250530_051500', 1], ['20250530_061502', 9], ['20250530_071502', 1], ['20250530_081502', 1], ['20250531_061502', 3], ['20250531_071502', 2], ['20250531_081502', 4], ['20250601_051400', 1], ['20250601_061402', 1], ['20250601_071402', 1], ['20250601_081402', 4], ['20250602_051400', 2], ['20250602_061402', 2], ['20250602_203800', 14], ['20250603_203900', 14], ['20250604_051300', 3], ['20250604_061302', 2], ['20250604_071302', 5], ['20250604_081302', 4], ['20250604_204000', 6], ['20250605_051200', 3], ['20250605_061202', 5], ['20250605_071202', 5], ['20250605_081202', 4], ['20250605_204000', 2], ['20250606_051200', 7], ['20250606_071202', 1], ['20250606_081202', 4], ['20250606_204100', 1], ['20250607_051200', 1], ['20250607_061202', 3], ['20250607_071202', 5], ['20250607_204200', 14], ['20250608_051100', 2], ['20250608_061102', 2], ['20250608_071102', 4], ['20250608_081102', 3], ['20250609_051100', 10], ['20250609_061102', 1], ['20250609_204300', 18], ['20250610_051100', 1], ['20250610_061102', 2], ['20250610_071102', 5], ['20250610_081102', 7], ['20250610_204400', 29], ['20250611_051100', 6], ['20250611_071102', 1], ['20250611_204400', 1], ['20250612_051100', 35], ['20250612_081102', 1], ['20250613_051100', 24], ['20250613_071102', 4], ['20250613_081102', 2], ['20250614_051000', 4], ['20250614_061002', 1], ['20250614_071002', 3], ['20250614_081002', 2], ['20250614_204600', 20], ['20250615_061002', 17], ['20250615_071002', 2], ['20250615_081002', 9], ['20250615_204600', 2], ['20250616_051000', 2], ['20250616_061002', 7], ['20250616_204700', 2], ['20250617_051100', 35], ['20250617_061102', 4], ['20250617_071102', 2], ['20250618_051100', 1], ['20250619_051100', 25], ['20250619_071102', 2], ['20250619_081102', 1], ['20250619_204800', 3], ['20250620_071102', 1], ['20250620_204800', 2], ['20250621_051100', 1], ['20250621_071102', 1], ['20250622_061102', 1]]"
Barred Owl,0.9602,3.0,2.0,3.0,1.0,2.0,5.0,0.0,0.0,TBD,no,"[['20250603_213902', 8], ['20250605_214002', 1], ['20250610_214402', 1], ['20250616_214702', 2], ['20250618_214702', 4]]"
Bell's Vireo,0.5736,,,,,,,,,NA,no,NA
Belted Kingfisher,0.9940,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,TBD,no,"[['20250607_081202', 1], ['20250614_051000', 3]]"
Black-and-white Warbler,0.3466,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250601_203700', 1], ['20250612_204500', 2]]"
Black-billed Cuckoo,0.8489,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250602_213802', 1]]"
Black-capped Chickadee,0.7317,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,TBD,no,"[['20250516_052700', 9]]"
Blue Grosbeak,0.6160,,,,,,,,,NA,no,NA
Blue Jay,0.7015,0.0,0.0,0.0,0.0,3.0,3.0,18.0,122.0,TBD,no,"[['20250601_203700', 3], ['20250601_213702', 134], ['20250605_214002', 2], ['20250607_071202', 2], ['20250607_214202', 1], ['20250617_214702', 4]]"
