Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.9650,3.0,6.0,6.0,7.0,11.0,7.0,13.0,27.0,TBD,no,"[['20250529_061602', 1], ['20250530_071502', 2], ['20250530_081502', 1], ['20250602_051400', 1], ['20250602_061402', 3], ['20250602_081402', 4], ['20250602_203800', 4], ['20250603_051300', 1], ['20250603_061302', 9], ['20250603_071302', 19], ['20250603_081302', 20], ['20250604_071302', 1], ['20250604_081302', 1], ['20250605_071202', 3], ['20250605_081202', 3], ['20250605_204000', 1], ['20250606_061202', 1], ['20250617_081102', 1], ['20250619_071102', 1], ['20250621_214802', 1], ['20250622_071102', 1], ['20250623_051200', 1]]"
American Bittern,0.8297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250624_061202', 1]]"
American Crow,0.7210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TBD,no,"[['20250518_082502', 1], ['20250522_062102', 1], ['20250621_204800', 3]]"
American Goldfinch,0.9745,0.0,0.0,0.0,0.0,0.0,9.0,24.0,92.0,TBD,no,"[['20250515_082802', 1], ['20250518_062502', 2], ['20250518_072502', 2], ['20250518_082502', 9], ['20250521_072202', 3], ['20250522_052100', 1], ['20250522_082102', 1], ['20250523_062102', 1], ['20250524_082002', 1], ['20250525_081902', 1], ['20250526_061802', 1], ['20250526_071802', 1], ['20250527_061702', 1], ['20250527_071702', 1], ['20250529_061602', 2], ['20250529_071602', 1], ['20250529_081602', 1], ['20250530_071502', 3], ['20250530_081502', 3], ['20250601_071402', 3], ['20250601_081402', 1], ['20250602_061402', 1], ['20250602_071402', 6], ['20250603_081302', 1], ['20250604_081302', 6], ['20250605_061202', 1], ['20250605_081202', 4], ['20250607_071202', 1], ['20250608_061102', 2], ['20250608_081102', 2], ['20250609_051100', 1], ['20250609_071102', 2], ['20250609_081102', 2], ['20250610_051100', 1], ['20250610_061102', 1], ['20250610_071102', 13], ['20250610_081102', 5], ['20250611_081102', 1], ['20250612_071102', 4], ['20250612_081102', 1], ['20250618_071102', 4], ['20250618_081102', 16], ['20250619_071102', 3], ['20250621_061102', 2], ['20250621_071102', 2], ['20250621_081102', 3]]"
American Robin,0.2623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250606_204100', 1]]"
American Woodcock,0.7613,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,TBD,no,"[['20250604_214002', 4], ['20250607_214202', 3], ['20250609_051100', 1]]"
Bald Eagle,0.3433,,,,,,,,,NA,no,NA
Bank Swallow,0.7909,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TBD,no,"[['20250606_051200', 1], ['20250621_071102', 2]]"
Barn Swallow,0.9522,0.0,0.0,0.0,1.0,7.0,4.0,2.0,24.0,TBD,no,"[['20250525_061902', 1], ['20250525_071902', 1], ['20250525_081902', 1], ['20250526_061802', 2], ['20250526_071802', 1], ['20250526_081802', 1], ['20250528_081702', 1], ['20250529_061602', 1], ['20250529_071602', 3], ['20250530_071502', 3], ['20250601_203700', 2], ['20250602_081402', 1], ['20250602_203800', 4], ['20250603_203900', 1], ['20250604_204000', 2], ['20250607_204200', 1], ['20250609_204300', 1], ['20250611_204400', 1], ['20250612_081102', 1], ['20250616_204700', 2], ['20250617_051100', 1], ['20250617_061102', 1], ['20250618_061102', 1], ['20250619_071102', 1], ['20250621_204800', 2], ['20250626_081302', 1]]"
Barred Owl,0.7990,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250611_214402', 1]]"
Bell's Vireo,0.8575,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,TBD,no,"[['20250530_081502', 1], ['20250609_051100', 1], ['20250623_081202', 1]]"
Belted Kingfisher,0.2802,,,,,,,,,NA,no,NA
Black Tern,0.9476,3.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,TBD,no,"[['20250526_071802', 1], ['20250528_071702', 2], ['20250606_204100', 1], ['20250611_061102', 1], ['20250611_081102', 2], ['20250612_071102', 1], ['20250618_081102', 1], ['20250620_051100', 3], ['20250621_061102', 1], ['20250621_081102', 1], ['20250622_071102', 1], ['20250623_204800', 1], ['20250624_071202', 2]]"
Black-billed Cuckoo,0.9997,0.0,0.0,0.0,1.0,2.0,2.0,15.0,0.0,TBD,no,"[['20250525_051900', 1], ['20250528_051700', 1], ['20250531_081502', 1], ['20250617_071102', 9], ['20250617_081102', 8]]"
Black-capped Chickadee,0.2563,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250623_061202', 1]]"
Black-crowned Night-Heron,0.8340,,,,,,,,,NA,no,NA
Blackpoll Warbler,0.8360,0.0,0.0,0.0,0.0,3.0,2.0,6.0,5.0,TBD,no,"[['20250604_061302', 1], ['20250605_051200', 3], ['20250605_061202', 1], ['20250610_051100', 3], ['20250611_081102', 1], ['20250612_081102', 1], ['20250619_081102', 1], ['20250621_081102', 3], ['20250623_061202', 2]]"
Blue Grosbeak,0.4189,,,,,,,,,NA,no,NA
Blue Jay,0.6933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TBD,no,"[['20250518_082502', 2], ['20250611_061102', 3]]"
Blue-winged Teal,0.8459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250617_071102', 1]]"
Blue-winged Warbler,0.8641,4.0,0.0,5.0,4.0,2.0,4.0,3.0,3.0,TBD,no,"[['20250527_061702', 1], ['20250527_081702', 5], ['20250528_051700', 2], ['20250528_061702', 2], ['20250528_081702', 3], ['20250530_061502', 1], ['20250530_081502', 2], ['20250603_081302', 1], ['20250605_061202', 1], ['20250620_071102', 1], ['20250625_061202', 5], ['20250626_061302', 1]]"
Bobolink,1.0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5857.0,TBD,no,"[['20250515_082802', 1], ['20250517_062602', 6], ['20250517_072602', 1], ['20250517_082602', 2], ['20250518_052500', 56], ['20250518_062502', 41], ['20250518_072502', 92], ['20250518_082502', 84], ['20250519_052400', 3], ['20250519_062402', 1], ['20250519_072402', 1], ['20250520_062302', 1], ['20250520_082302', 2], ['20250521_052200', 1], ['20250521_062202', 14], ['20250521_072202', 1], ['20250522_052100', 147], ['20250522_062102', 39], ['20250522_072102', 39], ['20250522_082102', 125], ['20250523_052100', 9], ['20250523_062102', 7], ['20250523_072102', 18], ['20250523_082102', 5], ['20250524_052000', 80], ['20250524_062002', 34], ['20250524_072002', 17], ['20250524_082002', 4], ['20250525_051900', 1], ['20250525_061902', 1], ['20250525_071902', 7], ['20250525_081902', 7], ['20250526_051800', 4], ['20250526_061802', 1], ['20250526_071802', 2], ['20250526_081802', 6], ['20250527_061702', 25], ['20250527_071702', 3], ['20250527_081702', 4], ['20250528_051700', 6], ['20250528_071702', 5], ['20250529_071602', 4], ['20250529_081602', 7], ['20250530_051500', 3], ['20250530_061502', 2], ['20250530_071502', 12], ['20250530_081502', 26], ['20250531_051500', 84], ['20250531_061502', 86], ['20250531_071502', 172], ['20250531_081502', 237], ['20250601_051400', 4], ['20250601_061402', 1], ['20250601_071402', 3], ['20250601_081402', 40], ['20250601_203700', 2], ['20250602_051400', 35], ['20250602_061402', 9], ['20250602_071402', 4], ['20250602_203800', 3], ['20250603_051300', 8], ['20250603_061302', 19], ['20250603_071302', 77], ['20250603_081302', 46], ['20250603_203900', 19], ['20250604_051300', 22], ['20250604_061302', 78], ['20250604_071302', 130], ['20250604_081302', 112], ['20250604_204000', 2], ['20250605_051200', 46], ['20250605_061202', 4], ['20250605_071202', 71], ['20250605_081202', 16], ['20250605_204000', 2], ['20250606_051200', 4], ['20250606_061202', 71], ['20250606_071202', 50], ['20250606_081202', 8], ['20250606_204100', 35], ['20250607_051200', 38], ['20250607_061202', 25], ['20250607_071202', 15], ['20250607_081202', 28], ['20250607_204200', 1], ['20250608_051100', 5], ['20250608_061102', 97], ['20250608_071102', 86], ['20250608_081102', 30], ['20250609_051100', 2], ['20250609_061102', 14], ['20250609_071102', 13], ['20250609_081102', 4], ['20250609_204300', 6], ['20250610_051100', 26], ['20250610_061102', 90], ['20250610_071102', 88], ['20250610_081102', 67], ['20250610_204400', 6], ['20250611_051100', 14], ['20250611_061102', 17], ['20250611_071102', 27], ['20250611_081102', 21], ['20250611_204400', 39], ['20250612_051100', 6], ['20250612_061102', 11], ['20250612_071102', 46], ['20250612_081102', 64], ['20250613_061102', 4], ['20250614_051000', 49], ['20250614_061002', 28], ['20250614_071002', 15], ['20250614_081002', 51], ['20250615_051000', 10], ['20250615_061002', 48], ['20250615_071002', 18], ['20250615_081002', 4], ['20250616_051000', 25], ['20250616_061002', 83], ['20250616_071002', 57], ['20250616_081002', 113], ['20250616_204700', 1], ['20250617_051100', 109], ['20250617_061102', 151], ['20250617_071102', 112], ['20250617_081102', 111], ['20250617_204700', 21], ['20250618_051100', 58], ['20250618_061102', 137], ['20250618_071102', 65], ['20250618_081102', 104], ['20250619_051100', 18], ['20250619_061102', 67], ['20250619_071102', 56], ['20250619_081102', 115], ['20250620_051100', 6], ['20250620_061102', 24], ['20250620_071102', 4], ['20250620_081102', 24], ['20250620_204800', 2], ['20250621_051100', 1], ['20250621_061102', 5], ['20250621_071102', 43], ['20250621_081102', 34], ['20250621_204800', 2], ['20250622_051100', 20], ['20250622_061102', 22], ['20250622_071102', 166], ['20250622_081102', 18], ['20250622_204800', 5], ['20250623_051200', 8], ['20250623_061202', 90], ['20250623_071202', 16], ['20250623_081202', 37], ['20250624_051200', 18], ['20250624_061202', 86], ['20250624_071202', 115], ['20250624_081202', 35], ['20250625_051200', 2], ['20250625_071202', 14], ['20250625_081202', 1], ['20250626_051300', 1], ['20250626_061302', 15], ['20250626_071302', 34], ['20250626_081302', 36]]"
Brown Thrasher,0.9017,1.0,1.0,0.0,2.0,0.0,5.0,3.0,3.0,TBD,no,"[['20250616_061002', 3], ['20250617_061102', 1], ['20250617_071102', 2], ['20250617_081102', 5], ['20250622_051100', 1], ['20250622_061102', 2], ['20250623_061202', 1]]"
Brown-headed Cowbird,0.9996,0.0,0.0,0.0,0.0,1.0,9.0,10.0,21.0,TBD,no,"[['20250515_082802', 1], ['20250518_072502', 1], ['20250524_072002', 1], ['20250524_082002', 7], ['20250526_061802', 1], ['20250526_071802', 1], ['20250527_081702', 6], ['20250528_081702', 1], ['20250529_061602', 1], ['20250530_081502', 2], ['20250601_071402', 1], ['20250603_081302', 1], ['20250605_081202', 1], ['20250610_051100', 1], ['20250612_061102', 1], ['20250612_071102', 2], ['20250612_081102', 2], ['20250620_051100', 1], ['20250620_081102', 1], ['20250622_081102', 7], ['20250623_071202', 1]]"
Canada Goose,0.9618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,TBD,no,"[['20250515_082802', 1], ['20250517_062602', 1], ['20250518_072502', 12], ['20250518_082502', 2], ['20250519_062402', 1], ['20250521_062202', 14], ['20250521_072202', 1], ['20250523_062102', 4], ['20250524_062002', 1], ['20250525_061902', 6], ['20250526_051800', 2], ['20250526_061802', 15], ['20250526_071802', 3], ['20250526_081802', 1], ['20250528_071702', 8], ['20250531_061502', 2], ['20250531_081502', 1], ['20250601_051400', 8], ['20250601_061402', 10], ['20250601_081402', 4], ['20250601_203700', 1], ['20250602_081402', 3], ['20250602_203800', 3], ['20250603_051300', 1], ['20250603_061302', 1], ['20250603_203900', 7], ['20250603_213902', 1], ['20250604_051300', 1], ['20250604_061302', 1], ['20250604_081302', 5], ['20250605_061202', 10], ['20250606_204100', 2], ['20250607_051200', 3], ['20250607_071202', 1], ['20250611_204400', 14], ['20250616_061002', 4], ['20250618_061102', 1], ['20250619_204800', 37]]"
Cedar Waxwing,0.5082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TBD,no,"[['20250602_051400', 1]]"
Chestnut-sided Warbler,0.3139,,,,,,,,,NA,no,NA
Chimney Swift,0.9105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,TBD,no,"[['20250524_062002', 1], ['20250530_071502', 1]]"
Chipping Sparrow,0.2781,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250620_071102', 1], ['20250622_061102', 1]]"
