Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Acadian Flycatcher,0.5889,,,,,,,,,NA,no,NA
Alder Flycatcher,0.5156,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250601_061402', 2]]"
American Bittern,0.5807,,,,,,,,,NA,no,NA
American Crow,0.9539,0.0,0.0,0.0,0.0,14.0,16.0,31.0,258.0,TBD,no,"[['20250517_062602', 1], ['20250517_072602', 12], ['20250517_082602', 1], ['20250518_052500', 1], ['20250518_062502', 13], ['20250519_052400', 2], ['20250521_052200', 19], ['20250521_082202', 4], ['20250522_062102', 3], ['20250523_052100', 1], ['20250523_062102', 3], ['20250523_072102', 1], ['20250523_082102', 13], ['20250524_072002', 1], ['20250525_051900', 8], ['20250527_051700', 9], ['20250530_051500', 1], ['20250531_081502', 4], ['20250601_051400', 1], ['20250601_061402', 1], ['20250602_071402', 2], ['20250604_051300', 1], ['20250604_071302', 1], ['20250604_081302', 1], ['20250605_051200', 1], ['20250605_081202', 6], ['20250606_051200', 5], ['20250606_071202', 5], ['20250607_051200', 1], ['20250607_061202', 1], ['20250608_061102', 2], ['20250608_071102', 26], ['20250609_051100', 6], ['20250609_061102', 3], ['20250610_081102', 3], ['20250611_061102', 23], ['20250612_061102', 2], ['20250612_071102', 6], ['20250613_061102', 1], ['20250614_061002', 3], ['20250615_051000', 79], ['20250615_081002', 1], ['20250617_051100', 1], ['20250617_061102', 1], ['20250618_061102', 1], ['20250620_061102', 1], ['20250621_061102', 2], ['20250622_071102', 4], ['20250623_051200', 3], ['20250623_071202', 1], ['20250623_081202', 7], ['20250624_071202', 1], ['20250626_061302', 14], ['20250626_071302', 1], ['20250629_071402', 1], ['20250630_081502', 3]]"
American Goldfinch,0.7258,0.0,0.0,0.0,0.0,0.0,4.0,10.0,21.0,TBD,no,"[['20250515_052800', 1], ['20250517_052600', 3], ['20250517_062602', 5], ['20250517_082602', 4], ['20250521_082202', 1], ['20250523_062102', 2], ['20250523_072102', 1], ['20250524_052000', 2], ['20250525_051900', 1], ['20250529_051600', 1], ['20250601_081402', 1], ['20250602_051400', 1], ['20250602_061402', 2], ['20250602_071402', 1], ['20250611_071102', 1], ['20250612_061102', 2], ['20250616_071002', 1], ['20250618_051100', 1], ['20250618_061102', 2], ['20250619_061102', 1], ['20250629_204800', 1]]"
American Kestrel,0.9960,0.0,5.0,5.0,3.0,7.0,6.0,7.0,93.0,TBD,no,"[['20250607_061202', 1], ['20250607_204200', 1], ['20250615_061002', 2], ['20250619_071102', 1], ['20250622_071102', 5], ['20250623_204800', 11], ['20250624_204800', 19], ['20250625_051200', 7], ['20250627_071302', 1], ['20250627_204800', 1], ['20250628_061402', 3], ['20250628_071402', 1], ['20250628_081402', 1], ['20250629_071402', 10], ['20250629_081402', 1], ['20250629_214802', 3], ['20250630_061502', 3], ['20250630_204800', 55]]"
American Redstart,0.7256,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0,TBD,no,"[['20250519_052400', 2], ['20250519_062402', 1], ['20250523_052100', 1], ['20250523_082102', 2], ['20250526_051800', 1], ['20250526_061802', 2], ['20250526_071802', 17], ['20250526_081802', 16], ['20250601_081402', 1], ['20250617_051100', 1], ['20250619_081102', 1]]"
American Robin,0.9797,0.0,0.0,0.0,0.0,0.0,0.0,477.0,1256.0,TBD,no,"[['20250517_082602', 5], ['20250518_052500', 1], ['20250518_072502', 1], ['20250518_082502', 1], ['20250524_052000', 2], ['20250525_061902', 17], ['20250525_081902', 4], ['20250526_051800', 1], ['20250526_081802', 1], ['20250527_051700', 1], ['20250527_081702', 1], ['20250528_061702', 1], ['20250529_051600', 5], ['20250530_051500', 15], ['20250530_071502', 5], ['20250530_081502', 19], ['20250531_081502', 2], ['20250601_051400', 1], ['20250601_081402', 2], ['20250602_051400', 52], ['20250602_061402', 10], ['20250602_071402', 2], ['20250602_081402', 6], ['20250602_203800', 1], ['20250603_051300', 6], ['20250603_071302', 44], ['20250603_203900', 16], ['20250604_051300', 1], ['20250604_081302', 1], ['20250604_204000', 40], ['20250605_051200', 1], ['20250605_071202', 10], ['20250605_081202', 13], ['20250606_051200', 13], ['20250606_061202', 30], ['20250606_071202', 8], ['20250606_081202', 4], ['20250606_204100', 125], ['20250607_051200', 71], ['20250607_071202', 4], ['20250607_081202', 9], ['20250607_204200', 4], ['20250608_051100', 19], ['20250608_061102', 1], ['20250608_204300', 44], ['20250609_051100', 21], ['20250610_051100', 6], ['20250610_061102', 1], ['20250610_081102', 1], ['20250610_204400', 112], ['20250611_051100', 156], ['20250611_061102', 25], ['20250611_071102', 14], ['20250611_081102', 9], ['20250611_204400', 6], ['20250612_051100', 68], ['20250612_061102', 54], ['20250612_081102', 1], ['20250614_051000', 18], ['20250614_061002', 2], ['20250615_051000', 14], ['20250615_061002', 58], ['20250615_081002', 1], ['20250615_204600', 16], ['20250616_051000', 10], ['20250616_071002', 1], ['20250616_081002', 2], ['20250617_051100', 13], ['20250617_061102', 1], ['20250617_071102', 2], ['20250617_204700', 32], ['20250618_051100', 102], ['20250618_061102', 55], ['20250618_071102', 6], ['20250618_081102', 2], ['20250618_204700', 43], ['20250619_051100', 17], ['20250619_061102', 3], ['20250619_204800', 3], ['20250620_051100', 1], ['20250621_204800', 89], ['20250622_204800', 7], ['20250623_051200', 27], ['20250623_071202', 2], ['20250623_204800', 9], ['20250624_204800', 17], ['20250626_051300', 8], ['20250627_061302', 3], ['20250627_071302', 1], ['20250627_081302', 1], ['20250627_204800', 49], ['20250628_051400', 18], ['20250628_204800', 1], ['20250629_204800', 2], ['20250630_204800', 3]]"
American Woodcock,0.9361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TBD,no,"[['20250623_061202', 1], ['20250623_214802', 1]]"
Bald Eagle,0.4212,,,,,,,,,NA,no,NA
Baltimore Oriole,0.9497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,TBD,no,"[['20250517_052600', 1], ['20250518_052500', 8], ['20250518_062502', 7], ['20250518_072502', 7], ['20250518_082502', 3], ['20250519_052400', 13], ['20250519_062402', 14], ['20250519_072402', 11], ['20250519_082402', 2], ['20250521_052200', 2], ['20250521_062202', 4], ['20250521_082202', 4], ['20250522_052100', 11], ['20250522_062102', 13], ['20250522_072102', 8], ['20250522_082102', 2], ['20250523_052100', 4], ['20250523_062102', 9], ['20250523_072102', 5], ['20250524_052000', 2], ['20250524_062002', 36], ['20250524_072002', 4], ['20250525_051900', 6], ['20250525_061902', 1], ['20250525_071902', 3], ['20250525_081902', 1], ['20250526_051800', 10], ['20250526_061802', 5], ['20250526_071802', 1], ['20250526_081802', 3], ['20250527_051700', 1], ['20250527_061702', 2], ['20250527_071702', 2], ['20250528_051700', 2], ['20250528_081702', 3], ['20250529_051600', 3], ['20250529_081602', 3], ['20250530_081502', 2], ['20250531_071502', 1], ['20250531_081502', 1], ['20250601_051400', 5], ['20250601_071402', 1], ['20250601_081402', 1], ['20250602_051400', 1], ['20250602_061402', 1], ['20250602_071402', 4], ['20250602_081402', 4], ['20250602_203800', 1], ['20250604_051300', 1], ['20250604_061302', 1], ['20250604_071302', 3], ['20250605_061202', 1], ['20250605_071202', 10], ['20250605_081202', 17], ['20250606_051200', 2], ['20250606_061202', 2], ['20250606_081202', 2], ['20250607_071202', 2], ['20250607_081202', 5], ['20250610_081102', 1], ['20250611_061102', 5], ['20250611_071102', 4], ['20250614_051000', 5], ['20250615_061002', 4], ['20250615_071002', 1], ['20250617_061102', 2], ['20250617_081102', 1], ['20250618_051100', 5], ['20250618_081102', 4], ['20250619_061102', 1], ['20250622_071102', 2], ['20250622_204800', 3], ['20250623_071202', 1], ['20250623_081202', 1], ['20250624_061202', 4], ['20250625_051200', 1], ['20250628_071402', 1], ['20250628_081402', 3], ['20250629_204800', 5]]"
Barn Swallow,0.6627,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,TBD,no,"[['20250611_051100', 1], ['20250617_204700', 1], ['20250623_204800', 1], ['20250626_204800', 1]]"
Barred Owl,0.9460,4.0,6.0,5.0,4.0,4.0,2.0,0.0,0.0,TBD,no,"[['20250524_052000', 1], ['20250525_071902', 1], ['20250528_061702', 1], ['20250602_213802', 1], ['20250605_081202', 1], ['20250610_051100', 1], ['20250610_204400', 1], ['20250610_214402', 7], ['20250615_061002', 1], ['20250616_051000', 1], ['20250616_214702', 1], ['20250617_214702', 1], ['20250627_204800', 3], ['20250630_214802', 4]]"
Bay-breasted Warbler,0.2604,,,,,,,,,NA,no,NA
Belted Kingfisher,0.9586,9.0,6.0,4.0,4.0,4.0,3.0,0.0,0.0,TBD,no,"[['20250523_052100', 1], ['20250526_061802', 1], ['20250527_061702', 1], ['20250602_081402', 3], ['20250605_061202', 1], ['20250605_071202', 4], ['20250605_081202', 1], ['20250606_061202', 2], ['20250606_081202', 1], ['20250607_081202', 1], ['20250608_061102', 1], ['20250610_071102', 1], ['20250610_081102', 1], ['20250612_071102', 2], ['20250615_081002', 1], ['20250616_071002', 1], ['20250617_071102', 1], ['20250623_071202', 1], ['20250628_071402', 1], ['20250628_081402', 1], ['20250629_071402', 1], ['20250629_081402', 2]]"
Black-and-white Warbler,0.4397,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TBD,no,"[['20250524_062002', 1], ['20250525_071902', 1]]"
Black-billed Cuckoo,0.9587,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,TBD,no,"[['20250528_081702', 1], ['20250606_051200', 1]]"
