Common Name,Confidence,"Number of Instances, 60% Confidence","Number of Instances, 65% Confidence","Number of Instances, 70% Confidence","Number of Instances, 75% Confidence","Number of Instances, 80% Confidence","Number of Instances, 85% Confidence","Number of Instances, 90% Confidence","Number of Instances, 95% Confidence",Total Instances,Rare,List of Datetimes
Alder Flycatcher,0.3344,,,,,,,,,NA,no,NA
American Bittern,0.9329,2.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,TBD,no,"[['20250523_052100', 3], ['20250528_051700', 2], ['20250606_204100', 1], ['20250619_051100', 1], ['20250625_051200', 1], ['20250628_071402', 2], ['20250629_051400', 1]]"
American Crow,0.3336,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,TBD,no,"[['20250531_071502', 2], ['20250605_071202', 1]]"
American Goldfinch,0.9594,0.0,0.0,0.0,0.0,0.0,5.0,20.0,111.0,TBD,no,"[['20250515_062802', 7], ['20250515_072802', 4], ['20250515_082802', 3], ['20250518_072502', 2], ['20250520_072302', 11], ['20250520_082302', 6], ['20250521_062202', 4], ['20250522_052100', 1], ['20250522_072102', 1], ['20250522_082102', 2], ['20250523_052100', 4], ['20250523_062102', 2], ['20250523_072102', 5], ['20250523_082102', 16], ['20250524_052000', 3], ['20250524_062002', 5], ['20250524_072002', 7], ['20250525_061902', 7], ['20250525_071902', 1], ['20250526_061802', 6], ['20250526_081802', 4], ['20250527_081702', 6], ['20250528_071702', 4], ['20250528_081702', 2], ['20250529_081602', 1], ['20250530_061502', 2], ['20250606_071202', 1], ['20250612_071102', 1], ['20250618_081102', 2], ['20250618_204700', 1], ['20250619_071102', 2], ['20250621_061102', 1], ['20250624_071202', 7], ['20250624_081202', 1], ['20250626_081302', 1], ['20250627_061302', 1], ['20250627_081302', 1], ['20250630_061517', 1]]"
American Kestrel,0.5051,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,TBD,no,"[['20250614_204600', 1], ['20250624_214802', 1], ['20250628_204800', 1]]"
American Robin,0.8876,0.0,0.0,0.0,0.0,0.0,0.0,73.0,225.0,TBD,no,"[['20250515_052800', 4], ['20250524_052000', 3], ['20250601_213702', 2], ['20250602_203800', 1], ['20250605_204000', 1], ['20250606_051200', 1], ['20250606_071202', 1], ['20250606_204100', 4], ['20250606_214102', 15], ['20250609_061102', 3], ['20250609_071102', 1], ['20250609_204300', 1], ['20250610_204400', 2], ['20250610_214402', 1], ['20250611_204400', 1], ['20250612_204500', 11], ['20250615_204600', 2], ['20250616_204700', 30], ['20250617_204700', 3], ['20250617_214702', 1], ['20250618_204700', 54], ['20250618_214702', 2], ['20250621_204800', 2], ['20250623_204800', 81], ['20250623_214802', 30], ['20250624_051200', 1], ['20250624_204800', 2], ['20250625_204800', 7], ['20250626_204800', 1], ['20250628_204800', 1], ['20250629_204800', 29]]"
American Woodcock,0.5666,,,,,,,,,NA,no,NA
Bald Eagle,0.8130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TBD,no,"[['20250523_072102', 1]]"
Baltimore Oriole,0.4095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TBD,no,"[['20250523_082102', 1], ['20250526_051800', 1], ['20250617_061102', 1]]"
Bank Swallow,0.9906,1.0,4.0,0.0,1.0,1.0,1.0,6.0,2.0,TBD,no,"[['20250523_062102', 1], ['20250523_072102', 1], ['20250523_082102', 3], ['20250524_062002', 1], ['20250524_072002', 3], ['20250524_082002', 4], ['20250531_081502', 1], ['20250618_204700', 2]]"
